k,cum_mean_std_all,cum_mean_std_mid
1,0.09247876,0.089357674
2,0.07631644,0.07180397
3,0.07782621,0.07221558
4,0.07350033,0.06788553
5,0.069545954,0.063018486
6,0.06623282,0.059888307
7,0.06507989,0.059375316
8,0.06504263,0.059623282
9,0.063234836,0.05826618
10,0.06173671,0.05675944
11,0.06098046,0.05618227
12,0.06468404,0.060988028
13,0.06380261,0.060072362
14,0.06313748,0.059309695
15,0.06281142,0.059123978
16,0.061607838,0.05793802
17,0.060499527,0.056844503
18,0.05952176,0.05560188
19,0.058489367,0.054566246
20,0.057816345,0.054003574
21,0.057067838,0.05334942
22,0.05639633,0.052736863
23,0.05571943,0.052141882
24,0.05534175,0.051775467
25,0.055172496,0.05163082
26,0.054985814,0.05158037
27,0.054631807,0.0512697
28,0.054396328,0.0511659
29,0.054031555,0.05086061
30,0.053865872,0.050611198
31,0.053823348,0.05056773
32,0.05373118,0.050540626
33,0.053685088,0.05056134
34,0.05340895,0.050409768
35,0.05318594,0.050117213
36,0.05289621,0.04986215
37,0.05380321,0.050602924
38,0.053849872,0.050808713
39,0.054461233,0.05149395
40,0.05486337,0.052065037
41,0.055307023,0.052683365
42,0.055650406,0.05326103
43,0.055952106,0.05362397
44,0.056254186,0.054054644
45,0.056378752,0.054321215
46,0.05649202,0.054396223
47,0.056628495,0.054641657
48,0.056659028,0.054677147
49,0.056691535,0.054762185
50,0.057737947,0.055592593
51,0.05757854,0.055377558
52,0.057463944,0.05526202
53,0.057373118,0.055230856
54,0.057202656,0.055041317
55,0.057177443,0.054944452
56,0.056980424,0.054713886
57,0.056849606,0.054494105
58,0.05694012,0.054615792
59,0.057888582,0.055932615
60,0.058456812,0.05667425
61,0.05882564,0.057209194
62,0.05970878,0.058299273
63,0.060210902,0.05903068
64,0.060797162,0.059458848
65,0.06095987,0.059625145
66,0.061017197,0.059701756
67,0.061078187,0.059823386
68,0.061204378,0.059965927
69,0.061226174,0.060035497
70,0.061409447,0.06015751
71,0.061470125,0.060204875
72,0.061485693,0.06025178
73,0.061391093,0.060067263
74,0.061324153,0.059982564
75,0.06275453,0.061716396
76,0.0625522,0.061476294
77,0.06250508,0.06136897
78,0.062554404,0.061442845
79,0.06261914,0.06151367
80,0.06263845,0.06153556
81,0.06267781,0.061492573
82,0.06282204,0.061586548
83,0.06308805,0.061915133
84,0.063192606,0.062064808
85,0.063311584,0.062293462
86,0.06336827,0.062381644
87,0.063479535,0.062401496
88,0.064918615,0.06414769
89,0.0648632,0.06411046
90,0.06489027,0.06412824
91,0.06545822,0.064906426
