step,token_id,decoded
1,7406,Gr
2,16012,avity
3,349,is
4,264,a
5,4229,natural
6,4274,force
7,369,that
8,6842,attract
9,28713,s
10,989,two
11,6697,objects
12,5083,towards
13,1430,each
14,799,other
15,28723,.
16,661,It
17,349,is
18,272,the
19,4274,force
20,369,that
21,10110,causes
22,6697,objects
23,298,to
24,2949,fall
25,5083,towards
26,272,the
27,3414,ground
28,304,and
29,369,that
30,8288,holds
31,28312,planets
32,297,in
33,18547,orbit
34,1401,around
35,272,the
36,4376,sun
37,28723,.
38,1778,Gr
39,16012,avity
40,349,is
41,264,a
42,11854,fundamental
43,4274,force
44,302,of
45,4735,nature
46,28725,","
47,304,and
48,378,it
49,349,is
50,624,one
51,302,of
52,272,the
53,2308,four
54,11854,fundamental
55,6894,forces
56,369,that
57,2411,govern
58,272,the
59,5277,physical
60,11717,universe
61,28723,.
62,2,</s>
