step,per_step_all,per_step_mid
0,0.11687921,0.12808877
1,0.08869921,0.08479485
2,0.061464794,0.056726955
3,0.0957017,0.10006526
4,0.063851155,0.06032392
5,0.051336177,0.045476638
6,0.053665347,0.049189065
7,0.05646248,0.04826883
8,0.04617377,0.041985605
9,0.051421583,0.05211327
10,0.044947565,0.042377774
11,0.05328396,0.054100916
12,0.047553618,0.04053211
13,0.042171437,0.03695318
14,0.04924768,0.04876262
15,0.04476654,0.039420094
16,0.04250328,0.03863364
17,0.036963638,0.03040006
18,0.048648484,0.05006331
19,0.10760001,0.11851651
20,0.053186566,0.051305626
21,0.0512555,0.04469669
22,0.040945806,0.03428413
23,0.03871067,0.033906467
24,0.042745456,0.04210768
25,0.047870856,0.044082634
26,0.048087955,0.048732504
27,0.058759745,0.059423134
28,0.058654767,0.05641598
29,0.043431774,0.04150541
30,0.04097004,0.035094824
31,0.04378313,0.042537037
32,0.046834465,0.044656917
33,0.047297537,0.04423028
34,0.05769673,0.059878897
35,0.040977992,0.039392848
36,0.04801156,0.041008092
37,0.047066916,0.047665704
38,0.05489644,0.051760647
39,0.055948537,0.055445924
40,0.058896575,0.053923607
41,0.05645709,0.054917093
42,0.056509208,0.055768237
43,0.050136145,0.048707858
44,0.076087244,0.07654113
45,0.061543677,0.060208272
46,0.05015503,0.04478046
47,0.046537623,0.043276954
48,0.038589012,0.03294699
49,0.04239416,0.041084457
50,0.047355328,0.043978274
51,0.042174175,0.037439547
52,0.04117452,0.037996147
53,0.03956157,0.035718624
54,0.033258613,0.029004728
55,0.03931934,0.03266947
56,0.03886114,0.03323005
57,0.044990163,0.04499416
58,0.053401794,0.05342315
59,0.05329173,0.049375698
60,0.042309687,0.04008957
61,0.040365215,0.035936628
62,0.04059773,0.037042826
63,0.036194243,0.029677449
64,0.041230556,0.03807896
65,0.074071,0.07522812
66,0.076992534,0.07840416
67,0.050914507,0.045212302
68,0.0520913,0.047405127
69,0.051219303,0.04448172
70,0.05188496,0.04820013
71,0.05322544,0.052585877
72,0.054385368,0.050445344
73,0.05215546,0.049614057
74,0.059587453,0.05715724
75,0.062828414,0.06331002
76,0.061610505,0.059044134
77,0.05515422,0.054461524
78,0.06119078,0.0624035
79,0.05799414,0.054049708
80,0.05280538,0.05287576
81,0.05415025,0.0525208
82,0.054497063,0.0523802
83,0.060223654,0.06094143
84,0.051337734,0.049531445
85,0.052563857,0.050400235
86,0.052127127,0.052990187
87,0.07655837,0.07327423
88,0.04976255,0.04625905
89,0.07294626,0.08109925
90,0.10820391,0.12390761
