0.04830186,0.04831262,0.027921775,0.03022133,0.035808735,0.029320396,0.0151649695,0.020037806,0.008133036,0.010868608,0.008061027,0.02877191,0.027973806,0.019125454,0.026612103,0.02448036,0.022269476,0.045344964,0.014523605,0.027354022,0.010948831,0.031022,0.020896034,0.013835421,0.012262567,0.005960817,0.01534997,0.0128648495,0.0325996,0.014943311,0.019091144,0.019289622,0.0154570695,0.041900054,0.023340773,0.02353317,0.020158038,0.01959443,0.020601243,0.04664439
0.42175663,0.19484426,0.2739046,0.22553523,0.3647957,0.27957,0.37505844,0.27676994,0.09094671,0.12171229,0.10014699,0.38914612,0.23589617,0.0983396,0.19438769,0.18961911,0.12701844,0.13920107,0.120182954,0.23882425,0.11954322,0.10038805,0.13439389,0.13838638,0.20308535,0.27659035,0.13593476,0.15333128,0.26159218,0.10260547,0.19217487,0.09328379,0.23515634,0.3488942,0.20612411,0.15602332,0.12598436,0.141044,0.12501648,0.37849313
0.06652362,0.04560545,0.04776392,0.040811688,0.0461645,0.13671964,0.09539724,0.14833185,0.057013303,0.05995317,0.07890976,0.1473171,0.0980376,0.09713272,0.08409812,0.04105444,0.08974898,0.04450519,0.04166415,0.07694393,0.10521139,0.08284974,0.020288043,0.06596942,0.050408226,0.041759346,0.03297631,0.03526184,0.09455611,0.02621118,0.026498796,0.020808967,0.06603526,0.1000003,0.05609238,0.03281136,0.057272773,0.023384074,0.083457716,0.21065357
0.10829698,0.12635757,0.045756772,0.037949875,0.048499644,0.032969937,0.018464448,0.01856242,0.012432167,0.025918575,0.008490272,0.058949843,0.034000535,0.011423309,0.011033262,0.018500967,0.009331959,0.011226011,0.0069458256,0.046996586,0.021432217,0.01468639,0.014189858,0.024834543,0.023721874,0.025586396,0.029286396,0.010694916,0.026543768,0.014557596,0.010017837,0.014631017,0.014715298,0.025470108,0.041423537,0.013093589,0.020332687,0.014402059,0.012440811,0.042554244
0.016051378,0.031898867,0.03468676,0.02467496,0.06371233,0.06474936,0.052706465,0.02841259,0.032927092,0.041735444,0.028901549,0.11647612,0.07177401,0.036798943,0.028709251,0.030086368,0.034711853,0.024116434,0.013996588,0.067181095,0.015846608,0.058310065,0.033802908,0.021174584,0.021383582,0.032005202,0.03426215,0.016373163,0.010574133,0.016041163,0.016254358,0.010912587,0.016703945,0.012692964,0.043358065,0.09083247,0.030388169,0.031213438,0.012844511,0.01982565
0.36639762,0.08188274,0.10337863,0.10987607,0.15755798,0.07457884,0.12071668,0.024698522,0.010957805,0.015306818,0.008147794,0.21299739,0.070649244,0.03654594,0.038093727,0.039106946,0.0134785315,0.020168854,0.018678285,0.019123795,0.021134133,0.068932764,0.035659924,0.047466964,0.019713985,0.040613204,0.013489705,0.014073009,0.029245585,0.029445004,0.026336158,0.031284943,0.0578897,0.069176845,0.02357358,0.0136598395,0.025841285,0.020136558,0.029125413,0.2135822
0.015150058,0.056756333,0.021823177,0.016343992,0.012429059,0.051069174,0.010835553,0.011044741,0.008552199,0.010378257,0.012053343,0.022609005,0.036366418,0.073202685,0.02188761,0.03767189,0.047671642,0.020838598,0.016112978,0.020156164,0.018277377,0.030935895,0.014316707,0.020695176,0.048163697,0.043918394,0.023827484,0.011419956,0.020252699,0.012121999,0.010658846,0.014752424,0.015039652,0.026915357,0.014738211,0.018853748,0.015366248,0.009742547,0.009858972,0.011852738
0.10498068,0.09606363,0.06108291,0.094359584,0.06839391,0.056528613,0.03843159,0.05039921,0.033445746,0.01444353,0.032749675,0.11584844,0.045607243,0.05092347,0.060848877,0.050374113,0.08361024,0.060217723,0.039151207,0.0566037,0.038187772,0.0308901,0.014363271,0.022010937,0.013249333,0.016446538,0.011580365,0.019825544,0.03735166,0.037687078,0.023698881,0.019390197,0.026494449,0.06977279,0.03587088,0.026770018,0.030713173,0.018300105,0.04515049,0.15990908
0.09448426,0.21718983,0.10758147,0.07945409,0.058499176,0.04019483,0.030789038,0.05066191,0.03367626,0.053165194,0.012671364,0.08461203,0.070839256,0.048015483,0.056634888,0.037617147,0.029706776,0.03183738,0.018352548,0.04691664,0.03074964,0.047735147,0.01991093,0.0359696,0.021671455,0.03040036,0.021429705,0.016738176,0.050821584,0.017399224,0.01615226,0.009507111,0.034644697,0.058876283,0.035468515,0.022769371,0.03259228,0.014238889,0.01372882,0.08693117
0.21537146,0.109234214,0.06567796,0.13213578,0.06583238,0.119311556,0.07890892,0.15765436,0.077025,0.07694049,0.08990527,0.05058187,0.11637154,0.12630801,0.0968189,0.12208398,0.1217447,0.13822173,0.06191479,0.14092758,0.10557172,0.09622193,0.12364717,0.08190465,0.118183546,0.14090171,0.09189913,0.12496717,0.07873045,0.18115442,0.1454591,0.15623409,0.098028325,0.05444399,0.14683177,0.12147966,0.15015864,0.10986198,0.12321585,0.087286726
0.08482015,0.11786267,0.04268911,0.043371,0.039680883,0.025051082,0.021077752,0.018657768,0.012448044,0.016837144,0.008743595,0.04034281,0.050154697,0.018530421,0.041841287,0.021771783,0.010468684,0.036104307,0.009899585,0.028360138,0.010506495,0.03615708,0.03328656,0.023356365,0.027646106,0.03144921,0.015158776,0.012399968,0.041907568,0.014473768,0.022857632,0.025042668,0.027545862,0.064836025,0.026272273,0.010621307,0.015204865,0.013347216,0.022492899,0.037987124
0.02115883,0.082803495,0.046443284,0.025565494,0.022547666,0.029629696,0.01627882,0.014104221,0.00872147,0.003532245,0.005330762,0.03105585,0.020049125,0.004981028,0.011130629,0.008464558,0.009496405,0.017720573,0.006662801,0.0071182204,0.0063432655,0.012951918,0.006600988,0.012222152,0.0086181,0.004642123,0.0038996956,0.0030042506,0.046542566,0.007606437,0.007962228,0.008170416,0.009300743,0.03362934,0.019525226,0.006260365,0.012439192,0.0052916314,0.018505024,0.009588725
0.06488505,0.05826801,0.054914698,0.09102998,0.040203318,0.036671773,0.036834083,0.036815837,0.009487353,0.017055037,0.009737123,0.052929133,0.021005534,0.01411061,0.018541668,0.01255578,0.015796587,0.008653934,0.014545492,0.032882527,0.020894716,0.021755656,0.01005418,0.02927279,0.023536384,0.030383429,0.012081642,0.010622291,0.013811764,0.01142281,0.0073064677,0.006739009,0.028640958,0.024433497,0.011355866,0.0075885495,0.009283599,0.0024752186,0.004625288,0.08362467
0.010036733,0.045849506,0.02319985,0.015288461,0.028530434,0.01392916,0.023106566,0.0115439845,0.0032593056,0.009389237,0.001851856,0.032727033,0.026957823,0.0035575742,0.013266022,0.0154170105,0.0028140259,0.007584209,0.0031646716,0.013524136,0.0035968923,0.034713883,0.03457272,0.024259893,0.009794278,0.011043851,0.014228004,0.006132439,0.00785117,0.007614833,0.012821526,0.014361727,0.0048831445,0.010201605,0.0072876015,0.00967471,0.0075311293,0.009397805,0.001683406,0.008815559
