k,cum_mean_std_all,cum_mean_std_mid
1,0.13748953,0.14298223
2,0.11751358,0.112001956
3,0.11554584,0.11368292
4,0.11428602,0.11431445
5,0.11056671,0.11087382
6,0.11259681,0.11462308
7,0.11252551,0.1148135
8,0.111846305,0.11441963
9,0.11162452,0.11406706
10,0.10999723,0.11242765
11,0.10795405,0.10971887
12,0.10819033,0.110232376
13,0.11123957,0.11477598
14,0.11624145,0.12154559
15,0.11874356,0.1243424
16,0.12273462,0.12978709
17,0.12679969,0.1346248
18,0.1306998,0.13873242
19,0.13354558,0.14108172
20,0.13690262,0.14478731
21,0.13814132,0.14529851
22,0.13706985,0.14353503
23,0.13461095,0.1403499
24,0.13186216,0.13700551
25,0.13101846,0.13508338
26,0.1288179,0.13264278
27,0.1279146,0.13173178
28,0.12645243,0.12981714
29,0.12570065,0.12891828
30,0.12450618,0.12763973
31,0.12402169,0.12689576
32,0.123476,0.12617093
33,0.12282727,0.12529646
34,0.12252156,0.124848716
35,0.1217641,0.12406568
36,0.121192284,0.12325205
37,0.12035151,0.12208919
38,0.11967835,0.12123325
39,0.120974004,0.12255374
40,0.12016501,0.12169151
41,0.11959742,0.12088786
42,0.11904108,0.120302856
43,0.118475534,0.119662754
44,0.11781203,0.11878342
45,0.11696901,0.11788591
46,0.11653468,0.11735459
47,0.11602251,0.116759434
48,0.115560405,0.1162509
49,0.115000606,0.11554832
50,0.11419652,0.11470523
51,0.11390975,0.11436958
52,0.113578424,0.11404969
53,0.11327138,0.11373502
54,0.11299682,0.11344102
55,0.11247453,0.112802975
56,0.11177111,0.11206054
57,0.11153008,0.111781105
58,0.11125459,0.11147912
59,0.110786706,0.11097453
60,0.110314935,0.11039862
61,0.10978895,0.10974278
62,0.1091717,0.10908402
63,0.10893092,0.108775094
64,0.10857614,0.1083775
65,0.10816929,0.107898295
66,0.10771784,0.10736464
67,0.107140146,0.106754445
68,0.106951706,0.10653212
69,0.10684527,0.10646911
70,0.10667808,0.106330335
71,0.10640492,0.10607409
72,0.105887346,0.10552633
73,0.105796985,0.105435446
74,0.10558007,0.10521157
75,0.10523871,0.10483674
76,0.10492955,0.104488485
77,0.10452615,0.10398995
78,0.10467699,0.10412359
79,0.10416064,0.10355389
80,0.10403731,0.10342529
81,0.10397503,0.10345197
82,0.10372307,0.1031778
83,0.103491195,0.102938816
84,0.10323405,0.10263177
85,0.10304136,0.10245743
86,0.10329068,0.10285468
87,0.1038238,0.10344708
88,0.104156025,0.103682876
89,0.10423152,0.10370776
90,0.10420985,0.103681795
91,0.10410097,0.10353545
92,0.104069255,0.10355836
93,0.103887446,0.10337536
94,0.10397691,0.10344862
95,0.104057826,0.103548184
96,0.104334205,0.103722654
97,0.10420641,0.10360825
98,0.104287714,0.1037245
99,0.1043233,0.1038162
100,0.10450888,0.104190394
101,0.10460593,0.1043237
102,0.10447131,0.10399049
103,0.10438912,0.1039314
104,0.104097255,0.10361389
105,0.10403021,0.10357512
106,0.10405988,0.10366415
107,0.10425226,0.10403475
