0.22387718,0.21864915,0.26991007,0.20732461,0.25471774,0.30023515,0.23352039,0.3539746,0.19733678,0.3550521,0.24442294,0.31070477,0.34250855,0.20282717,0.17412664,0.19175264,0.18845473,0.26844123,0.336836,0.18252379,0.20842008,0.14577277,0.1649343,0.15273157,0.10955378,0.123760335,0.14008984,0.22621922,0.1618443,0.122008294,0.11699799,0.36889514,0.09609958,0.17011565,0.13468862,0.18298797,0.15598264,0.16156992,0.16747409,0.20268653,0.19181782,0.29031992
0.2837981,0.2111134,0.21650751,0.28902322,0.24781562,0.25924185,0.21978366,0.27388525,0.21329395,0.1475987,0.23936701,0.30773318,0.2748499,0.24445793,0.2012003,0.18427314,0.23531632,0.19907552,0.5426824,0.2041978,0.18243448,0.15698995,0.17128749,0.17520654,0.20245497,0.18724388,0.20804952,0.29735586,0.1888852,0.34538737,0.22227277,0.28540474,0.20284475,0.20701097,0.22597282,0.24896507,0.20949402,0.20065704,0.2552989,0.18543541,0.17513785,0.22320327
0.124243736,0.15453827,0.35018963,0.18982506,0.26669154,0.22772558,0.32128415,0.29703748,0.3567863,0.40980843,0.34909338,0.2973801,0.29661486,0.2844785,0.37390992,0.3517478,0.3698654,0.3096806,0.2544185,0.20238376,0.3211031,0.2738495,0.29869783,0.18750331,0.11164215,0.19503789,0.14531675,0.24050649,0.22827728,0.21165636,0.25504225,0.29207268,0.16584176,0.29541284,0.23769861,0.22465141,0.23962143,0.24484862,0.23735534,0.32075188,0.25885674,0.23598486
0.35587093,0.280206,0.2736617,0.24939696,0.2828254,0.2879784,0.21246782,0.24913931,0.29842612,0.17106359,0.33686873,0.3438586,0.2932139,0.25782043,0.3145115,0.25417688,0.22871277,0.20299238,0.333179,0.2467267,0.18785672,0.15746747,0.2177758,0.20169428,0.17901638,0.20006299,0.25316033,0.2349284,0.25172922,0.42770728,0.29876378,0.22103518,0.16928114,0.46477172,0.33949748,0.26234198,0.3088573,0.28835562,0.3728473,0.19159251,0.20576812,0.22065449
0.05558791,0.10913975,0.15342367,0.22180343,0.31067964,0.28390256,0.32347828,0.3302277,0.3835771,0.08679428,0.2720329,0.33509916,0.3036477,0.25637147,0.27498576,0.2578115,0.17806846,0.27610934,0.15708557,0.11985603,0.18494855,0.18626904,0.15669382,0.17022613,0.07054056,0.0648617,0.0915266,0.15125489,0.06844298,0.15749967,0.0826095,0.21837027,0.1748237,0.27680784,0.18904507,0.15932515,0.12268499,0.10024396,0.14422052,0.21610591,0.17932592,0.07293004
0.42028448,0.49391344,0.05316169,0.46553162,0.5918125,0.49690264,0.31566668,0.32127118,0.5578473,0.3150503,0.48034772,0.5284755,0.42151186,0.60382855,0.5399193,0.4285823,0.5757502,0.4207241,0.6407057,0.969698,0.93230116,0.9201094,0.8054564,0.6789856,0.7487342,0.41445208,0.38822925,0.5846838,0.7421262,0.775374,0.5819131,0.5445924,0.609768,0.62583184,0.106268555,0.0688666,0.17742284,0.4671429,0.21859008,0.13200451,0.1355644,0.67656684
0.14136122,0.11235778,0.13467087,0.17657016,0.31821135,0.26397932,0.29749393,0.27361622,0.47045997,0.05044438,0.31415772,0.28955895,0.2174192,0.27627155,0.263597,0.20804377,0.22780538,0.22401889,0.09779461,0.09146656,0.073195435,0.10924436,0.10491036,0.07023677,0.09154769,0.0583556,0.065298185,0.15865889,0.060206596,0.079680175,0.11480927,0.088975966,0.04815136,0.0577168,0.110244706,0.08577938,0.052849967,0.11082156,0.10214716,0.09920884,0.05274961,0.044604704
0.25053042,0.3295364,0.12722875,0.26287654,0.5962993,0.4112601,0.38408998,0.32013077,0.6947905,0.39763188,0.65406,0.57872015,0.4479966,0.5818888,0.47321543,0.30042303,0.37336183,0.1501525,0.2852037,0.6866029,0.43851066,0.84614325,0.60371095,0.5479452,0.7050626,0.61121744,0.3828431,0.2784032,0.40390238,0.5851056,0.6395929,0.11006087,0.65182596,0.68892795,0.11041417,0.08171215,0.12799439,0.2958295,0.12593004,0.21809125,0.16310072,0.6937544
0.41408893,0.35944986,0.27383295,0.21450864,0.40604112,0.31450742,0.17627427,0.20712785,0.28904483,0.2596596,0.16930193,0.2178134,0.27235126,0.32454833,0.27409124,0.27065706,0.17301083,0.20445612,0.3176117,0.25231794,0.298002,0.2655234,0.24165368,0.27083012,0.24110904,0.2570602,0.17591973,0.22429344,0.2105004,0.3093623,0.19395554,0.338273,0.12445579,0.28804302,0.22314239,0.19052881,0.13999513,0.09916502,0.11250259,0.16760217,0.14141594,0.31881672
0.19962597,0.37979463,0.2128138,0.20265508,0.16431347,0.15942936,0.16142556,0.15200765,0.18016982,0.03748424,0.13547944,0.19300565,0.14407757,0.20065786,0.1626892,0.083014764,0.11729504,0.14013739,0.29479468,0.14100581,0.21992521,0.13241298,0.27254188,0.1614842,0.17531262,0.15045653,0.18844287,0.16136011,0.15943891,0.1720626,0.16227503,0.14281423,0.17067643,0.20196666,0.16790959,0.1374957,0.22915228,0.21127273,0.17084688,0.16009958,0.17215191,0.22574632
