0.27582526,0.34722432,0.24931702,0.27237454,0.29259,0.52154404,0.217867,0.17326671,0.24235944,0.15442774,0.3164477
0.18337873,0.078583114,0.043511104,0.057626646,0.028367998,0.061865065,0.06898896,0.06480951,0.093636684,0.02465244,0.081534885
0.22668543,0.21722099,0.12795742,0.13764264,0.14189205,0.461392,0.47209713,0.5986045,0.4607751,0.26573586,0.23586024
0.08213449,0.023325011,0.040103737,0.029404337,0.053971525,0.038023703,0.03847597,0.029008457,0.08471565,0.049037624,0.052448783
0.033630785,0.0043834415,0.02140465,0.023966292,0.033493116,0.016825791,0.019634504,0.0250156,0.02462973,0.023972852,0.056636825
0.009672857,0.018901082,0.005868087,0.007557582,0.0077963625,0.0062161554,0.33494675,0.013697683,0.030058758,0.013909292,0.016670762
0.035684485,0.021077499,0.019533513,0.0223725,0.056134295,0.029944016,0.025468733,0.0065041385,0.024668137,0.017697109,0.0853317
0.04332292,0.037426077,0.011343242,0.01699973,0.021878084,0.02222196,0.021633552,0.012759785,0.0235892,0.020394221,0.06796755
0.19551693,0.17878826,0.1167511,0.18211928,0.3720787,0.37278435,0.20209743,0.106391974,0.18247856,0.22414693,0.29656103
0.2674901,0.23708382,0.059824117,0.24677305,0.32532462,0.39023867,0.24842826,0.48167172,0.17182724,0.10650309,0.16183546
0.48963672,0.44189006,0.08555241,0.5234847,0.7042111,0.49556142,0.4461522,0.3337004,0.621606,0.29397056,0.22884098
0.1858116,0.14357719,0.114950955,0.20002289,0.20725964,0.11007194,0.1284776,0.08921429,0.18172166,0.13754688,0.14917612
0.1111611,0.17610574,0.105094016,0.098617986,0.070197046,0.29481888,0.34771115,0.5673493,0.28628808,0.11484554,0.090993255
0.34651622,0.45686325,0.4014718,0.37380868,0.31587,0.3845133,0.25744924,0.11819368,0.24076536,0.34342006,0.45392722
0.37384504,0.14210576,0.08084212,0.15454745,0.089146644,0.38375673,0.23947942,0.18866688,0.35850292,0.18384,0.29591528
0.6582674,0.4715498,0.4150186,0.31365925,0.41870627,0.3501764,0.3933441,0.18082203,0.3735225,0.3761882,0.41488323
0.35148427,0.2803211,0.12791407,0.11778222,0.08545303,0.20958982,0.2721741,0.3107749,0.51542133,0.24116656,0.21393405
0.04599697,0.04062639,0.04459268,0.020544685,0.04300357,0.039959785,0.10951673,0.08804813,0.08564189,0.07010138,0.04129726
0.09383566,0.4877694,0.036151614,0.10635812,0.23498574,0.26861933,0.11295343,0.05126468,0.17353255,0.19097428,0.047793303
0.052856397,0.20651078,0.08325558,0.12558313,0.16626193,0.5185724,0.27271095,0.34084204,0.7444593,0.3914292,0.04891861
0.120804526,0.02389009,0.021630894,0.047708508,0.024645595,0.073240854,0.062015418,0.05331942,0.021485113,0.08669702,0.15229024
0.13448788,0.21058218,0.11871169,0.21279171,0.15840502,0.111165956,0.13277201,0.15647575,0.14190958,0.10697861,0.17723215
0.3948066,0.33443275,0.16307561,0.2181765,0.391394,0.40201333,0.21761845,0.25793496,0.26409805,0.1391138,0.2466181
0.15095133,0.09752313,0.04729402,0.07816455,0.084715165,0.0864828,0.0700269,0.038091663,0.072954774,0.0962247,0.13119178
0.039224554,0.007869294,0.04236384,0.010797083,0.0041744597,0.0067854654,0.010839541,0.0032195891,0.006677875,0.028883805,0.098079585
0.078749515,0.09674398,0.07841053,0.10878607,0.088175245,0.1111719,0.18956786,0.09576251,0.124514155,0.21237114,0.21046352
0.070988744,0.033069577,0.025276247,0.012744342,0.008485055,0.012582873,0.032203857,0.029663773,0.054102376,0.04093822,0.023545245
0.027062282,0.012308694,0.009755464,0.023775317,0.020831073,0.009113264,0.030218828,0.03262914,0.012998908,0.018788364,0.01127614
0.03938729,0.08885853,0.1157252,0.10458413,0.06198786,0.05917864,0.13913442,0.15331739,0.10668847,0.07566157,0.043820187
0.035165757,0.057710093,0.019296674,0.102476396,0.035291992,0.019042445,0.03826704,0.026592636,0.023928031,0.18353742,0.09179846
0.07216934,0.0048628943,0.0028145825,0.002778797,0.003574066,0.0062826043,0.0045212153,0.0055957916,0.004493474,0.0057055503,0.21398035
0.14017949,0.10350722,0.06035026,0.1478902,0.058023144,0.12592773,0.24067591,0.24932624,0.24795078,0.18907583,0.088339925
