step,entropy
0,
1,2.0724208
2,1.0342853
3,1.0070746
4,0.27463096
5,0.43533337
6,1.423039
7,0.00011787437
8,0.05432099
9,0.8540616
10,1.2886047
11,0.86152804
12,1.5284786
13,0.010411973
14,0.2820511
15,0.71252346
16,1.4038901
17,0.5412768
18,0.0022844744
19,0.0037237057
20,0.63277936
21,1.3728056
22,2.4741666
23,2.3101263
24,2.526844
25,2.0050907
26,1.5199277
27,1.2848313
28,0.23234853
29,0.0005266991
30,1.2112522
31,1.1881696
32,0.9791927
33,0.00014480342
34,0.6863088
35,0.034904085
36,1.0000178
37,1.8161974
38,1.1412998
39,2.4674582e-05
40,6.715971e-05
41,0.5687009
42,0.0743945
43,1.2221757
44,0.6379071
45,0.28486273
46,0.99365944
47,0.30553204
48,0.090703815
