step,head_agreement
0,
1,0.14077027
2,0.23755048
3,0.23715737
4,0.31713498
5,0.20286146
6,0.30847344
7,0.3460033
8,0.3901632
9,0.32443503
10,0.24329881
11,0.33451238
12,0.36794105
13,0.36597076
14,0.43690586
15,0.3490738
16,0.35206544
17,0.3865735
18,0.34226745
19,0.31629938
20,0.31359673
21,0.20627238
22,0.17674914
23,0.21500844
24,0.18370046
25,0.1911205
26,0.1592024
27,0.18119413
28,0.15594986
29,0.15827185
30,0.17754659
31,0.10835169
32,0.23715737
33,0.26216367
34,0.106352486
35,0.17455608
36,0.16477793
37,0.26413864
38,0.21982226
39,0.24742347
40,0.21398245
41,0.23033246
42,0.2385023
43,0.16741721
44,0.22113112
45,0.1821612
46,0.13922812
47,0.16400495
48,0.23833722
