step,head_agreement
0,
1,0.21741588
2,0.21007633
3,0.16153842
4,0.28238046
5,0.18628927
6,0.2359284
7,0.18544565
8,0.18970487
9,0.21325372
10,0.21597303
11,0.27079004
12,0.22842711
13,0.2435028
14,0.23745635
15,0.19982363
16,0.16906671
17,0.23492034
18,0.19991715
19,0.21027967
20,0.22191945
21,0.20985046
22,0.2164739
23,0.18407385
24,0.28225195
25,0.19454986
26,0.2153987
27,0.16004372
28,0.087722234
29,0.16154648
30,0.17477627
31,0.22194973
32,0.15999483
33,0.18667148
34,0.21939737
35,0.1899317
36,0.19681577
37,0.16465308
38,0.20252904
39,0.15123609
40,0.20573577
41,0.2046032
42,0.18484448
43,0.15718202
44,0.19330509
45,0.19520718
46,0.2000718
47,0.11385467
48,0.10321907
49,0.1933071
50,0.14464493
51,0.16321447
52,0.21629594
53,0.14937277
54,0.15083002
55,0.29502934
56,0.17154339
57,0.13580824
58,0.10669349
59,0.16114268
60,0.20219293
61,0.23899247
62,0.2766744
63,0.1781155
64,0.19220787
65,0.22526802
66,0.12034381
67,0.15981579
68,0.11880528
69,0.1416041
70,0.19764082
71,0.21156193
72,0.18682787
73,0.23007338
74,0.20367505
75,0.16046767
76,0.14938185
77,0.16946198
78,0.19519867
79,0.15980753
80,0.18405241
81,0.23949875
82,0.15135226
83,0.20992486
84,0.18678327
85,0.2150737
86,0.19560264
87,0.2368881
88,0.21638532
89,0.16522807
90,0.1764421
91,0.17447032
92,0.13551801
93,0.11374021
94,0.10596697
95,0.17646186
96,0.18025039
97,0.16040918
98,0.22686227
99,0.21495149
100,0.19882664
101,0.19292702
102,0.2251462
