step,entropy
0,
1,2.751329
2,0.7633164
3,0.32157552
4,0.011946492
5,0.022375945
6,0.008290591
7,0.27519155
8,1.2022065
9,9.4588366e-05
10,0.04582649
11,0.5121894
12,0.35714427
13,0.05639013
14,5.908165e-05
15,0.00011936099
16,0.04474476
17,0.16870345
18,1.880414
19,0.111718476
20,1.4436584
21,0.87156934
22,0.30612075
23,1.5579908
24,0.028387873
25,0.00456683
26,0.19886234
27,0.5104404
28,0.21196109
29,0.38466728
30,0.5086476
31,0.7200809
32,0.88745284
33,0.00048185242
34,1.0951074e-05
35,0.0031129527
36,0.0012992898
37,0.18764016
38,1.1174521
39,0.0002575746
40,0.007584062
41,1.0543685
42,0.0005474641
43,0.031274542
44,0.5938808
45,0.4141817
46,1.4676559
47,0.0048121475
48,0.0070592854
49,0.7378233
50,1.0036786
51,9.7058524e-05
52,0.2970184
53,0.00010318293
54,0.0014743118
55,0.003087237
56,0.025180794
57,1.6807315
58,0.0025150336
59,0.88100594
60,0.0900798
61,0.5236002
62,1.3787982
63,0.04183974
64,0.04011806
65,0.001750351
66,0.25946888
67,0.2554723
68,0.14880887
69,0.28241056
70,1.2997241
71,0.89367676
72,0.083508596
73,0.011267842
74,0.0016582618
75,1.6174114
76,0.19027111
77,0.13012847
78,1.2861834
79,0.66979265
80,0.19476388
81,0.10105291
82,0.6785444
83,0.042554528
84,0.0031895859
85,0.011860164
86,0.20297308
87,2.3704371
88,1.2028244
89,1.0812353
90,3.6176385e-05
91,0.41041693
92,1.6884791
93,0.2498328
94,0.006780909
95,1.8279426
96,0.23175167
97,2.8037748
98,0.0012928823
99,0.07139709
100,1.1012726
101,1.7078837
102,0.25688314
103,1.1432942
104,0.33002752
105,0.20054846
106,0.13877536
107,0.34527397
108,0.9152554
109,2.5425546
110,1.6874866
111,1.3742394
112,0.00038911452
113,0.64784765
114,0.7447844
115,0.12551129
116,2.0121688e-05
117,4.8087226e-05
118,1.080967
119,0.044475473
