step,token_id,decoded
1,1183,The
2,21525,phenomenon
3,1070,of
4,1040,the
5,7980,sky
6,20479,appearing
7,5813,blue
8,1117,is
9,3708,due
10,1066,to
11,1032,a
12,2527,process
13,2755,called
14,9720,Ray
15,1059,le
16,1724,igh
17,22403,scattering
18,29491,.
19,1904,As
20,23718,sunlight
21,29493,","
22,1458,which
23,1117,is
24,2037,made
25,1350,up
26,1070,of
27,2349,different
28,10072,colors
29,29493,","
30,28419,travels
31,1827,through
32,1040,the
33,9367,Earth
34,29510,'
35,29481,s
36,14557,atmosphere
37,29493,","
38,1146,it
39,4263,coll
40,2694,ides
41,1163,with
42,12928,mole
43,22417,cules
44,1072,and
45,9655,tiny
46,14706,particles
47,1065,in
48,1040,the
49,3191,air
50,29493,","
51,2027,such
52,1158,as
53,23060,nit
54,26270,rogen
55,1072,and
56,21826,oxygen
57,29491,.
58,9604,Blue
59,2829,light
60,1117,is
61,21763,scattered
62,1448,more
63,1864,because
64,1146,it
65,28419,travels
66,1065,in
67,7768,smaller
68,29493,","
69,20135,shorter
70,14063,waves
71,29491,.
72,1619,This
73,21763,scattered
74,5813,blue
75,2829,light
76,1117,is
77,1535,what
78,1246,we
79,1800,see
80,1507,when
81,1246,we
82,1681,look
83,1350,up
84,1206,at
85,1040,the
86,7980,sky
87,29491,.
88,1183,The
89,5144,sun
90,29510,'
91,29481,s
92,3608,position
93,1065,in
94,1040,the
95,7980,sky
96,1072,and
97,1040,the
98,1495,time
99,1070,of
100,2138,day
101,1603,also
102,5965,affect
103,1040,the
104,17568,intensity
105,1070,of
106,1040,the
107,5813,blue
108,3949,color
109,29491,.
110,1619,This
111,14036,explanation
112,2003,does
113,1227,not
114,18284,involve
115,1040,the
116,1122,for
117,21118,bidden
118,2618,term
119,29491,.
120,2,</s>
