step,head_agreement
0,
1,0.13852227
2,0.16180457
3,0.1892695
4,0.2443007
5,0.23433016
6,0.17832199
7,0.28722015
8,0.1282593
9,0.12628517
10,0.2524306
11,0.2737734
12,0.24419628
13,0.26302114
14,0.35815227
15,0.22867651
16,0.40035972
17,0.26096144
18,0.15793118
19,0.2072073
20,0.39412755
21,0.35858366
22,0.40687856
23,0.40878037
24,0.42536828
25,0.43563694
26,0.41588378
27,0.41196868
28,0.4277127
29,0.42662522
30,0.3478493
31,0.39043084
32,0.37708133
33,0.34794834
34,0.22874366
35,0.38381484
36,0.45431894
37,0.3874813
38,0.41221645
39,0.3840489
40,0.40522015
41,0.3999007
42,0.40613276
43,0.43043098
44,0.41816074
45,0.39115536
46,0.44538793
47,0.3176908
48,0.3547793
49,0.43352395
50,0.35779074
51,0.30004576
52,0.41398725
53,0.46334398
54,0.4692907
55,0.41707498
56,0.46004722
57,0.34546152
58,0.4055669
59,0.42954674
60,0.41406512
61,0.40007946
62,0.4013905
63,0.38449863
64,0.4117674
65,0.46699637
66,0.4984258
67,0.48033687
68,0.45821154
69,0.47934994
70,0.39011836
71,0.35043812
72,0.33178967
73,0.42617893
74,0.4844443
75,0.36647382
76,0.36380956
77,0.37807578
78,0.30025628
79,0.33363247
80,0.3202006
81,0.23583719
82,0.25421417
83,0.19314937
84,0.15322793
85,0.26074636
86,0.29257357
87,0.15521942
88,0.14016698
89,0.33441105
90,0.20836096
91,0.32470003
92,0.25357527
93,0.3098736
94,0.34277797
95,0.22734247
96,0.20223331
97,0.29135284
98,0.27603954
99,0.24811059
100,0.20556466
101,0.16167915
102,0.14554031
103,0.21416046
104,0.2699764
105,0.22492212
106,0.2537041
107,0.31399736
108,0.2192551
109,0.13305062
110,0.1807624
111,0.3534014
112,0.34465495
113,0.23124993
114,0.19987355
115,0.2239974
116,0.23682752
117,0.20819794
118,0.19539516
119,0.18894674
