step,head_agreement
0,
1,0.22987334
2,0.20477587
3,0.120351635
4,0.17566831
5,0.13949491
6,0.09069082
7,0.12852938
8,0.14313921
9,0.1197655
10,0.13750735
11,0.24375361
12,0.22802709
13,0.30149996
14,0.2559626
15,0.32691312
16,0.3331173
17,0.39632326
18,0.35156646
19,0.30961952
20,0.33544943
21,0.2585851
22,0.26711562
23,0.20503014
24,0.27552626
25,0.1430584
26,0.28709003
27,0.3178866
28,0.33141634
29,0.33503437
30,0.2611808
31,0.2167559
32,0.27009034
33,0.30592048
34,0.37440357
35,0.32532904
36,0.23843436
37,0.22525868
38,0.1584403
39,0.19094098
40,0.102794714
41,0.11167534
42,0.18216
43,0.08848502
44,0.15523332
45,0.09224087
46,0.13973919
47,0.19444568
48,0.23328404
49,0.27364996
50,0.23347609
51,0.27279577
52,0.26853904
53,0.26259434
54,0.22681385
55,0.2024743
56,0.20842013
57,0.26747954
58,0.22474386
59,0.36089635
60,0.27214172
61,0.30970192
62,0.26310673
63,0.2596704
64,0.2504704
65,0.3029895
66,0.3664768
67,0.25022063
68,0.31861386
69,0.31794727
70,0.2886838
71,0.32297313
72,0.16882604
73,0.26963103
74,0.27938956
75,0.33412528
76,0.26098338
77,0.18820073
78,0.18569584
79,0.23255864
80,0.21901308
81,0.18468888
82,0.19998692
83,0.3503567
84,0.21581046
85,0.11977956
86,0.15287386
87,0.059519786
88,0.104570605
89,0.11938815
90,0.35103554
91,0.08153586
92,0.13884594
93,0.17033266
94,0.16475008
95,0.18397978
96,0.20687377
97,0.19306979
98,0.2713687
99,0.2571895
100,0.28345087
101,0.27111456
102,0.41964856
103,0.31120166
104,0.33411142
105,0.27706456
106,0.1936299
107,0.17551339
108,0.13401863
109,0.16020216
110,0.24563414
111,0.2347008
112,0.3271207
113,0.18916425
114,0.19848873
115,0.16597964
116,0.1635618
117,0.13482025
118,0.16138126
119,0.11953082
120,0.11562536
121,0.17557134
122,0.19055218
123,0.24981987
124,0.20291238
125,0.16660003
126,0.31116623
127,0.2896548
128,0.24709265
129,0.24325724
130,0.16263993
131,0.25744995
132,0.14672975
133,0.31879067
134,0.12435789
135,0.28813195
136,0.22738303
137,0.24887598
138,0.21410967
139,0.27218428
140,0.25363788
141,0.17553103
142,0.24408685
143,0.23008193
144,0.14297293
145,0.26758
146,0.22629446
