step,token_id,decoded
1,29473,
2,29508,1
3,29491,.
4,2386,En
5,29484,h
6,4460,anced
7,27902,Physical
8,7145,Health
9,29515,:
10,28955,Regular
11,9863,exercise
12,8031,helps
13,1066,to
14,9855,maintain
15,1032,a
16,8551,healthy
17,5104,weight
18,29493,","
19,21891,reduces
20,1040,the
21,5391,risk
22,1070,of
23,21156,chronic
24,19025,diseases
25,2027,such
26,1158,as
27,3799,heart
28,8798,disease
29,29493,","
30,23562,diabetes
31,29493,","
32,1072,and
33,3320,certain
34,5282,types
35,1070,of
36,9643,cancer
37,29491,.
38,781,"
"
39,781,"
"
40,29518,2
41,29491,.
42,22599,Impro
43,2568,ved
44,1119,M
45,8308,ental
46,7145,Health
47,29515,:
48,2297,Ex
49,26219,ercise
50,1309,can
51,2084,help
52,8411,reduce
53,7495,stress
54,29493,","
55,13526,anxiety
56,29493,","
57,1072,and
58,15760,depression
59,1254,by
60,29132,releasing
61,1716,end
62,8359,orph
63,1894,ins
64,29493,","
65,1458,which
66,1228,are
67,4997,natural
68,13015,mood
69,29501,-
70,26426,boost
71,1172,ers
72,29491,.
73,1429,It
74,1309,can
75,1603,also
76,5684,improve
77,5057,sleep
78,4813,quality
79,1072,and
80,11742,boost
81,1776,self
82,29501,-
83,8707,este
84,1134,em
85,29491,.
86,781,"
"
87,781,"
"
88,29538,3
89,29491,.
90,25145,Incre
91,2061,ased
92,15038,Energy
93,11017,Lev
94,1958,els
95,29515,:
96,28955,Regular
97,6045,physical
98,7123,activity
99,1309,can
100,2084,help
101,6015,increase
102,25773,stam
103,2148,ina
104,1072,and
105,4176,energy
106,6925,levels
107,29493,","
108,3260,making
109,7558,daily
110,10564,tasks
111,7857,easier
112,1066,to
113,2993,perform
114,1072,and
115,17520,improving
116,8312,overall
117,4813,quality
118,1070,of
119,2179,life
120,29491,.
121,1429,It
122,1309,can
123,1603,also
124,2084,help
125,12185,combat
126,7138,fat
127,12984,igue
128,1072,and
129,5684,improve
130,4000,focus
131,1072,and
132,16755,concentration
133,29491,.
134,781,"
"
135,781,"
"
136,1782,The
137,1122,for
138,21118,bidden
139,2618,term
140,1117,is
141,1227,not
142,9575,applicable
143,1065,in
144,1224,this
145,3526,context
146,29491,.
147,2,</s>
