k,cum_mean_std_all,cum_mean_std_mid
1,0.11826786,0.120785356
2,0.11504422,0.1184054
3,0.100352116,0.10100755
4,0.09465726,0.09621758
5,0.0916557,0.09315078
6,0.08824587,0.08929983
7,0.08651067,0.088042386
8,0.08333253,0.08419604
9,0.081507504,0.082188316
10,0.07889439,0.07926031
11,0.07605979,0.075857855
12,0.073797144,0.073694885
13,0.07242387,0.071825154
14,0.07097729,0.07011993
15,0.07111512,0.07015286
16,0.07259516,0.07161967
17,0.07211727,0.07069403
18,0.07155675,0.07004634
19,0.071220964,0.06972999
20,0.07031595,0.06882367
21,0.06965683,0.06806111
22,0.06853699,0.066655666
23,0.06780084,0.0657822
24,0.06684182,0.064791895
25,0.06616508,0.06422115
26,0.065829135,0.0638646
27,0.06528234,0.06318149
28,0.064976595,0.062857516
29,0.06445551,0.062052503
30,0.06405226,0.06166761
31,0.06374515,0.061332572
32,0.063912004,0.06140766
33,0.064262904,0.06145415
34,0.064254954,0.061371565
35,0.0641725,0.061315652
36,0.06382441,0.06090482
37,0.063628584,0.06070479
38,0.06330879,0.060322084
39,0.06294613,0.05997203
40,0.06262587,0.059589356
41,0.06216919,0.05912104
42,0.061805453,0.058732815
43,0.06174989,0.058892474
44,0.0618101,0.059071735
45,0.0615362,0.05880648
46,0.06149478,0.058698364
47,0.06119332,0.058476068
48,0.06090133,0.058235507
49,0.06066075,0.057961363
50,0.060534123,0.057939216
51,0.06061413,0.05809685
52,0.060994975,0.058557227
53,0.060993265,0.058518063
54,0.061041243,0.05861616
55,0.061043747,0.05867793
56,0.061252482,0.059003036
57,0.061101075,0.05882641
58,0.060963415,0.058720183
59,0.06086849,0.058627095
60,0.060859602,0.058619305
61,0.060834415,0.058632404
62,0.060849134,0.05870162
63,0.060852617,0.05882459
64,0.060834788,0.058815576
65,0.06062767,0.05856984
66,0.060605157,0.058618374
67,0.060899913,0.058976125
68,0.061311513,0.05948026
69,0.06131535,0.05946341
70,0.061175,0.059321683
71,0.061021812,0.05917428
72,0.060899217,0.058974616
73,0.060712963,0.05879414
74,0.06039298,0.058407396
75,0.060218714,0.058220375
76,0.060035046,0.058047727
77,0.059831966,0.057840064
78,0.059842862,0.057920206
79,0.059809003,0.05784936
80,0.059735477,0.057737637
81,0.059594948,0.057519697
82,0.059520587,0.057413746
83,0.059496243,0.057370536
84,0.059419945,0.057314046
85,0.059448827,0.057312436
86,0.059624672,0.05753349
87,0.05982392,0.05781109
88,0.059951734,0.05795519
89,0.06005568,0.05806452
90,0.060091708,0.0580965
91,0.06004127,0.058031924
92,0.060010742,0.05800257
93,0.060109522,0.058161467
94,0.060038354,0.058040638
95,0.059953965,0.05791898
96,0.05996732,0.05796196
97,0.060007352,0.05803906
98,0.06007009,0.058122892
99,0.060082175,0.058194246
100,0.06005001,0.058158096
101,0.060066175,0.05815773
102,0.060105916,0.05824458
103,0.06010113,0.058234345
104,0.060451124,0.05868757
