0.4284156,0.45052314,0.23713557,0.4144603,0.17105557,0.45152208,0.61115617,0.4624659,0.55986416,0.56706095,0.6056493,0.3566261,0.60752386,0.59005094,0.625035,0.57503814,0.45463693,0.48974574,0.49787357,0.6988502
0.082802884,0.106796354,0.15299524,0.07971554,0.058635093,0.055008262,0.030565377,0.08089842,0.087127,0.22159764,0.064836815,0.07437872,0.054526232,0.12133737,0.3082205,0.057492968,0.04127472,0.10329857,0.2760193,0.5015044
0.09572894,0.091791354,0.13524458,0.111217,0.035664413,0.10494194,0.07110953,0.06491344,0.22781123,0.48597246,0.09030595,0.040821396,0.12838331,0.1300796,0.14265189,0.17210002,0.13466966,0.12767234,0.09629035,0.10300209
0.09456783,0.09368453,0.11363801,0.04245745,0.07403495,0.079243176,0.080007896,0.06519997,0.10969479,0.12454171,0.064466044,0.06378608,0.17075339,0.0844724,0.128608,0.035858586,0.06808436,0.09942455,0.09124965,0.11974889
0.1791505,0.015211485,0.086112395,0.035565175,0.053505037,0.069033846,0.063647546,0.0111637525,0.008871899,0.014275192,0.0044755926,0.05943138,0.090458035,0.016304692,0.10994817,0.011691217,0.17370129,0.005083907,0.0186286,0.11848334
0.1010625,0.04939964,0.42345086,0.08835652,0.17704208,0.23979793,0.2422276,0.064662054,0.15301883,0.29389748,0.08228808,0.22952361,0.35538214,0.40505284,0.39121643,0.120755315,0.20624511,0.1728755,0.5049901,0.42994943
0.027726613,0.0054186583,0.03381401,0.012504273,0.02133417,0.009451,0.0083542345,0.005158206,0.004748132,0.012112083,0.010652519,0.017635483,0.01662803,0.011210059,0.014032265,0.003811601,0.017813383,0.010652939,0.018530084,0.014324916
0.03787098,0.08421493,0.098928265,0.14973755,0.04148822,0.04633585,0.16034967,0.22108555,0.45784414,0.10988232,0.22008023,0.21235153,0.16788484,0.059540402,0.12425984,0.20840353,0.23943646,0.1752135,0.14861435,0.16390972
0.28700566,0.005914881,0.052530725,0.0063701123,0.039356638,0.0478906,0.040350206,0.002682691,0.009917058,0.0071702506,0.016882371,0.051025815,0.020822512,0.25582442,0.17935146,0.010029342,0.010391169,0.009956373,0.10732838,0.19333762
0.15332927,0.056350984,0.20592318,0.14053452,0.16697232,0.15667824,0.151331,0.10784655,0.12149251,0.042824652,0.12892677,0.12799668,0.29040185,0.15124586,0.2314247,0.15542923,0.09951645,0.042900372,0.28305265,0.21585184
