step,entropy
0,
1,1.2169393
2,0.0050964598
3,0.32507956
4,0.54711634
5,0.52930504
6,0.44834822
7,1.558507
8,1.511668
9,0.011368523
10,1.8916264
11,0.018092364
12,2.0987
13,0.18818215
14,1.5633965
15,0.000196971
16,0.4363546
17,0.00027989692
18,1.1568984
19,0.9249766
20,1.327079
21,0.60553753
22,3.5431533
23,2.011859
24,0.00156609
25,0.4299065
26,0.26348498
27,1.5529847
28,2.8824167
29,2.7963774
30,3.7606359
31,0.003343012
32,1.4114597
33,0.005603669
34,1.6239192
35,0.058421772
36,1.4534609
37,1.4994977
38,1.7356514
39,2.998904
40,0.0014399267
41,1.0419579
42,0.34454677
43,1.6929221
44,0.05184661
45,0.000114061346
46,0.7448871
47,2.1272025
48,2.7497787
49,1.9600185
50,0.030289747
51,1.8139282
52,2.6711612
53,0.00043035124
54,0.41294175
55,2.0637963
56,0.82014656
57,1.190202
58,6.7152265e-05
59,8.580759e-05
60,0.14590526
61,3.1630561
62,1.1682255
63,0.00024811798
64,2.0037568
65,0.0016462331
66,0.010349063
67,0.6466599
68,0.08118637
69,0.7026761
70,0.18080063
