k,cum_mean_std_all,cum_mean_std_mid
1,0.12310787,0.1328318
2,0.09674096,0.09689058
3,0.08521632,0.081587344
4,0.0801351,0.076650985
5,0.07089921,0.06703285
6,0.06606421,0.06179737
7,0.06129962,0.056655873
8,0.058356926,0.0538041
9,0.05735404,0.05328636
10,0.058748603,0.05498911
11,0.059277296,0.054923784
12,0.06118403,0.056985155
13,0.061082263,0.056865875
14,0.061501198,0.057555445
15,0.061181318,0.05712919
16,0.06137249,0.057429537
17,0.061504334,0.05720776
18,0.061320186,0.057014808
19,0.060686745,0.056272794
20,0.06037116,0.055897415
21,0.060476143,0.055866305
22,0.060081426,0.055566963
23,0.05982413,0.055569697
24,0.0618761,0.058064263
