step,per_step_all,per_step_mid
0,0.08858781,0.08596497
1,0.10023095,0.107548475
2,0.07312658,0.06759444
3,0.06956968,0.055690322
4,0.067513585,0.06036656
5,0.06580616,0.053857815
6,0.12287511,0.10778351
7,0.05687548,0.04921168
8,0.0659959,0.065282896
9,0.077418394,0.07944593
10,0.09668778,0.09664743
11,0.07020996,0.063562825
12,0.06422855,0.06061426
13,0.05532061,0.047912635
14,0.05947979,0.040413648
15,0.054431155,0.047645215
16,0.05483226,0.048198935
17,0.0539606,0.049303032
18,0.08173335,0.076985486
19,0.059279267,0.057775605
20,0.071917266,0.07291139
21,0.07798313,0.061684247
22,0.10198738,0.11331556
23,0.06951841,0.06794061
24,0.054332998,0.04671359
25,0.05277533,0.040182557
26,0.05366894,0.040066287
27,0.061111685,0.052230906
28,0.06391059,0.059434354
29,0.060097016,0.05783469
30,0.060852993,0.057282176
31,0.06256666,0.057100523
32,0.09656862,0.10638428
