step,token_id,decoded
1,28754,R
2,426,ain
3,28726,b
4,3611,ows
5,1221,form
6,2940,due
7,298,to
8,272,the
9,17271,reflection
10,28725,","
11,1792,ref
12,18296,raction
13,28725,","
14,304,and
15,15285,disp
16,3240,ersion
17,302,of
18,2061,light
19,297,in
20,2130,water
21,3483,dro
22,792,ple
23,1074,ts
24,28723,.
25,1684,When
26,22950,sunlight
27,15167,passes
28,1059,through
29,7296,rain
30,23756,dro
31,782,ps
32,297,in
33,272,the
34,2423,air
35,28725,","
36,378,it
37,287,b
38,2827,ends
39,272,the
40,2061,light
41,304,and
42,15667,breaks
43,378,it
44,778,into
45,871,its
46,14769,constitu
47,308,ent
48,9304,colors
49,28725,","
50,6818,creating
51,264,a
52,20439,circular
53,12066,spectrum
54,302,of
55,9304,colors
56,2651,known
57,390,as
58,264,a
59,7296,rain
60,11809,bow
61,28723,.
62,2,</s>
