0.15116753,0.12289604,0.36160606,0.32013005,0.29533547,0.28693026,0.23704456,0.32585436,0.2992096,0.29219735,0.32949057,0.27866104,0.36213064,0.23767786,0.30245432,0.24622288,0.23865665,0.24009837,0.323819,0.25998938,0.1988136,0.24467298,0.29664624,0.29959458,0.21897571,0.3746241,0.2773206,0.23433419,0.3138656,0.26618725,0.19219853,0.17879726,0.19897598,0.19126044,0.2340161,0.21801564,0.14236003,0.1460343,0.32850972,0.39247185,0.22326271,0.26899216,0.25628805,0.24621163,0.2105285,0.22680834,0.20676604,0.18147852,0.23504272,0.17502071,0.19546099,0.38228175,0.3313711,0.2041028,0.31965765,0.44376862,0.53011596,0.32065597,0.29637688,0.5760708,0.6258646,0.8110104,0.97043866,0.69809806,0.98906565,0.6392143,0.7087732,0.8453178,0.39672798,0.24011034
0.19271271,0.1777392,0.26492846,0.18122336,0.19576469,0.14830974,0.15001693,0.21291928,0.20257151,0.23971759,0.14507464,0.1387835,0.178389,0.1493397,0.17446892,0.14237906,0.16350669,0.14288406,0.14275354,0.13620378,0.14691846,0.11015482,0.13118163,0.14052837,0.12617908,0.23343185,0.21322656,0.3961974,0.18385959,0.181685,0.20260009,0.18373874,0.16620012,0.18773095,0.20980862,0.12502539,0.18421581,0.17582971,0.10122698,0.13657007,0.17155693,0.14655979,0.1724675,0.18988109,0.12251737,0.14607012,0.14418794,0.22758228,0.13948716,0.16739862,0.15908556,0.13186662,0.18935025,0.14559568,0.13654263,0.15422298,0.18536294,0.17314768,0.09954864,0.18055855,0.17093837,0.19204924,0.21265317,0.18517803,0.13811658,0.14205159,0.20022598,0.16666065,0.08716739,0.12118915
0.17421484,0.1606693,0.19436187,0.28992265,0.20148994,0.2093278,0.23938952,0.22798309,0.19820635,0.11968998,0.1672828,0.17182018,0.2756969,0.17549747,0.19186316,0.16480586,0.1927252,0.14314759,0.16822922,0.131924,0.14532642,0.24345809,0.17588452,0.2318673,0.19994952,0.25990248,0.19897906,0.14998527,0.40435338,0.2957777,0.22133785,0.2720135,0.34317788,0.2385818,0.11338734,0.17440195,0.10719439,0.090372,0.23865995,0.24310675,0.20647277,0.16939208,0.13448231,0.14512871,0.13595185,0.1734008,0.22210297,0.16728158,0.18628035,0.15362419,0.14351176,0.20030329,0.17921686,0.1916247,0.18475097,0.30088678,0.3576222,0.29092667,0.45165926,0.26296884,0.220346,0.3288413,0.20447892,0.2976033,0.44747943,0.3582886,0.3871901,0.479829,0.20158125,0.2143366
0.11431942,0.14204514,0.17164384,0.16548766,0.15596242,0.19353646,0.2236136,0.1718833,0.21872318,0.2338744,0.15898745,0.16559175,0.19551975,0.1916059,0.25119635,0.19483031,0.1665856,0.2499026,0.21546108,0.17642662,0.19362465,0.13102362,0.16918968,0.15442716,0.1617944,0.12999956,0.14160062,0.12570228,0.108126864,0.13717008,0.10056577,0.15297823,0.18892394,0.16692604,0.18412042,0.123872936,0.17384696,0.115371786,0.13650626,0.1322893,0.15613562,0.17073391,0.17415084,0.1266283,0.13742954,0.1346372,0.15945956,0.16545779,0.16737393,0.16724117,0.16856368,0.1862985,0.15125197,0.12816055,0.13120118,0.09870491,0.11164268,0.15828297,0.101969354,0.08852591,0.10483975,0.13569221,0.10142577,0.12240487,0.09876391,0.10918194,0.12535979,0.13430084,0.12512828,0.08485022
0.092346795,0.11073841,0.061673563,0.20796941,0.28118128,0.25073144,0.2643722,0.31225368,0.22193821,0.20759991,0.13098276,0.24104795,0.15520696,0.12016723,0.20389035,0.16730502,0.08171522,0.09274459,0.08270999,0.19164413,0.13886523,0.12386604,0.27760607,0.087186076,0.07328703,0.37237123,0.11119424,0.2193497,0.25737646,0.18283772,0.20217146,0.17025903,0.22275007,0.20358604,0.14450282,0.08338911,0.1562874,0.12990178,0.054397486,0.14821872,0.2951581,0.1793915,0.16520344,0.13086879,0.15847318,0.2409415,0.2754679,0.11653325,0.17486043,0.27244157,0.26711833,0.12519789,0.16071185,0.27328584,0.097010024,0.39196223,0.15341264,0.11100964,0.15121116,0.13873899,0.0801884,0.23272713,0.11975823,0.10590907,0.100709975,0.18061627,0.3424817,0.1028266,0.09387692,0.27506828
0.09233265,0.20282157,0.29083782,0.2336103,0.20499095,0.22487882,0.30602348,0.15520234,0.25180176,0.26399824,0.2551698,0.2168008,0.31175476,0.3509428,0.25671467,0.24093455,0.2545115,0.26486248,0.23966384,0.25242418,0.27768552,0.30653736,0.3719329,0.34270424,0.42134252,0.16342942,0.23112719,0.15921013,0.28948903,0.21691912,0.22735876,0.27232602,0.36574173,0.32711428,0.28594387,0.2866042,0.41799873,0.21344818,0.4631656,0.24415371,0.34336787,0.3336966,0.29448992,0.324381,0.23333749,0.3498524,0.31671348,0.21573867,0.48900515,0.3121083,0.14833668,0.31592423,0.29547268,0.21039595,0.465344,0.14330289,0.21421093,0.27411938,0.17440847,0.16057694,0.30811957,0.4383773,0.21348082,0.19772504,0.15128504,0.39501217,0.527745,0.16369823,0.40275857,0.15471373
0.04185804,0.06463901,0.016513806,0.03692465,0.19162288,0.059504326,0.04865591,0.08725222,0.102148354,0.15352987,0.13896216,0.09765961,0.07426027,0.06987721,0.09658593,0.0876929,0.13569117,0.15770699,0.11379708,0.16911854,0.12209942,0.121555984,0.104537636,0.10974285,0.055053633,0.037267953,0.12279041,0.0910003,0.100164704,0.20207992,0.21055911,0.08460741,0.0965772,0.12983046,0.13186233,0.107163526,0.11643868,0.13959996,0.0669786,0.081330106,0.085901864,0.1366643,0.16218297,0.16944152,0.15878826,0.10552592,0.09048155,0.10602627,0.070195444,0.114805974,0.13285452,0.08697921,0.10281631,0.16490623,0.09226117,0.039944813,0.11036881,0.13212125,0.11418349,0.11813597,0.05730694,0.088193834,0.091789074,0.09945033,0.10575457,0.03683974,0.08067537,0.09626913,0.048507947,0.058402367
0.07331998,0.099533066,0.096866414,0.13029322,0.25575003,0.119165525,0.22575407,0.16517964,0.25219095,0.34144711,0.13933197,0.1548668,0.05696532,0.03977659,0.16342063,0.24680641,0.14543219,0.18623169,0.09454847,0.2780888,0.1963077,0.025457807,0.12652142,0.12215546,0.0065107318,0.028561777,0.18320215,0.079370655,0.22797887,0.27835718,0.31978732,0.1527964,0.283775,0.37123075,0.31838188,0.079596244,0.35973364,0.22929616,0.016407192,0.15900184,0.30816892,0.13207002,0.3403432,0.15706867,0.34262067,0.3552049,0.35727295,0.25590888,0.06628638,0.3899082,0.19795364,0.062259205,0.164801,0.26472378,0.012443847,0.030829689,0.279548,0.21907349,0.25313857,0.15381202,0.069249555,0.13953686,0.13345647,0.069558315,0.074458756,0.080605775,0.16770943,0.16892074,0.060234457,0.05541028
0.109508485,0.099976406,0.1373337,0.10690033,0.124814995,0.060222995,0.10011836,0.14210118,0.112822026,0.14279531,0.057883862,0.14542784,0.27604243,0.09631798,0.08099001,0.0955477,0.10685318,0.13203928,0.054498237,0.0866648,0.1158227,0.0692746,0.10850698,0.1373193,0.08487926,0.17873828,0.13908066,0.1492768,0.108261794,0.100992136,0.079951055,0.058833826,0.098555684,0.12124952,0.13118535,0.06965108,0.15049982,0.13277753,0.12601413,0.07364357,0.09413562,0.08341635,0.09780646,0.06927546,0.07917206,0.06967554,0.078539945,0.1349236,0.07053064,0.094004095,0.1777316,0.071658686,0.06860947,0.09958333,0.08974582,0.21143231,0.17710789,0.12786041,0.0845587,0.20939247,0.083863966,0.053854633,0.08579584,0.15221006,0.10210598,0.088963985,0.1382533,0.119634286,0.09881493,0.168189
0.19082016,0.14952031,0.13993075,0.23775634,0.17437488,0.16062643,0.17710333,0.15950559,0.19833906,0.19495238,0.16207172,0.15036279,0.17983219,0.12788536,0.12560177,0.15330397,0.15160751,0.1377256,0.18005529,0.16429852,0.18260403,0.1844358,0.17577665,0.16677879,0.17511521,0.21941443,0.16381569,0.21294445,0.2045882,0.17278142,0.11676585,0.13229537,0.16114531,0.15983537,0.16149619,0.14417744,0.17912064,0.13520116,0.20121922,0.118923284,0.21711347,0.1827165,0.1266957,0.12896404,0.12524651,0.15388168,0.15133038,0.12059607,0.21610901,0.15366584,0.151862,0.1836195,0.19932732,0.12259935,0.23528256,0.19048765,0.14263214,0.1548054,0.16816078,0.17084634,0.2581328,0.32323533,0.16834313,0.10554972,0.14255473,0.19082092,0.20614022,0.15344395,0.21673988,0.22198029
