step,token_id,decoded
1,2546,Gr
2,16780,avity
3,1117,is
4,1040,the
5,5042,force
6,1137,that
7,7610,attract
8,29481,s
9,1757,two
10,7465,objects
11,5851,towards
12,2198,each
13,1567,other
14,29493,","
15,13866,causing
16,1474,them
17,1066,to
18,3717,fall
19,1210,or
20,3847,stay
21,3616,close
22,1066,to
23,1392,one
24,2466,another
25,29491,.
26,1429,It
27,29510,'
28,29481,s
29,1032,a
30,12622,fundamental
31,5042,force
32,1137,that
33,21545,affects
34,1312,all
35,3977,matter
36,1065,in
37,1040,the
38,12485,universe
39,29493,","
40,3258,including
41,29080,planets
42,29493,","
43,8216,stars
44,29493,","
45,1072,and
46,1787,even
47,2509,small
48,7465,objects
49,1505,like
50,1747,ap
51,3583,ples
52,11699,falling
53,1245,from
54,7867,trees
55,29491,.
56,1619,This
57,5042,force
58,1117,is
59,1227,not
60,5970,related
61,1066,to
62,1040,the
63,1122,for
64,21118,bidden
65,2618,term
66,1065,in
67,1475,any
68,1837,way
69,29491,.
70,2,</s>
