step,entropy
0,
1,0.00485798
2,1.1426859
3,0.8673658
4,0.47510123
5,0.14305496
6,0.46700585
7,3.965755e-06
8,0.48349956
9,0.5012149
10,0.2752624
11,0.052080456
12,0.0004932916
13,0.8522148
14,3.0619922
15,0.013031539
16,2.1455624e-05
17,1.834075
18,0.67907405
19,1.1006658
20,1.3200771
21,0.92725194
22,0.6817516
23,0.00031449733
24,0.1656328
25,0.823287
26,0.6006572
27,9.247535e-06
28,0.6066468
29,0.13994385
30,0.8610157
31,0.70974874
32,2.358242
33,0.6322752
34,0.24875402
35,0.7280754
36,0.0050946595
37,0.029384838
38,0.61226773
39,0.91264683
40,0.44588763
41,0.023467898
42,0.023997247
43,7.5966105e-05
44,0.030261684
45,1.3135961
46,2.2192101
47,0.46728316
48,0.6270022
49,1.1785914
50,5.915629e-06
51,0.8554404
52,0.0028569023
53,0.010246082
54,0.7427801
55,1.3807201
56,1.0818979
57,0.85646987
58,2.4410615
59,1.1767178
60,0.06378079
61,0.6105229
62,0.13795501
63,2.5709014e-05
64,2.4846046e-05
65,1.3556031
66,0.008230686
67,0.3567771
68,0.8500326
69,1.0777385
