0.32933736,0.2768357,0.33089286,0.069207646,0.09749071,0.119410254,0.020721257,0.034168612,0.03921793,0.08325848,0.23206651,0.40283096,0.051296998,0.01215215,0.06711965,0.04512431,0.119592205
0.061081965,0.14361334,0.0719524,0.03705963,0.06325543,0.09024817,0.11647387,0.063942835,0.071954,0.096581705,0.16829841,0.32357538,0.1203332,0.107420266,0.18429321,0.20964836,0.41229856
0.09777324,0.04305424,0.023464337,0.04545687,0.05274368,0.08719857,0.031477284,0.030152168,0.018240707,0.03791922,0.05245681,0.12477861,0.051132675,0.019049842,0.059443127,0.083244905,0.055071577
0.050437484,0.024697414,0.058437347,0.07789241,0.0752039,0.11758484,0.07377199,0.03220743,0.030371903,0.08507279,0.07021155,0.35286754,0.045721415,0.05874132,0.09432653,0.0592951,0.16685127
0.048272006,0.033806417,0.061095618,0.080847085,0.17891875,0.11496508,0.07658606,0.0140311,0.018044004,0.097411916,0.21928057,0.28888738,0.10785926,0.005744848,0.012367845,0.015760353,0.19085014
0.15752354,0.25391793,0.10196744,0.23917836,0.38020352,0.18397248,0.041245405,0.026445284,0.017340563,0.41714934,0.6055925,0.30954188,0.057503734,0.034669075,0.05593666,0.059314266,0.40266943
0.029718697,0.015160548,0.043370068,0.043148704,0.042490337,0.05608653,0.038204025,0.06098736,0.05249481,0.106780805,0.0209322,0.028798519,0.031285007,0.023129217,0.031160496,0.06286847,0.037518848
0.19655673,0.13561699,0.05858485,0.092171505,0.043091238,0.039846737,0.074194305,0.0185926,0.028800061,0.07713051,0.0612624,0.042377163,0.05413514,0.07749458,0.044774007,0.08337113,0.034621425
0.062113516,0.033590198,0.10919468,0.04687015,0.074549675,0.023501521,0.034526106,0.0086198645,0.015981482,0.09914485,0.11398615,0.038099013,0.049761917,0.014231705,0.31250685,0.06404307,0.23631765
0.1995328,0.18516496,0.054677516,0.14795393,0.15463276,0.100074455,0.07256065,0.072016865,0.07498612,0.2639434,0.30002025,0.064710125,0.058599222,0.051525444,0.069547966,0.08568453,0.33015475
0.06350277,0.11733878,0.043060314,0.04344487,0.056091074,0.099233545,0.060836606,0.012752424,0.017633395,0.033059847,0.13027269,0.05331024,0.06525734,0.026224237,0.022843553,0.012490799,0.10461205
0.03935538,0.070522286,0.008718281,0.0923134,0.04164768,0.01837564,0.01411071,0.02792634,0.029580913,0.08482278,0.07274093,0.03897955,0.014337489,0.06300734,0.044554833,0.06608566,0.23485309
0.094396,0.06617477,0.084256336,0.03924089,0.0670866,0.051777177,0.046703815,0.023368066,0.019163348,0.089237325,0.10986171,0.07698413,0.060485624,0.024997314,0.0850097,0.04281414,0.11730327
0.015160203,0.024427963,0.012358679,0.0060515394,0.007969588,0.008373514,0.0026244237,0.007202965,0.008021151,0.006113787,0.0033920095,0.01336155,0.001875898,0.004057204,0.027719527,0.0108691715,0.016383639
0.14477578,0.19847375,0.13615769,0.18088931,0.21970299,0.20200293,0.07244917,0.06997026,0.051822208,0.18332638,0.362846,0.282562,0.087964885,0.063705385,0.15048164,0.086556815,0.25438952
0.034408275,0.07197788,0.0526377,0.0030762944,0.048615236,0.071050666,0.0073280795,0.003120376,0.0035475935,0.040410597,0.039949402,0.07266147,0.003127274,0.0008509387,0.015083056,0.0030166758,0.061843466
0.54687536,0.2417982,0.45262423,0.14706948,0.2205396,0.19130702,0.091677085,0.0643189,0.046809383,0.08888115,0.24365367,0.3954533,0.20411919,0.05850314,0.12551865,0.08961846,0.16829295
0.23248385,0.21282159,0.08420398,0.122676335,0.10540436,0.15033008,0.06546424,0.09367209,0.10108385,0.10199351,0.100087665,0.18915412,0.07491257,0.10702492,0.15654951,0.124732636,0.057580475
0.1574826,0.119546466,0.18590507,0.13921896,0.13645765,0.090153396,0.09822653,0.06844933,0.11595753,0.23634854,0.23762968,0.15062647,0.10820282,0.05814572,0.16421628,0.072205216,0.24655807
0.16653658,0.12004936,0.115076266,0.15956287,0.07864795,0.12931456,0.08759789,0.084409885,0.07671393,0.121197335,0.10221516,0.17074451,0.069461875,0.05657884,0.06028476,0.0653543,0.12397648
0.09937408,0.15670232,0.2363613,0.10436578,0.0778054,0.09363124,0.0515501,0.026658265,0.038678497,0.15447628,0.116989106,0.108115464,0.05204399,0.045639206,0.083293386,0.088440634,0.18601546
0.03165018,0.040204663,0.07410279,0.05131412,0.06655085,0.059405405,0.06320074,0.019929722,0.03838236,0.046251968,0.08563647,0.046234634,0.053601794,0.020702545,0.02695397,0.026948215,0.061585035
0.14825936,0.1089674,0.11768396,0.071091436,0.21862537,0.12618388,0.08303775,0.101118475,0.076771215,0.09437332,0.15145631,0.072346404,0.09564091,0.15425369,0.07577881,0.12242379,0.1966546
0.055119473,0.3877409,0.15423235,0.46306983,0.16431977,0.2217547,0.04204962,0.015978917,0.020512536,0.18243642,0.05892272,0.121251985,0.047892276,0.05820028,0.013475174,0.017689597,0.24636409
0.21889506,0.14115064,0.055187162,0.2218815,0.14840166,0.18460472,0.02876507,0.023252185,0.059146803,0.2582007,0.2662952,0.28211716,0.03917169,0.03199451,0.050835397,0.04147392,0.271133
0.26124555,0.17122413,0.21767026,0.11708193,0.10176331,0.094565034,0.022220002,0.019455928,0.040125344,0.09935041,0.12952952,0.32258108,0.027203687,0.011353777,0.035548437,0.028507357,0.15847589
0.31754717,0.20218931,0.26446924,0.09802818,0.15473199,0.12088546,0.09293736,0.033388905,0.05088645,0.1392202,0.13169484,0.24859317,0.107960135,0.0816427,0.05929078,0.038109362,0.16730511
0.206894,0.28366262,0.1512655,0.09450809,0.28946087,0.2885187,0.072481155,0.14805967,0.13252424,0.079404026,0.24260241,0.17557262,0.06379163,0.068300135,0.05489655,0.08394101,0.07893929
0.09150249,0.09429039,0.100583255,0.12341279,0.028122298,0.112807855,0.12028128,0.050253537,0.06822452,0.118229575,0.06945039,0.10547104,0.13707143,0.0369099,0.03384366,0.12826854,0.10006206
0.24700654,0.08256952,0.053281914,0.17756554,0.11738705,0.093768254,0.15090154,0.009440572,0.0222438,0.09635854,0.25609878,0.0971933,0.12362459,0.09204056,0.23804855,0.12722869,0.09541169
0.021195708,0.030576356,0.021436868,0.04458564,0.010059987,0.028880375,0.015136766,0.09536671,0.09907635,0.052599713,0.006178643,0.020454148,0.011994185,0.055466812,0.10232497,0.107888326,0.015555176
0.2842555,0.18972771,0.20198742,0.085860774,0.0880597,0.13694009,0.13742708,0.04782827,0.116608694,0.05968823,0.13471061,0.35063505,0.19622368,0.06248397,0.06329734,0.11851352,0.2657876
