step,per_step_all,per_step_mid
0,0.13233471,0.14600094
1,0.13412297,0.14226955
2,0.08006674,0.07133751
3,0.06784479,0.06534245
4,0.08142921,0.07993831
5,0.081850134,0.07761934
6,0.11827533,0.12415743
7,0.098111,0.08642269
8,0.08517862,0.08609736
9,0.13125789,0.14221269
10,0.10142283,0.10995793
11,0.14765169,0.17304818
12,0.11454411,0.12729631
13,0.0764878,0.07163458
14,0.09588563,0.09702397
15,0.099263184,0.09835944
16,0.09552369,0.096594475
17,0.088617265,0.09245441
18,0.08533071,0.08552461
19,0.10118166,0.10487223
20,0.09631975,0.09722307
21,0.092548214,0.09657614
22,0.09724958,0.09380765
23,0.093961984,0.09345304
24,0.08959539,0.08775398
25,0.092195675,0.08706211
26,0.097426355,0.10260174
27,0.10087459,0.100716345
28,0.10738604,0.11184475
29,0.11015325,0.11845119
30,0.11483393,0.122446895
31,0.10903596,0.102127425
32,0.10324416,0.10571923
33,0.11553606,0.12496991
34,0.10510608,0.10954081
35,0.089259796,0.090764634
36,0.09105779,0.089129716
37,0.122817464,0.13621092
38,0.09896231,0.10035596
39,0.11179441,0.11981043
40,0.078588486,0.07465659
41,0.07871425,0.06891641
42,0.08882901,0.092361
43,0.08323795,0.08445107
44,0.11112008,0.12161101
45,0.0899753,0.08837963
46,0.08393518,0.08563621
47,0.09398229,0.095655985
48,0.08568782,0.08409688
49,0.10751842,0.11832395
50,0.091966964,0.09619005
51,0.10733805,0.10804829
52,0.09588874,0.09665296
53,0.0964764,0.10281516
54,0.09161643,0.082837105
55,0.11425202,0.11862841
56,0.1113502,0.113902695
57,0.09859424,0.09615538
58,0.10422564,0.100653745
59,0.11843064,0.12150688
60,0.11436481,0.12500341
61,0.10514922,0.10853207
62,0.13105695,0.13569859
63,0.11714328,0.12373037
64,0.13163711,0.14595191
65,0.12462179,0.13047305
66,0.11055041,0.107070714
67,0.10443515,0.10870061
68,0.11106688,0.11960697
69,0.11726293,0.1277613
70,0.091551445,0.093903944
71,0.118477665,0.13053375
72,0.11320591,0.12407713
73,0.11950044,0.13415566
74,0.1088732,0.11932204
75,0.11866268,0.13148193
76,0.1351196,0.14986423
77,0.12505196,0.14006524
78,0.11636512,0.12345945
79,0.13995934,0.15561487
80,0.14464745,0.16428103
81,0.1423146,0.15891264
82,0.14828171,0.16952102
83,0.1462743,0.16446014
84,0.14155766,0.16216077
85,0.14192168,0.16250809
86,0.12078799,0.12902784
87,0.15046743,0.16976978
88,0.14457266,0.16123559
89,0.14603686,0.16251008
90,0.13233195,0.14676064
91,0.13183479,0.14730972
92,0.12996218,0.13858975
93,0.12230088,0.1364935
94,0.13084552,0.146364
95,0.14284843,0.15824103
96,0.14531486,0.16164102
97,0.120982915,0.13637711
98,0.1113351,0.122137755
99,0.13433865,0.15292865
100,0.13400485,0.14902636
101,0.13615221,0.15274273
102,0.110122055,0.11044934
103,0.10499443,0.102987625
104,0.13041429,0.14255884
105,0.12613411,0.13980956
106,0.10236434,0.107082106
107,0.120773956,0.13794656
108,0.113887765,0.121112876
109,0.10852887,0.11883762
110,0.11325082,0.12661597
111,0.109676756,0.11484932
112,0.12350333,0.1316939
113,0.1176541,0.1304942
114,0.11862661,0.1302961
115,0.13663675,0.1487461
116,0.1278863,0.13670999
117,0.1085597,0.114644915
118,0.124399066,0.13604075
119,0.105092674,0.1123732
120,0.12032737,0.13139027
121,0.12605965,0.13722247
122,0.1303279,0.13489072
123,0.1135886,0.12441506
124,0.116563775,0.12586784
125,0.11397468,0.119520195
126,0.11464102,0.11889408
127,0.13202903,0.14696537
128,0.11645463,0.12502389
129,0.13902228,0.15085782
130,0.13460201,0.1452805
131,0.11948494,0.12935786
132,0.12690467,0.14124459
133,0.12136013,0.13392493
134,0.12571812,0.13773902
135,0.12346358,0.13542525
136,0.1255888,0.13943134
137,0.1252147,0.14209975
138,0.126762,0.1395314
139,0.11760238,0.13445209
140,0.1366506,0.15514101
141,0.12906682,0.14399272
142,0.13582632,0.14405179
143,0.11424688,0.12644368
144,0.11585455,0.12542443
145,0.12810159,0.13846298
146,0.13136736,0.14467989
147,0.13075534,0.14419241
148,0.13818115,0.1561999
149,0.09536614,0.10035102
150,0.17188013,0.19369401
151,0.12828633,0.14364593
152,0.11834959,0.1348591
153,0.11819454,0.12748359
154,0.12777647,0.14168234
155,0.09243081,0.08150856
156,0.104553446,0.10816591
157,0.12502724,0.13642271
158,0.13567877,0.15165442
159,0.14019884,0.16124325
