step,head_agreement
0,
1,0.382355
2,0.34125206
3,0.386426
4,0.43498778
5,0.51460135
6,0.31162933
7,0.5143382
8,0.44199723
9,0.69092727
10,0.4787875
11,0.29544255
12,0.37759805
13,0.66265535
14,0.53742206
15,0.46212503
16,0.57421607
17,0.5596131
18,0.47288004
19,0.44566423
20,0.5014264
21,0.44394958
22,0.6690937
23,0.55147475
24,0.32184938
25,0.54836786
26,0.52311325
27,0.5278106
28,0.4809782
29,0.57691956
30,0.48668438
31,0.40996963
32,0.48847353
33,0.4340367
34,0.48040277
35,0.3859885
36,0.53137636
37,0.60319126
38,0.25313014
39,0.5017819
40,0.43973204
41,0.5121629
42,0.68320554
43,0.44840825
44,0.3353122
45,0.39140198
46,0.5579898
47,0.2207218
48,0.48976883
49,0.40637317
50,0.66298574
51,0.47948667
52,0.41112393
53,0.45867288
54,0.49201256
55,0.4198118
56,0.4022398
57,0.2934723
