step,token_id,decoded
1,13113,Cloud
2,28713,s
3,1221,form
4,477,from
5,2130,water
6,363,v
7,19845,apor
8,297,in
9,272,the
10,13789,atmosphere
11,28723,.
12,1684,When
13,272,the
14,2423,air
15,6755,becomes
16,5106,cool
17,263,er
18,304,and
19,408,r
20,3900,ises
21,28725,","
22,272,the
23,2130,water
24,363,v
25,19845,apor
26,2076,cond
27,4839,enses
28,1401,around
29,8887,tiny
30,13938,particles
31,737,like
32,9188,dust
33,442,or
34,10619,smoke
35,28725,","
36,20345,forming
37,3483,dro
38,792,ple
39,1074,ts
40,442,or
41,7515,ice
42,26148,cryst
43,973,als
44,28723,.
45,2957,These
46,3483,dro
47,792,ple
48,1074,ts
49,442,or
50,26148,cryst
51,973,als
52,1567,come
53,2553,together
54,298,to
55,2231,create
56,16393,clouds
57,28723,.
58,2,</s>
