0.01603265,0.008096537,0.021157876,0.02014517,0.01046919,0.0065920805,0.028009735,0.0065853954,0.010891554,0.01875944,0.020672392,0.010773709,0.0076354896,0.0019951519,0.009205917,0.006214864,0.0065051857,0.0054426915
0.28084758,0.10898072,0.12750293,0.14619368,0.04946516,0.028999709,0.31276354,0.078346446,0.17517936,0.14800835,0.3515293,0.2568918,0.095515534,0.06961052,0.038786918,0.08629024,0.42374215,0.47773075
0.042874597,0.039130144,0.045953028,0.034980524,0.011079461,0.009581924,0.028493006,0.014820311,0.06048028,0.01820509,0.13612036,0.078007795,0.010255001,0.003012224,0.005208646,0.008077886,0.057895277,0.15523188
0.006348706,0.016132832,0.014401804,0.012591443,0.008679474,0.0028861584,0.06574321,0.0042994292,0.042174384,0.010986886,0.031314287,0.03483827,0.00943641,0.0029564481,0.002847108,0.003963051,0.0048777973,0.020145975
0.0252776,0.23715456,0.08656753,0.04748593,0.11413109,0.2755025,0.02401093,0.34641385,0.11881222,0.16199659,0.24128594,0.039426014,0.17177264,0.13834178,0.2902746,0.21464089,0.036763746,0.09344096
0.085373305,0.3323932,0.08564973,0.04377594,0.03219577,0.12855016,0.025898647,0.081505,0.065949775,0.029942676,0.094033405,0.028046884,0.027831268,0.026033979,0.071009815,0.17538057,0.018832063,0.017049946
0.6405042,0.60074407,0.082653485,0.11869604,0.21604137,0.48383635,0.04528384,0.5632797,0.29644307,0.04985397,0.13550855,0.22596587,0.51593184,0.012628807,0.0038315754,0.012934926,0.21069779,0.23801875
0.099058226,0.103006974,0.0227008,0.10064353,0.042769082,0.03351728,0.05906807,0.015826358,0.16116174,0.2772392,0.037291303,0.12843655,0.054059263,0.26120988,0.03178138,0.018691143,0.051274013,0.127047
0.06144418,0.1027857,0.07179969,0.14023843,0.089506276,0.10735646,0.050637085,0.056452096,0.13851018,0.20591195,0.050504465,0.115696125,0.07643048,0.032981135,0.071201965,0.11480191,0.009394878,0.05954248
0.07220468,0.22173241,0.22632353,0.19680032,0.09371864,0.13136515,0.16264069,0.019480359,0.0154241985,0.031441424,0.031223612,0.13812989,0.025025174,0.0022657844,0.006099044,0.0062216907,0.006494187,0.04715628
0.009843753,0.061237864,0.32069743,0.012632896,0.029891076,0.09395729,0.018699458,0.027253851,0.17885378,0.06502137,0.3873529,0.0040595657,0.065880135,0.01084371,0.021080365,0.14138648,0.7319747,0.009871761
0.21421146,0.22329703,0.013187957,0.03723997,0.023305716,0.012381114,0.1253842,0.01863633,0.07411535,0.109028995,0.048636843,0.0942493,0.09534032,0.039578944,0.15228218,0.19478178,0.012909932,0.0692602
