step,per_step_all,per_step_mid
0,0.13293622,0.14567438
1,0.12655382,0.13439065
2,0.096749134,0.094150975
3,0.09470888,0.0963912
4,0.08922373,0.08759109
5,0.08630608,0.08427606
6,0.100085415,0.10566795
7,0.11030384,0.120672196
8,0.09939568,0.102359936
9,0.08935052,0.09240799
10,0.123671636,0.1359021
11,0.13679475,0.15197259
12,0.14393787,0.15426491
13,0.16469292,0.18653245
14,0.1582551,0.15474664
15,0.17137513,0.18527684
16,0.17181896,0.18629976
17,0.17449155,0.17833512
18,0.14986922,0.15624583
19,0.14310914,0.15018573
20,0.1043463,0.089261524
21,0.12199795,0.13542372
22,0.1253692,0.12791556
23,0.13500342,0.14226623
24,0.19102466,0.22270966
25,0.14409178,0.15573369
26,0.19194612,0.22079004
27,0.1946976,0.2243917
28,0.19103801,0.20837802
29,0.18072265,0.19978987
30,0.19840084,0.22364363
31,0.20620199,0.2175777
32,0.20622987,0.22188815
33,0.17372087,0.17525445
34,0.1255201,0.1160742
35,0.1141219,0.10790329
36,0.119610086,0.118816905
37,0.10722464,0.10578708
38,0.102195755,0.10258048
39,0.10064839,0.09935632
40,0.093867294,0.090632774
41,0.09917648,0.10169645
42,0.088471584,0.08806199
43,0.10800889,0.11309869
44,0.10731283,0.11108419
45,0.11738515,0.12665032
46,0.10872927,0.10746341
47,0.11190456,0.116856724
48,0.1127003,0.1136148
49,0.11142358,0.11570694
50,0.105732664,0.10803643
51,0.12164503,0.1283796
52,0.11112543,0.113620155
53,0.11637246,0.12599677
54,0.1301794,0.14066945
55,0.11588665,0.12174316
56,0.10732243,0.11544623
57,0.11604071,0.1295899
58,0.13524254,0.14574572
59,0.12630868,0.13492392
60,0.112826824,0.12495336
61,0.12720615,0.13973032
62,0.12438108,0.13647467
63,0.11033292,0.11803742
64,0.10490986,0.11422927
65,0.12950814,0.14030801
