0.30399957,0.35680938,0.3615104,0.38622385,0.37417403,0.35474288,0.39916548,0.40241027,0.3949805,0.41290498,0.39852598,0.38332757,0.39381608,0.41405228,0.3615642,0.38268688,0.3765216,0.41283858,0.38138616,0.37472302,0.35615078,0.38792673,0.4070136,0.41424757,0.37693638,0.40457413,0.37941393,0.40467688,0.40327784,0.4023677,0.40748298
0.052857734,0.08886866,0.08885014,0.056110986,0.04681991,0.0464568,0.05583415,0.05653478,0.05954817,0.05438923,0.05254082,0.06336991,0.07369529,0.048644327,0.05298468,0.044651773,0.057304323,0.030611224,0.040212378,0.052372985,0.05005478,0.063784786,0.051426582,0.051952064,0.04411453,0.045369595,0.037541293,0.04916896,0.060132086,0.044877633,0.04697873
0.04724294,0.06370306,0.05324635,0.040843595,0.03165165,0.034009177,0.04527899,0.045561116,0.037477333,0.029582338,0.035621565,0.036210947,0.043696526,0.03529255,0.03123502,0.051981002,0.035618033,0.047343303,0.045240015,0.046933144,0.031355094,0.04102727,0.03728938,0.030845711,0.03629864,0.028393824,0.026256025,0.031522553,0.030609362,0.03166943,0.034673166
0.05719858,0.06590524,0.07013013,0.06268268,0.058256894,0.03964134,0.04893298,0.047186855,0.04717444,0.043077916,0.04602536,0.0722068,0.07243945,0.060417127,0.03562328,0.05372012,0.049414765,0.048272017,0.03437113,0.069833316,0.08421966,0.07857251,0.0423119,0.037173647,0.04456171,0.054407123,0.032260306,0.047505137,0.051576883,0.061978996,0.047171917
0.05430643,0.06923459,0.075092144,0.067885526,0.06104537,0.053173393,0.07228517,0.057454396,0.06844403,0.050706584,0.08085598,0.06374995,0.06418672,0.055237792,0.06019471,0.05643018,0.03871244,0.039311126,0.038906902,0.055476222,0.0535168,0.052346755,0.041856747,0.024780039,0.049514133,0.038756613,0.044230048,0.051759996,0.032523785,0.037298467,0.057806373
0.09987554,0.11188548,0.046074748,0.047371145,0.057720285,0.051935017,0.054050703,0.030739095,0.040098067,0.039363887,0.04959299,0.06158018,0.052596595,0.057892542,0.047847196,0.07756277,0.049594905,0.040216535,0.05683871,0.041738328,0.039458305,0.051506616,0.053612296,0.027062755,0.04041675,0.039822288,0.027144825,0.027931303,0.017918836,0.033816,0.06225633
0.08422412,0.09655295,0.059719305,0.05538509,0.05227561,0.044028945,0.065377474,0.048082277,0.067639686,0.04205117,0.07068567,0.042772356,0.050601877,0.06825752,0.064612955,0.05880082,0.058696873,0.033303116,0.042702764,0.05221339,0.040301103,0.04032912,0.054305576,0.045345515,0.040650487,0.032048743,0.036036048,0.036248017,0.03005541,0.043979287,0.04698818
0.1285833,0.098164365,0.04379446,0.0558253,0.08093749,0.0736134,0.08704897,0.10426611,0.070815764,0.06652041,0.093832575,0.06631299,0.09621386,0.052332364,0.085210904,0.06815718,0.048527714,0.04109026,0.080156796,0.070576556,0.062499482,0.08072638,0.05159038,0.05546487,0.055261657,0.036377426,0.07197031,0.11106891,0.039259765,0.06363961,0.07494439
0.10318945,0.06798441,0.042215053,0.041110605,0.04317143,0.05929517,0.05363955,0.08030204,0.06962377,0.056032754,0.06377404,0.050549913,0.06721831,0.059379704,0.051424466,0.056984745,0.04271024,0.02682179,0.04650512,0.082340814,0.06598101,0.051230624,0.047198653,0.045287915,0.042624623,0.04917679,0.05256257,0.05121203,0.04032761,0.0687426,0.07572515
0.20714842,0.110813655,0.049567487,0.06246567,0.042302914,0.08033841,0.07553051,0.045021534,0.06624973,0.04174255,0.11674754,0.076134495,0.05705002,0.03388302,0.05799408,0.06402108,0.025585504,0.026395459,0.056944683,0.05941976,0.05073203,0.042839594,0.030112442,0.024364976,0.03366838,0.033730134,0.045966476,0.03760986,0.03451556,0.06483803,0.07402421
0.1365987,0.1021061,0.047061462,0.066809624,0.042139206,0.07559217,0.06412533,0.049672306,0.04985927,0.04106711,0.100219876,0.06056045,0.047203008,0.03682408,0.041800734,0.051324613,0.0324294,0.035751507,0.049901515,0.043905847,0.052803602,0.057090044,0.03806663,0.03551616,0.04904386,0.04433772,0.058672454,0.050669074,0.04152253,0.057345342,0.06865607
0.17199558,0.1413033,0.047992047,0.06595554,0.03792127,0.06276655,0.039717276,0.023577265,0.04307149,0.026867721,0.118509464,0.063976526,0.025975263,0.015554488,0.022011226,0.026752766,0.016520314,0.02139558,0.03664329,0.046408515,0.04653278,0.027543642,0.028005255,0.028214525,0.02862319,0.0541514,0.030088544,0.03180831,0.02645879,0.04108956,0.08617902
0.30916548,0.24392867,0.05562263,0.09666369,0.06575252,0.0730618,0.04188503,0.037252173,0.06899924,0.05179575,0.21977161,0.071119055,0.036317997,0.021135507,0.023562776,0.025624808,0.018968279,0.019905576,0.055890463,0.0696094,0.029113732,0.033890776,0.03101945,0.024545547,0.028483182,0.030339422,0.04069748,0.031409044,0.027989395,0.03656976,0.110593565
0.14624004,0.15736428,0.047878057,0.06880656,0.053825926,0.07221996,0.034728125,0.036150478,0.045527447,0.049402315,0.14337184,0.080214635,0.048993424,0.029345598,0.028256197,0.026408186,0.02364024,0.04268892,0.045463063,0.051377676,0.038857706,0.035553742,0.022354476,0.028034175,0.03528371,0.027096406,0.0457443,0.0285952,0.031437036,0.038063627,0.07192752
0.20132495,0.23547871,0.085687235,0.0933645,0.0672593,0.104287796,0.0498191,0.045683045,0.0713451,0.07056551,0.1767214,0.0738476,0.05409398,0.033611316,0.046113737,0.03301677,0.03383595,0.044633143,0.08534631,0.0988842,0.0546846,0.045454606,0.029500354,0.047146246,0.04881753,0.05139044,0.045504835,0.03718823,0.031272024,0.043424916,0.13559407
0.4202084,0.41404665,0.057834916,0.08091831,0.10669173,0.07138066,0.04819731,0.025155338,0.050335526,0.03685083,0.23861223,0.09537228,0.04556297,0.015783938,0.029180378,0.033915985,0.016848395,0.017668713,0.06332806,0.086667255,0.047429778,0.030207178,0.015392451,0.029531177,0.024948323,0.023540922,0.029317424,0.02731666,0.014391452,0.02922411,0.23443027
0.37698308,0.34941837,0.058560923,0.057334494,0.10538875,0.07356399,0.037059087,0.037399415,0.047909617,0.051066857,0.23927736,0.06522044,0.039873302,0.022443602,0.036361333,0.03358198,0.028276945,0.02452821,0.047437165,0.0483295,0.04231731,0.0320143,0.020718988,0.03054686,0.032402568,0.08531279,0.03382054,0.037227377,0.024639744,0.055582892,0.26355928
