0.16457343,0.20886968,0.17679587,0.16493112,0.17941652,0.22548148,0.15492351,0.1627855,0.22649902,0.19735134,0.20726529,0.20553263,0.19155675,0.1614205,0.154694,0.11687129,0.119185016,0.10951279,0.14047526,0.22804642,0.11234725,0.16647407,0.27705923,0.18550147,0.24589765,0.18763514,0.2089448,0.15934101,0.2149373,0.17524187,0.16270573,0.23645326,0.2320803,0.14740992,0.13346043,0.16730224,0.14607598,0.22530845,0.29530612,0.27896377,0.20753881,0.12789449,0.24882405,0.21169144,0.2558598,0.2133875,0.32388243,0.20769668,0.14259854,0.1971614,0.25550047,0.2041735,0.17337433,0.16652375,0.1680708,0.29167885,0.18318988,0.13188146
0.09818415,0.09287724,0.14423746,0.15084936,0.14749104,0.13685393,0.14403588,0.14343482,0.1612146,0.17235786,0.17370526,0.1676329,0.14901404,0.14386742,0.13966571,0.13525707,0.12822571,0.12958278,0.12851581,0.13325742,0.12653905,0.12572004,0.16307116,0.14246573,0.142194,0.13372923,0.1535766,0.13378276,0.15285735,0.13577162,0.1491101,0.14705592,0.13313243,0.13902874,0.14365186,0.14745988,0.12282473,0.13800225,0.143456,0.15213078,0.14391719,0.14058295,0.14549111,0.1746911,0.17788197,0.14499067,0.18276846,0.13576722,0.13202572,0.13204162,0.1447924,0.15308568,0.1527534,0.14584987,0.13508484,0.1382935,0.15055901,0.10948975
0.12968436,0.14858104,0.14220119,0.1384984,0.1463957,0.14080659,0.12967688,0.14046495,0.16307908,0.1783145,0.14559647,0.14246929,0.13939397,0.13550629,0.14921485,0.12550785,0.12464532,0.120975636,0.11573099,0.14439352,0.12160445,0.11958174,0.16536571,0.13931955,0.14692347,0.14719816,0.13643359,0.12104292,0.15058342,0.14051373,0.1425993,0.1471644,0.12774386,0.13703129,0.12775235,0.13004975,0.12252316,0.14282659,0.29592916,0.13197583,0.13207719,0.1309402,0.12084878,0.16218185,0.30455098,0.16192286,0.17991492,0.13670339,0.11131216,0.13385803,0.15790421,0.13440663,0.13034648,0.13283773,0.13660336,0.1778163,0.13243201,0.10792623
0.13224417,0.16337188,0.15253802,0.14574191,0.16811955,0.26599085,0.15641364,0.1539021,0.19474435,0.18538132,0.18569791,0.20421629,0.22677791,0.17800067,0.16512561,0.136784,0.1331594,0.12885794,0.13023838,0.17993385,0.122862756,0.18853256,0.22564459,0.15646783,0.29106584,0.15270986,0.17677292,0.15336782,0.18899585,0.17668334,0.16172194,0.2054044,0.20191886,0.14874712,0.14325131,0.15469058,0.14382094,0.18406597,0.19868611,0.21675631,0.18077813,0.13837641,0.15927973,0.21520226,0.3167383,0.19930743,0.2663279,0.17808218,0.12921135,0.15848371,0.19704525,0.18050912,0.19385982,0.16570172,0.16105886,0.30515367,0.19297837,0.12705559
0.1422208,0.15195292,0.15950839,0.1413804,0.1461916,0.16086863,0.1466488,0.15398322,0.17407645,0.18196176,0.17214844,0.16708466,0.17363302,0.14654434,0.1582341,0.1484269,0.13380961,0.1245053,0.13909519,0.15085663,0.1285179,0.14810999,0.17619726,0.1617571,0.17918293,0.14898242,0.16733557,0.14589718,0.15463383,0.14858118,0.15917449,0.14687847,0.15060727,0.14763126,0.13663617,0.15459278,0.14466247,0.1686642,0.1657264,0.15586309,0.14677112,0.13238344,0.14151345,0.16258109,0.3264656,0.1581055,0.15107712,0.13696364,0.11966446,0.14130953,0.13903333,0.17067009,0.14891769,0.13204359,0.13475604,0.21238428,0.15813941,0.14367929
0.12409236,0.14817932,0.16281971,0.16300198,0.13518,0.14951208,0.14018345,0.123192504,0.15058698,0.16151409,0.1481398,0.14389332,0.16016157,0.13447253,0.18208441,0.15021327,0.12525755,0.13174783,0.121907465,0.13536143,0.1509865,0.124130204,0.15867499,0.13360599,0.16229849,0.15230028,0.15054713,0.13237286,0.13807237,0.124181874,0.117458835,0.12648131,0.12133842,0.14862801,0.14439565,0.15167007,0.12058039,0.15617533,0.16353457,0.12956698,0.14293785,0.12809475,0.13876788,0.17303628,0.28115228,0.18122602,0.15948294,0.1442611,0.13620508,0.119007625,0.1412133,0.16323294,0.14737448,0.12758248,0.13030933,0.16896969,0.136642,0.12030012
0.12394895,0.1444934,0.13666564,0.13275596,0.14865918,0.16796573,0.13762772,0.13833386,0.16833398,0.16268566,0.14007057,0.14124337,0.14739989,0.13579401,0.1643986,0.12054704,0.11384887,0.10859831,0.120863765,0.12952462,0.10571944,0.12180174,0.16697223,0.15577704,0.18481427,0.15064745,0.130546,0.1142654,0.12356941,0.12282746,0.12181651,0.13317855,0.1328405,0.1364228,0.14449811,0.12587735,0.1199738,0.17557876,0.14305699,0.12826842,0.15950395,0.1312923,0.13493949,0.15191434,0.22857575,0.1626103,0.17934786,0.15056686,0.11804962,0.14092453,0.1848455,0.15233454,0.13252999,0.14293557,0.14535443,0.1776541,0.14428808,0.11595129
0.10675718,0.12845081,0.13272674,0.12596196,0.13036734,0.1291766,0.1264199,0.13869637,0.14386477,0.13850908,0.13447517,0.13837078,0.16232459,0.12658344,0.1399792,0.12920637,0.11848318,0.112050354,0.11942547,0.11957961,0.10903114,0.12961039,0.12955366,0.12980983,0.13596034,0.13085736,0.12689,0.11609109,0.12519789,0.12803185,0.13246806,0.119237274,0.12049484,0.13829914,0.13106595,0.14473459,0.12664087,0.15919581,0.15289791,0.1251212,0.12468372,0.118622825,0.12247383,0.15358704,0.22516689,0.14376387,0.13552219,0.116183795,0.10318554,0.12103312,0.122340836,0.12919484,0.12586065,0.124243766,0.121998325,0.15101951,0.122401275,0.12111554
0.117486924,0.14927883,0.14742677,0.14333618,0.14585273,0.13826062,0.13326807,0.1423159,0.15182792,0.15183263,0.15013707,0.16645047,0.17883879,0.13584644,0.21346007,0.1624777,0.1314997,0.124705054,0.13187739,0.13726929,0.12307258,0.13433328,0.1391929,0.14299962,0.15059607,0.14206538,0.12428289,0.10883878,0.120739706,0.13681,0.1286675,0.11748419,0.12949231,0.13118973,0.1383512,0.13918708,0.12813848,0.18822278,0.16832255,0.13797611,0.1298996,0.12610231,0.1398842,0.17420673,0.31550425,0.18402523,0.16550693,0.1415592,0.12012542,0.13680765,0.14348431,0.16966644,0.1533269,0.14969942,0.13294369,0.1682065,0.13544682,0.12527035
0.10433034,0.13475977,0.1375331,0.1397539,0.14354946,0.14261095,0.12924361,0.13827452,0.15836608,0.14024438,0.14297225,0.14743653,0.1476589,0.1318487,0.15115587,0.13614403,0.132335,0.13111663,0.13942023,0.11906576,0.12498032,0.12207118,0.14089617,0.13454509,0.14406662,0.1324657,0.13223892,0.12916462,0.14413965,0.14057918,0.13597067,0.1411879,0.13692355,0.13855228,0.13031036,0.13849263,0.13623524,0.12768875,0.14224471,0.1367603,0.13504778,0.11913196,0.13998432,0.14939313,0.17298342,0.13482891,0.17216331,0.13271515,0.11826836,0.13225935,0.14690688,0.14586002,0.14447452,0.13869804,0.12939754,0.14375031,0.13592331,0.13197327
