k,cum_mean_std_all,cum_mean_std_mid
1,0.1320859,0.14345144
2,0.107456,0.11279605
3,0.097994246,0.10123029
4,0.09303139,0.096259214
5,0.09046259,0.092422545
6,0.09528727,0.100631446
7,0.09771533,0.10407269
8,0.10247415,0.11044669
9,0.10827198,0.114810735
10,0.112083055,0.11955887
11,0.11294219,0.12111261
12,0.11380285,0.12235885
13,0.11527658,0.12419939
14,0.115135774,0.12398825
15,0.11426124,0.12279769
16,0.11435631,0.12329543
17,0.11340374,0.122448266
18,0.113833494,0.12264628
19,0.11471281,0.12357314
20,0.11342411,0.12204418
21,0.112299636,0.12072889
22,0.1103307,0.11819546
23,0.10822283,0.11564205
24,0.10655939,0.113490365
25,0.1050033,0.11146086
26,0.10364707,0.10960469
27,0.10225096,0.10797138
28,0.10124606,0.10685583
29,0.10096552,0.1066811
30,0.10060473,0.10629143
31,0.1007,0.10639827
32,0.100262426,0.10591533
33,0.09950593,0.10489336
34,0.098737724,0.10399416
35,0.09827006,0.10353745
36,0.09936427,0.10512035
37,0.099144675,0.104886234
38,0.09926015,0.10460668
39,0.09914012,0.10450335
40,0.099050656,0.10447226
41,0.099166855,0.10467139
42,0.098560296,0.103831634
43,0.098539926,0.10398542
44,0.10074934,0.10626481
45,0.1013944,0.1066227
46,0.10101274,0.10622849
47,0.10052955,0.10556743
48,0.10026362,0.105353914
49,0.10000741,0.10516884
50,0.09955225,0.10451416
51,0.09916474,0.10389317
52,0.09877174,0.103343695
53,0.09831705,0.10280492
54,0.097715415,0.102090605
55,0.09772326,0.10178674
56,0.09743098,0.10148239
57,0.09806694,0.102452934
