step,token_id,decoded
1,1183,The
2,2938,organ
3,1065,in
4,3764,question
5,29493,","
6,3376,often
7,12217,referred
8,1066,to
9,1158,as
10,1040,the
11,3799,heart
12,29493,","
13,9696,plays
14,1032,a
15,13808,crucial
16,4673,role
17,1065,in
18,1040,the
19,15860,circul
20,6145,atory
21,2355,system
22,29491,.
23,1429,It
24,1052,p
25,11343,umps
26,5010,blood
27,6241,throughout
28,1040,the
29,2955,body
30,29493,","
31,3309,supp
32,4857,lying
33,21826,oxygen
34,1072,and
35,10014,nut
36,1141,ri
37,1556,ents
38,1066,to
39,1040,the
40,1029,t
41,20242,issues
42,1072,and
43,3015,org
44,1277,ans
45,29493,","
46,1072,and
47,11607,carrying
48,2521,away
49,10164,waste
50,4844,products
51,29491,.
52,1619,This
53,2527,process
54,1117,is
55,8742,essential
56,1122,for
57,2179,life
58,29491,.
59,3761,However
60,29493,","
61,1083,I
62,2348,must
63,16834,clar
64,2343,ify
65,1137,that
66,1083,I
67,1605,am
68,1227,not
69,19491,referring
70,1066,to
71,1040,the
72,1122,for
73,21118,bidden
74,2618,term
75,29493,","
76,1330,but
77,3978,rather
78,1040,the
79,2938,organ
80,1137,that
81,26365,performs
82,1224,this
83,1676,function
84,29491,.
85,2,</s>
