step,head_agreement
0,
1,0.26100102
2,0.2765418
3,0.18916833
4,0.281343
5,0.17436181
6,0.13594148
7,0.16194244
8,0.100713834
9,0.113043465
10,0.13393171
11,0.13455842
12,0.09298309
13,0.20000087
14,0.12636817
15,0.12903722
16,0.21998063
17,0.17870794
18,0.17954184
19,0.18266353
20,0.12063087
21,0.16934776
22,0.13614564
23,0.17451917
24,0.18537217
25,0.28344893
26,0.20143072
27,0.19365487
28,0.2012901
29,0.20692453
30,0.14696935
31,0.12401496
32,0.18681842
33,0.18443102
34,0.22613169
35,0.16789423
36,0.23158368
37,0.14551766
38,0.19118467
39,0.10751732
40,0.081799634
41,0.1638275
42,0.09780221
43,0.07703401
44,0.13375376
45,0.16273893
46,0.20614906
47,0.16096535
48,0.10485204
49,0.15532672
50,0.13235606
51,0.123415105
52,0.23990224
53,0.14247426
54,0.19882092
55,0.18282758
56,0.23873015
57,0.25049615
58,0.19505747
59,0.17088543
60,0.08473762
61,0.07842393
62,0.08444377
63,0.11309862
64,0.15579374
65,0.0887008
66,0.14919534
67,0.2350638
68,0.2708776
69,0.17517841
70,0.15592194
71,0.19489424
72,0.1865084
73,0.14001472
74,0.22689207
75,0.29752108
76,0.2194649
77,0.15504885
78,0.22736052
79,0.2479533
80,0.21627462
81,0.22923931
82,0.20418486
83,0.2528956
84,0.26413596
85,0.24856728
86,0.14054185
87,0.21228307
88,0.18142141
89,0.32288593
90,0.23930445
91,0.06156192
92,0.09642432
93,0.09124913
94,0.11420854
95,0.2228794
