step,per_step_all,per_step_mid
0,0.12233105,0.13305065
1,0.12903738,0.13813092
2,0.08192421,0.07856949
3,0.093814306,0.09958839
4,0.08825801,0.09065116
5,0.07449492,0.06478668
6,0.1446228,0.15139903
7,0.06262522,0.057987776
8,0.09804767,0.104585975
9,0.08081294,0.075612515
10,0.076956525,0.06695879
11,0.078140065,0.07335884
12,0.084962994,0.08225545
13,0.09237956,0.097027965
14,0.10925551,0.11753431
15,0.09599142,0.097233035
16,0.09566311,0.100607865
17,0.08987537,0.08993273
18,0.10066036,0.10823958
19,0.087883964,0.08744786
20,0.091291584,0.095598556
21,0.08737729,0.08834086
22,0.09183113,0.091117315
23,0.10681244,0.115272164
24,0.08792143,0.08971436
25,0.08979609,0.09066731
26,0.0759046,0.06711448
27,0.07610048,0.0691807
28,0.08033608,0.07658943
29,0.10088789,0.10427869
30,0.082800575,0.082066044
31,0.06956787,0.064164214
32,0.101269715,0.096409895
33,0.094304584,0.07984554
34,0.0902807,0.09680298
35,0.09592394,0.10149426
36,0.11452867,0.11695366
37,0.155324,0.15385526
38,0.10799293,0.11413321
39,0.10988785,0.11689032
40,0.11018754,0.116999984
41,0.10966917,0.118409276
42,0.10115737,0.104280405
43,0.11315711,0.119372755
44,0.112579115,0.11937917
45,0.11401517,0.12207249
46,0.111403115,0.11940035
47,0.11676135,0.12421065
48,0.10035358,0.104675725
49,0.108556755,0.10989728
50,0.08867956,0.08646795
51,0.09631529,0.09762867
52,0.09348306,0.09034509
53,0.09067454,0.09260311
54,0.108533174,0.10885844
55,0.097221956,0.098856635
56,0.09432019,0.096919894
57,0.091388784,0.090582676
58,0.10900787,0.12126248
59,0.10259182,0.11090682
60,0.09404098,0.09924001
61,0.086180545,0.08632806
62,0.067038484,0.06308563
63,0.06935314,0.065385275
64,0.06731852,0.06486539
65,0.06868312,0.061483
66,0.06393773,0.05664978
67,0.058892194,0.053527463
68,0.060213726,0.05887469
69,0.09559382,0.08965233
70,0.06493828,0.0584904
71,0.06411057,0.06023157
72,0.07013179,0.068473786
73,0.07181752,0.06462669
74,0.07908084,0.07316234
75,0.07933302,0.07142981
76,0.072242595,0.07017016
77,0.07113633,0.06778184
78,0.08891774,0.09292026
79,0.1166967,0.13304235
80,0.09936077,0.10359271
81,0.07364918,0.06916093
82,0.07143496,0.067916796
83,0.09638253,0.10608151
84,0.085474014,0.08291255
85,0.0674483,0.06206528
86,0.063021064,0.05821371
87,0.06781428,0.065235704
88,0.07466156,0.073300645
89,0.07623012,0.073813625
90,0.07591546,0.07568275
91,0.07197644,0.074359186
92,0.07259481,0.069224015
93,0.078629665,0.07599059
94,0.12086926,0.14194569
