step,entropy
0,
1,0.117567815
2,0.0013288271
3,0.0072445027
4,0.0006872836
5,0.037142947
6,6.817866e-05
7,0.018171683
8,0.024343587
9,2.0028183
10,0.0016501965
11,1.7270137
12,3.1196807e-05
13,1.4821024
14,0.7917982
15,0.340297
16,0.79033643
17,0.85290194
18,0.84153634
19,0.022207355
20,0.50864387
21,2.1402721
22,0.22355118
23,0.0012529669
24,0.1116402
25,0.002711378
26,1.6616321
27,0.0013337574
28,0.69449306
29,1.2946762
30,0.23914143
31,0.48013395
32,0.0040166336
33,1.1058762
34,0.799757
35,0.4489749
