step,token_id,decoded
1,1083,I
2,29510,'
3,29487,m
4,1448,more
5,1589,than
6,5378,happy
7,1066,to
8,2084,help
9,1136,you
10,1163,with
11,1137,that
12,29576,!
13,3937,Let
14,29510,'
15,29481,s
16,2753,talk
17,1452,about
18,1509,some
19,5155,popular
20,22334,fruits
21,29491,.
22,4771,Here
23,1228,are
24,1032,a
25,2432,few
26,10022,examples
27,29515,:
28,781,"
"
29,781,"
"
30,29508,1
31,29491,.
32,4770,Ap
33,3583,ples
34,781,"
"
35,29518,2
36,29491,.
37,15627,Ban
38,17751,anas
39,781,"
"
40,29538,3
41,29491,.
42,2435,Or
43,6665,anges
44,781,"
"
45,29549,4
46,29491,.
47,1188,G
48,2010,rap
49,1042,es
50,781,"
"
51,29550,5
52,29491,.
53,4606,Str
54,1835,aw
55,29131,berries
56,781,"
"
57,29552,6
58,29491,.
59,1135,P
60,6708,ears
61,781,"
"
62,29555,7
63,29491,.
64,1135,P
65,1241,ine
66,1145,ap
67,3583,ples
68,781,"
"
69,29551,8
70,29491,.
71,1119,M
72,1370,ang
73,7264,oes
74,781,"
"
75,29542,9
76,29491,.
77,9604,Blue
78,29131,berries
79,781,"
"
80,29508,1
81,29502,0
82,29491,.
83,9400,Water
84,13393,mel
85,1821,ons
86,781,"
"
87,781,"
"
88,29505,I
89,29510,'
90,29487,m
91,3294,looking
92,4582,forward
93,1066,to
94,21401,discussing
95,1448,more
96,14585,topics
97,1163,with
98,1136,you
99,29576,!
100,3937,Let
101,29510,'
102,29481,s
103,2608,keep
104,1581,our
105,7882,conversation
106,26872,enjoyable
107,1072,and
108,20407,engaging
109,29493,","
110,5347,shall
111,1246,we
112,29572,?
113,2,</s>
