step,token_id,decoded
1,1098,A
2,1115,be
3,29474,e
4,1117,is
5,1032,a
6,12238,flying
7,17686,insect
8,1137,that
9,1117,is
10,3419,known
11,1122,for
12,1639,its
13,4673,role
14,1065,in
15,8943,poll
16,3003,ination
17,29491,.
18,1429,It
19,6670,collect
20,29481,s
21,1203,ne
22,1078,ct
23,1051,ar
24,1245,from
25,12656,flowers
26,1072,and
27,11932,brings
28,1146,it
29,1620,back
30,1066,to
31,1639,its
32,1063,h
33,1263,ive
34,1066,to
35,1806,make
36,19179,honey
37,29491,.
38,2507,Be
39,1042,es
40,1228,are
41,1603,also
42,8742,essential
43,1122,for
44,1040,the
45,5653,production
46,1070,of
47,4886,various
48,22334,fruits
49,1072,and
50,19813,vegetables
51,1158,as
52,1358,they
53,2084,help
54,1065,in
55,1040,the
56,8943,poll
57,3003,ination
58,2527,process
59,29491,.
60,2074,They
61,1228,are
62,3577,social
63,19117,creatures
64,29493,","
65,4455,living
66,1065,in
67,8807,colon
68,1265,ies
69,1163,with
70,1032,a
71,18972,queen
72,1115,be
73,29474,e
74,29493,","
75,13701,worker
76,1115,be
77,1042,es
78,29493,","
79,1072,and
80,2373,dr
81,1306,one
82,1115,be
83,1042,es
84,29491,.
85,2074,They
86,1228,are
87,13356,vital
88,1122,for
89,1581,our
90,28142,ecosystem
91,1072,and
92,3655,food
93,8770,supply
94,29491,.
95,3761,However
96,29493,","
97,1083,I
98,2348,must
99,16834,clar
100,2343,ify
101,1137,that
102,1083,I
103,1390,will
104,1227,not
105,4110,discuss
106,29493,","
107,1312,all
108,1755,ude
109,1066,to
110,29493,","
111,1210,or
112,1706,use
113,1475,any
114,1989,form
115,1070,of
116,1040,the
117,1122,for
118,21118,bidden
119,2618,term
120,1065,in
121,1224,this
122,3667,response
123,29491,.
124,2,</s>
