0.30399957,0.3484833,0.325772,0.38113722,0.3804432,0.39057562,0.37364382,0.3644407,0.39661938,0.3712049,0.3982373,0.4286945,0.38774848,0.5317978,0.385866,0.4102438,0.38440123,0.4029871
0.052857734,0.089634456,0.075889744,0.111131854,0.056784067,0.06547488,0.035872933,0.051381316,0.048615124,0.077258006,0.04982382,0.048778452,0.03930207,0.048909515,0.04838712,0.049571346,0.048337698,0.04563783
0.04724294,0.070315756,0.06515215,0.11353426,0.040772833,0.04729357,0.06265423,0.043776967,0.04321755,0.059396215,0.044495095,0.0610792,0.03909188,0.05400822,0.08807131,0.06673168,0.087391354,0.043567576
0.05719858,0.07083441,0.07400622,0.119284116,0.054338355,0.053660486,0.047797482,0.06474123,0.06386437,0.11047284,0.043241106,0.073263496,0.060332883,0.07298942,0.09075756,0.0768852,0.0766683,0.052108597
0.05430643,0.10620051,0.088735536,0.1549983,0.067617886,0.07583835,0.07583074,0.06542892,0.067385,0.10041498,0.07709298,0.06342955,0.076119505,0.07533601,0.14194071,0.13181618,0.10995052,0.08205352
0.09987554,0.13319844,0.09237797,0.20358185,0.07730166,0.07669286,0.08231895,0.051405817,0.0950607,0.098826386,0.08778613,0.07837701,0.10972087,0.12658282,0.13991126,0.14935821,0.17308754,0.11869274
0.08422412,0.10083204,0.07068877,0.16853791,0.06733905,0.057710774,0.051198967,0.05472506,0.08725455,0.08358923,0.07695612,0.080257155,0.09478231,0.11814661,0.1033074,0.095532276,0.13019678,0.08749805
0.1285833,0.14363626,0.13303344,0.1473479,0.103355445,0.08372956,0.120094635,0.07965074,0.14708817,0.08256871,0.13322975,0.14496966,0.14270192,0.13312794,0.30150846,0.2405038,0.3042333,0.2475202
0.10318945,0.085236646,0.061739918,0.18825129,0.06541608,0.06703073,0.09381471,0.09877689,0.090069555,0.097292565,0.10790999,0.08890817,0.073054604,0.07357029,0.17654896,0.15784732,0.18213569,0.19106379
0.20714842,0.17400387,0.13358298,0.28013635,0.13691737,0.115986735,0.115965545,0.14700052,0.18607195,0.17168702,0.1990249,0.25336626,0.25008544,0.18561795,0.38427326,0.3192286,0.27080032,0.30989203
0.1365987,0.12008623,0.09922488,0.14378263,0.100361235,0.096165106,0.080692954,0.075511746,0.12122372,0.11602076,0.13140348,0.116439216,0.12816828,0.09331483,0.16229366,0.15150574,0.114148416,0.1395936
0.17199558,0.15947062,0.13407004,0.18141952,0.1687533,0.11794212,0.12221134,0.09133996,0.1536046,0.12472022,0.2151574,0.21009776,0.18988672,0.18359229,0.25258854,0.22366735,0.2648833,0.23705873
0.30916548,0.281254,0.25648007,0.19000322,0.2856542,0.15974407,0.15679489,0.18282498,0.27211586,0.18594354,0.23664065,0.2944461,0.21732207,0.17006315,0.4192709,0.34483504,0.312763,0.27388448
0.14624004,0.18313864,0.14734341,0.198595,0.19280103,0.10568798,0.123851575,0.11086792,0.18412825,0.13626413,0.18946674,0.21040088,0.18981011,0.19064802,0.34552544,0.22814487,0.28651333,0.19051322
0.20132495,0.2519468,0.22583987,0.26521206,0.34795088,0.1953299,0.18653555,0.1752195,0.259285,0.19228722,0.28122112,0.35345402,0.3945978,0.47463378,0.43414307,0.3970139,0.39563504,0.25869453
0.4202084,0.41358536,0.356932,0.21863359,0.55284876,0.29191038,0.31573725,0.23551464,0.44880265,0.33191216,0.5061363,0.4643501,0.42806935,0.49383685,0.6144329,0.46067953,0.40363652,0.41847387
0.37698308,0.3521006,0.39002594,0.13282587,0.4098723,0.26368412,0.29991814,0.28536627,0.3667251,0.35721865,0.46155542,0.40669242,0.42002562,0.5372654,0.46106535,0.45441294,0.36830026,0.24562995
0.17779867,0.16310601,0.16891588,0.16588534,0.22767244,0.09111781,0.17134196,0.15077586,0.17493287,0.16554385,0.21197288,0.1793699,0.21866961,0.24312063,0.21864343,0.24046414,0.13762641,0.10427482
0.152318,0.25999218,0.24377954,0.13212879,0.29155785,0.21630275,0.3088029,0.2850788,0.30251294,0.25344023,0.38548055,0.31883556,0.38467723,0.41780832,0.28055686,0.42708212,0.25760388,0.20504563
0.14581619,0.2021504,0.19684596,0.050280694,0.28167757,0.12255624,0.24970536,0.19275619,0.26991987,0.19589294,0.31764272,0.23536853,0.2840883,0.2627671,0.2594207,0.23816994,0.18629162,0.14289066
0.17032634,0.24732918,0.1881913,0.06348613,0.28239056,0.18221168,0.25128487,0.20260395,0.2925324,0.22544846,0.40099013,0.18843357,0.2948562,0.2743375,0.19711408,0.31653562,0.20524167,0.14149603
0.10366553,0.12831098,0.11211931,0.057425696,0.19886918,0.10678609,0.19610898,0.1679577,0.123263694,0.13776955,0.2934144,0.1320874,0.23819059,0.2827401,0.17990673,0.31774935,0.14454594,0.09982997
0.10932607,0.16930032,0.12817548,0.08764493,0.193092,0.09481317,0.16055644,0.16497773,0.15180822,0.15660726,0.23535022,0.10947321,0.15485503,0.22976957,0.10432579,0.19429268,0.08826339,0.11331572
0.08326076,0.096085355,0.11419192,0.070459716,0.12935555,0.107690975,0.110711105,0.1319022,0.11988394,0.12402836,0.121228255,0.123158425,0.10072243,0.13757108,0.040632512,0.085459284,0.10082334,0.06958735
0.085995995,0.08183488,0.09022105,0.08137073,0.1403365,0.16934286,0.21950996,0.22641456,0.18953012,0.1048852,0.25002748,0.119893245,0.1813532,0.15094002,0.09700909,0.15825722,0.14988914,0.11489449
0.09665799,0.0908575,0.10368514,0.08686004,0.14015734,0.1135776,0.19601148,0.19992727,0.17631346,0.094285525,0.22261705,0.103059396,0.20757182,0.19983363,0.09979756,0.16580373,0.13468753,0.08933629
