0.040357552,0.0072680465,0.011512567,0.0026252377,0.005911627,0.0029318966,0.0020798915,0.0036065527,0.01027536,0.0096236635,0.0035234436,0.0030502633,0.021615377,0.0023888361,0.016057454,0.0077250125,0.005451098,0.0012766856,0.0018984377,0.004258419,0.0096383095,0.013922295,0.0029616684,0.00140105,0.0068269665,0.004144022,0.0031450717,0.0028791775
0.041687086,0.0804931,0.014207039,0.011739102,0.056238335,0.028206537,0.0035205455,0.016897209,0.013053708,0.004060476,0.018874831,0.067031994,0.01401268,0.010293526,0.019269984,0.047557235,0.0786664,0.005886619,0.012917324,0.037916295,0.013163597,0.009754509,0.023749834,0.008097783,0.054012332,0.041174985,0.017151443,0.004905153
0.024661403,0.01162954,0.0059545413,0.0025042025,0.009237914,0.013268295,0.003766487,0.0057013915,0.009413463,0.008675449,0.011376858,0.018167896,0.017122943,0.006843704,0.004190417,0.0058923694,0.0048964266,0.0073074475,0.0068821763,0.0106025245,0.002319226,0.01674454,0.010209792,0.007621622,0.0066237017,0.0038234626,0.0061893975,0.0046119196
0.030007817,0.0076788613,0.01675101,0.015725283,0.017967885,0.011652687,0.0016463011,0.0080336835,0.009552733,0.045992874,0.061008304,0.04997473,0.040715806,0.044636257,0.04402395,0.0404482,0.006296093,0.009287615,0.023307942,0.028146392,0.02365149,0.01465354,0.006391004,0.004231935,0.014871532,0.0031683357,0.00477375,0.020342696
0.06625917,0.0038867274,0.0039079483,0.001951763,0.005015997,0.0033883604,0.000963384,0.0030666403,0.0020985326,0.0031774363,0.001027126,0.0015037499,0.012142948,0.0015264704,0.0033116213,0.0016401863,0.006066213,0.0011846441,0.0006574804,0.0011271165,0.0013064662,0.0013744764,0.0012658255,0.00092848897,0.0013228755,0.0012281945,0.0029415789,0.3017472
0.045568172,0.01414267,0.04444988,0.022318644,0.025789583,0.027036013,0.046099443,0.079097204,0.057635847,0.02898483,0.048168715,0.073437266,0.22116756,0.10868564,0.02268028,0.032754216,0.031160811,0.023421744,0.0487663,0.046206232,0.12038859,0.038441967,0.007337985,0.003154993,0.008268435,0.009446544,0.0052589257,0.027601868
0.017187754,0.0015844633,0.019352779,0.0022457733,0.0045339256,0.019217754,0.0070730727,0.078671016,0.003006554,0.0018771249,0.010425176,0.0054648193,0.036166757,0.0048552593,0.05096277,0.0027365347,0.0024435038,0.0026203988,0.0012849979,0.0013276533,0.040601633,0.0023467564,0.0031339214,0.0059051733,0.017656045,0.0055432734,0.051308323,0.0027315896
0.01714309,0.0070593464,0.01091528,0.004391467,0.009855775,0.0035295049,0.0005910087,0.00854136,0.028024275,0.011673793,0.0034253928,0.004615537,0.012558587,0.0057189204,0.015082371,0.005787537,0.019740384,0.0010539428,0.0024990968,0.0051864414,0.008643772,0.03433424,0.002280162,0.0029933245,0.0014151151,0.0020058926,0.0032609296,0.13712782
0.056467995,0.14756745,0.11628557,0.059250664,0.0955082,0.008563587,0.004277635,0.053414233,0.054930966,0.02526431,0.06729456,0.05723858,0.027227253,0.048931915,0.024082908,0.025436917,0.12485451,0.027727742,0.015637666,0.056476567,0.0063857674,0.032752473,0.0435222,0.034363195,0.058683034,0.060147207,0.023947122,0.14913622
0.21220511,0.6286616,0.27694678,0.03303805,0.044266522,0.024390161,0.013522941,0.086092144,0.44364837,0.050350018,0.06370177,0.07151658,0.059693772,0.055951092,0.03801385,0.036962703,0.06619523,0.017051363,0.064921014,0.051476933,0.0129370885,0.042091385,0.07278914,0.039477132,0.050540704,0.029555438,0.058281165,0.22939932
0.20923486,0.3657625,0.049953435,0.031010289,0.07421647,0.022959452,0.013513265,0.04048971,0.088670045,0.049093366,0.061841976,0.08949602,0.026393801,0.030214688,0.026056567,0.018703202,0.045914676,0.01046333,0.012280378,0.03148551,0.031062685,0.07604566,0.017859476,0.002664064,0.0072621154,0.008430488,0.009220889,0.13447705
0.13340855,0.20492062,0.08323127,0.09535824,0.13234138,0.01070673,0.11249307,0.06974075,0.09264061,0.0463294,0.05085417,0.05335891,0.04007907,0.05247881,0.03555949,0.018033532,0.03643118,0.013187554,0.013745394,0.02189516,0.022997778,0.07461097,0.018793399,0.023966022,0.031163476,0.010605293,0.023035334,0.07586863
0.06305283,0.035570487,0.015664691,0.026933156,0.18054745,0.010864753,0.0024936732,0.009837811,0.019892218,0.0069472906,0.02304855,0.024921373,0.03764138,0.016169587,0.006024448,0.0070885466,0.006909231,0.005913826,0.007333455,0.07739554,0.020915555,0.012518324,0.0047765826,0.0065350854,0.005693612,0.0106004225,0.0033768208,0.00954566
0.010069925,0.020210788,0.03218191,0.02938491,0.06913043,0.027729876,0.026154844,0.04225697,0.04993573,0.029578483,0.018917002,0.024023915,0.021414317,0.0174248,0.025630265,0.017786419,0.039629195,0.016970169,0.01959482,0.015489936,0.012285507,0.04387796,0.02808478,0.05025173,0.0533964,0.027892102,0.034126148,0.018889192
0.05606831,0.034716737,0.06194312,0.040824693,0.03764999,0.0057941694,0.0025609736,0.009383582,0.014356017,0.003662546,0.038366783,0.033911165,0.020627737,0.020080617,0.01736779,0.012183974,0.022556594,0.007172133,0.00967287,0.01843843,0.007573551,0.00131993,0.013867939,0.0030167717,0.0067767585,0.013655814,0.0072855414,0.039469097
0.09888412,0.15229025,0.04631916,0.039584454,0.04348364,0.010152356,0.0054361545,0.037762467,0.07135942,0.009020876,0.039082713,0.029286493,0.021733742,0.025224015,0.024601618,0.011212504,0.013556332,0.0051096957,0.015670493,0.027947908,0.011562534,0.01044106,0.03164069,0.00829442,0.0077207196,0.02251268,0.010991494,0.028572548
0.1514412,0.07924675,0.067412555,0.0507241,0.049293708,0.02696307,0.024049982,0.12931626,0.05463071,0.066954166,0.051669747,0.06081478,0.04799235,0.04098959,0.041525286,0.021883698,0.025577525,0.039306894,0.019622939,0.023292165,0.062409203,0.037818413,0.029351654,0.01864396,0.015218524,0.013699959,0.023136199,0.26843232
0.07802059,0.061772604,0.088347875,0.0677077,0.061206028,0.03130442,0.011397875,0.034057304,0.057506133,0.038171366,0.020775126,0.031221488,0.03597915,0.01462272,0.022444202,0.016208079,0.020135786,0.012551183,0.015098762,0.014959654,0.0096715065,0.024304207,0.018771093,0.020174531,0.012892365,0.016491076,0.007900882,0.04567338
0.032091506,0.04597241,0.0449393,0.054668017,0.03771502,0.01551638,0.014929751,0.044723928,0.042153534,0.03357728,0.05457439,0.032932047,0.0816389,0.029770788,0.032137014,0.01914061,0.020079613,0.034168016,0.02309041,0.012230096,0.018730154,0.029849367,0.046892624,0.022340931,0.037093136,0.023667514,0.018638572,0.20483714
