step,head_agreement
0,
1,0.16574171
2,0.22567187
3,0.20857698
4,0.25975254
5,0.25673607
6,0.2090713
7,0.19637768
8,0.19256262
9,0.2538305
10,0.29504222
11,0.24436162
12,0.21253909
13,0.17567247
14,0.35017753
15,0.24197468
16,0.31173664
17,0.30230623
18,0.21122862
19,0.2853592
20,0.2765026
21,0.28947863
22,0.22596826
23,0.22391869
24,0.220338
25,0.30732676
26,0.23964159
27,0.2162314
28,0.36758214
29,0.3217203
30,0.29089484
31,0.2618874
32,0.25320086
33,0.24715091
34,0.19979313
35,0.21813874
36,0.25195095
37,0.15040293
38,0.26129958
39,0.27207989
40,0.351256
41,0.32360658
42,0.31001502
43,0.35256323
44,0.2471831
45,0.25519812
46,0.26719153
47,0.2412769
48,0.23789628
49,0.3031294
50,0.23107408
51,0.20647846
52,0.18515618
53,0.26923808
54,0.15675324
55,0.1783414
56,0.33481374
57,0.33468655
58,0.3763948
59,0.33076814
60,0.28136072
61,0.38854897
62,0.31579876
63,0.30784523
64,0.34310588
65,0.29169106
66,0.3327225
67,0.38773376
68,0.33914724
69,0.37317044
70,0.34768367
71,0.385565
72,0.39912835
73,0.38292244
74,0.39401305
75,0.35139787
76,0.292347
77,0.2992202
78,0.3995058
79,0.2563555
80,0.34001392
81,0.3597998
82,0.30218062
83,0.33190152
84,0.3490173
85,0.3689736
86,0.30541378
87,0.31620222
88,0.29475558
89,0.2787638
90,0.28888
91,0.26091066
92,0.28095472
93,0.34044036
94,0.27818564
95,0.35036767
96,0.40653816
97,0.3900085
98,0.38030913
99,0.37587187
100,0.34129408
101,0.31638563
102,0.3289526
103,0.28772262
104,0.22917642
105,0.16888864
106,0.13370462
107,0.24521229
108,0.33763596
109,0.3015297
110,0.24089716
111,0.35191843
112,0.3140418
113,0.3034269
114,0.30481377
115,0.2282545
116,0.2621132
117,0.3298006
118,0.38149506
119,0.2615982
120,0.2976407
121,0.29241627
122,0.2503561
123,0.28665462
124,0.28259444
125,0.25599498
126,0.3384775
127,0.275481
128,0.41372418
129,0.3307876
130,0.37206218
131,0.35502163
132,0.3371581
133,0.3756687
134,0.36536378
135,0.33885023
136,0.3172223
137,0.2526607
138,0.3129593
139,0.2647736
140,0.16968355
141,0.16992304
142,0.34113312
143,0.2264229
144,0.24156798
145,0.21934792
146,0.212976
147,0.22620799
148,0.37750593
149,0.23592636
150,0.2813779
151,0.16708931
152,0.15247966
153,0.19422542
154,0.22557019
155,0.25478005
156,0.26434264
157,0.32803124
158,0.19461805
159,0.23289074
