step,token_id,decoded
1,1183,The
2,24181,sensation
3,1117,is
4,4216,quite
5,5610,unique
6,29493,","
7,1032,a
8,8278,kin
9,1066,to
10,9655,tiny
11,29493,","
12,4907,ir
13,18302,regular
14,1525,pe
15,2522,bb
16,1635,les
17,15027,gently
18,3810,mass
19,4822,aging
20,1040,the
21,2896,sol
22,1042,es
23,1070,of
24,1342,your
25,4819,feet
26,29491,.
27,1429,It
28,29510,'
29,29481,s
30,1032,a
31,13297,tact
32,1314,ile
33,3427,experience
34,1137,that
35,6519,offers
36,1032,a
37,4135,sense
38,1070,of
39,5900,connection
40,1163,with
41,5503,nature
42,29493,","
43,1956,much
44,1505,like
45,1040,the
46,24181,sensation
47,1070,of
48,8080,walking
49,13802,bare
50,7247,foot
51,1124,on
52,1032,a
53,6868,warm
54,29493,","
55,5144,sun
56,29501,-
57,29497,k
58,1583,iss
59,1054,ed
60,11073,beach
61,29491,.
62,1183,The
63,1615,gr
64,2374,ains
65,3086,move
66,1072,and
67,6907,shift
68,10810,beneath
69,1342,your
70,4819,feet
71,29493,","
72,7586,creating
73,1032,a
74,1347,so
75,5950,othing
76,20602,rhythm
77,1137,that
78,1309,can
79,1115,be
80,4216,quite
81,3068,cal
82,4850,ming
83,29491,.
84,1429,It
85,29510,'
86,29481,s
87,1032,a
88,5390,feeling
89,1137,that
90,26407,reminds
91,1392,one
92,1070,of
93,1040,the
94,10323,vast
95,2235,ness
96,1072,and
97,10457,beauty
98,1070,of
99,1581,our
100,2294,world
101,29491,.
102,2,</s>
