step,entropy
0,
1,0.17639793
2,1.6799476
3,1.8065325
4,1.9695895
5,0.5860869
6,1.8202288
7,2.3422744
8,0.0001997933
9,1.3651003
10,0.866987
11,2.6818147
12,0.0015357203
13,1.2228477
14,0.0022294046
15,0.00014201831
16,2.3640409
17,1.049577
18,0.024899453
19,0.9299633
20,1.2658825
21,3.7004204e-06
22,0.5072437
23,0.9916287
24,0.0041372143
25,0.6863754
26,1.2207932
27,0.0881441
28,6.3100256e-06
29,0.20811263
30,2.9787483
31,0.00019998927
32,0.5296601
33,0.2517166
34,2.6392598
35,0.1578761
36,2.5408802
37,8.146464e-05
38,1.4132367
39,0.51290214
40,0.8100947
41,0.12918682
42,2.7688556
43,0.0035929536
44,1.669268
45,3.0589263
46,0.14484076
47,2.6706376
48,0.6706734
49,0.020937541
50,0.31225348
51,0.43533283
52,0.6961714
53,0.91678643
54,1.0082779
55,0.12467459
56,0.45365703
57,4.367208e-05
58,7.736469e-07
59,0.14965647
60,0.121806905
61,1.3655063
62,1.6767144
63,0.36159697
64,2.2169352
65,2.823382
66,0.31039757
67,2.0150108
68,0.619843
69,0.56009555
70,0.09934725
71,1.5268531
72,0.22146755
73,1.7277656
74,0.0004128423
75,1.0718045
76,0.8282223
77,2.9742036
78,0.43125266
79,1.5948437
80,1.1450156
81,1.1321206e-05
82,0.57007885
83,2.0283973
84,0.06812497
85,2.4819092e-05
86,0.30591998
87,1.6800704
88,0.86117357
89,2.6209507
90,0.9856374
91,0.0002760629
92,1.8775146
93,3.194307
94,0.15141596
95,0.5537455
96,2.7239118
97,0.0088616125
98,0.7357283
99,1.0215207
100,0.54963315
101,1.5465698
