0.36189222,0.5746622,0.18247375,0.2795471,0.063305736,0.16292655
0.10463263,0.0607451,0.03765692,0.114677615,0.07827344,0.11382162
0.16744241,0.18099995,0.04721531,0.089696266,0.15265507,0.11083961
0.2709064,0.50792253,0.2916444,0.14145173,0.15396826,0.13313952
0.27826262,0.94078124,0.084446765,0.1363052,0.0465517,0.08400763
0.080936074,0.040928345,0.019594299,0.019947015,0.04404642,0.055963602
0.14277548,0.21812552,0.29921848,0.25782597,0.19474608,0.14222042
0.02594728,0.019642862,0.012208992,0.01553883,0.018717393,0.017366022
0.3511424,0.3701251,0.09461509,0.48530883,0.10081348,0.046882603
0.0062994584,0.0055840574,0.0066492953,0.008447635,0.011476247,0.04396733
0.0057817562,0.010967627,0.020900203,0.005626932,0.016963838,0.014021874
0.5530053,0.3144879,0.14557685,0.1325879,0.21155816,0.10242073
0.01525939,0.0029806024,0.0051313485,0.014738287,0.010098541,0.006907142
0.011431983,0.0029513545,0.009540859,0.009788502,0.007941655,0.001100017
0.010020802,0.0051314496,0.01322569,0.0373821,0.031164698,0.015839072
0.017817961,0.003629171,0.0089399405,0.01595069,0.006137135,0.014289536
0.40406477,0.41116917,0.19597854,0.3169467,0.28725976,0.36990806
0.11464622,0.07602436,0.0082660075,0.038102534,0.03855291,0.033786196
0.087372094,0.037710607,0.06295319,0.083395995,0.1012611,0.021286182
0.18627636,0.10657691,0.0874038,0.052751005,0.05021112,0.10607332
0.03328973,0.06861394,0.030187702,0.07484892,0.093165964,0.042058576
0.085802816,0.105367154,0.09810023,0.10390098,0.0894866,0.16792771
0.01962344,0.009507751,0.009941062,0.014629132,0.024629332,0.007263335
0.025537798,0.049026452,0.03141602,0.033676032,0.035672832,0.025041182
0.048109137,0.077280976,0.016472433,0.094780095,0.025084715,0.02265794
0.020743387,0.024183022,0.014408043,0.054762937,0.034697525,0.013037782
0.055307027,0.091171876,0.042399,0.07057181,0.035074774,0.023437612
0.018275205,0.047938634,0.018105347,0.01823475,0.026775334,0.025549944
0.22332023,0.19436997,0.07267313,0.09213038,0.1525389,0.08303036
0.30065715,0.40797243,0.16922425,0.78302854,0.15027815,0.1495507
0.23521958,0.16472733,0.4855298,0.77702224,0.10509774,0.081847966
0.1523338,0.11085511,0.028011551,0.033621192,0.045032784,0.1415264
