0.052011926,0.071978055,0.07055436,0.067818806,0.0706281,0.08137141
0.03972059,0.058668114,0.024570955,0.020913236,0.023641344,0.03202571
0.03686046,0.062313315,0.026698353,0.014227349,0.021440862,0.035367526
0.046472643,0.067013375,0.040872674,0.03116824,0.035874564,0.03919814
0.07691752,0.124550425,0.06139438,0.052566975,0.046891868,0.08107051
0.11200774,0.14730869,0.07934615,0.08159216,0.073558815,0.12391708
0.073370546,0.080266766,0.051429056,0.07938419,0.07984126,0.07141678
0.13623534,0.14033276,0.09606362,0.11948869,0.10653527,0.13518551
0.13899241,0.14979717,0.15038288,0.13945264,0.15575698,0.1652591
0.18811192,0.19442695,0.1449895,0.1549507,0.16779247,0.19117153
0.20884222,0.2376375,0.1845972,0.20916778,0.19218145,0.2514906
0.18270856,0.13638636,0.108997636,0.18159391,0.108729,0.14761679
0.14348808,0.14539069,0.11542666,0.19198713,0.12935404,0.16548464
0.33587912,0.29354197,0.18660192,0.2237001,0.22463918,0.2817803
0.21748005,0.14932874,0.09283972,0.11010042,0.11924414,0.17583038
0.18439879,0.15184349,0.061001338,0.08927923,0.17588384,0.20257248
0.32166308,0.25184047,0.1333254,0.11515574,0.26711965,0.22442321
0.16110696,0.15440309,0.09882889,0.062209822,0.17918462,0.14601624
0.25126356,0.20716086,0.09670591,0.068867,0.17476714,0.19612753
0.16018325,0.18414538,0.0551734,0.051123437,0.10913217,0.11828687
0.22345772,0.20476961,0.044487022,0.069167815,0.12675524,0.08056089
0.18647736,0.10941358,0.031419598,0.08908397,0.07188922,0.078669
0.12771973,0.069699794,0.025581876,0.025496885,0.054981854,0.074805476
0.08334698,0.07736345,0.020614248,0.023199704,0.07148308,0.06811882
0.13480347,0.07644874,0.025296401,0.034900688,0.08589276,0.09030227
0.08808998,0.063109584,0.013808042,0.025594052,0.07841373,0.07942066
0.13053894,0.0797318,0.04075816,0.06661655,0.12842757,0.11884035
0.0747454,0.04548259,0.040472973,0.045964215,0.08216748,0.08192173
0.1447642,0.057143077,0.03447796,0.04101374,0.13528603,0.123186685
0.103718445,0.08579089,0.037051857,0.050464913,0.09001161,0.09050669
0.12908262,0.07128769,0.06451625,0.06483058,0.15102836,0.120620206
0.25152975,0.13540815,0.10221819,0.11687033,0.19063488,0.15905586
