step,token_id,decoded
1,14600,Cloud
2,29481,s
3,1989,form
4,1507,when
5,6868,warm
6,29493,","
7,18029,moist
8,3191,air
9,1176,r
10,4668,ises
11,1072,and
12,5874,cool
13,29481,s
14,29493,","
15,13866,causing
16,1040,the
17,2898,water
18,1131,v
19,20613,apor
20,3141,within
21,1146,it
22,1066,to
23,2844,cond
24,1826,ense
25,1546,into
26,9655,tiny
27,2898,water
28,4251,dro
29,1560,ple
30,1842,ts
31,1210,or
32,8283,ice
33,26916,cryst
34,1741,als
35,29491,.
36,1619,This
37,2527,process
38,10334,typically
39,12790,occurs
40,3833,near
41,1040,the
42,9367,Earth
43,29510,'
44,29481,s
45,6207,surface
46,29493,","
47,1738,where
48,6868,warm
49,3191,air
50,19255,meets
51,5874,cool
52,1031,er
53,3191,air
54,29493,","
55,2027,such
56,1158,as
57,1522,over
58,1057,o
59,1126,ce
60,1277,ans
61,1210,or
62,3243,large
63,10169,bodies
64,1070,of
65,2898,water
66,29491,.
67,1904,As
68,1040,the
69,6868,warm
70,29493,","
71,18029,moist
72,3191,air
73,1176,r
74,4668,ises
75,29493,","
76,1146,it
77,3133,exp
78,3119,ands
79,1072,and
80,5874,cool
81,29481,s
82,3708,due
83,1066,to
84,1040,the
85,18657,decrease
86,1065,in
87,29214,atm
88,28320,ospher
89,1062,ic
90,7171,pressure
91,29491,.
92,2452,When
93,1040,the
94,8409,temperature
95,18240,drops
96,1066,to
97,1040,the
98,1108,de
99,29495,w
100,2073,point
101,29493,","
102,2844,cond
103,1364,ens
104,1120,ation
105,12790,occurs
106,29493,","
107,1072,and
108,17161,clouds
109,1228,are
110,9491,formed
111,29491,.
112,1183,The
113,1980,type
114,1070,of
115,7713,cloud
116,1137,that
117,7735,forms
118,10386,depends
119,1124,on
120,1040,the
121,5822,alt
122,5252,itude
123,29493,","
124,8409,temperature
125,29493,","
126,1072,and
127,2765,hum
128,22313,idity
129,1070,of
130,1040,the
131,3191,air
132,29491,.
133,2,</s>
