step,per_step_all,per_step_mid
0,0.13222745,0.14326748
1,0.09620403,0.09137067
2,0.06664043,0.05728731
3,0.06541882,0.063587844
4,0.08907658,0.083837494
5,0.0716732,0.06546115
6,0.067819044,0.060487572
7,0.05183946,0.0407446
8,0.06482284,0.06408868
9,0.082352154,0.08159538
10,0.0601225,0.05117065
11,0.055646412,0.05222701
12,0.065620005,0.066341385
13,0.056124378,0.052182082
14,0.05712913,0.049377896
15,0.04240469,0.038269248
16,0.056656502,0.056441728
17,0.06093545,0.058544036
18,0.04336875,0.036723677
19,0.05710395,0.057743553
20,0.042714566,0.03861735
21,0.056954235,0.060396805
22,0.10544477,0.10988762
23,0.067374036,0.06613647
24,0.072926685,0.06958291
25,0.07324453,0.07262063
26,0.070068404,0.06427489
27,0.05396091,0.0469304
28,0.08983916,0.09402946
29,0.06576934,0.06593825
30,0.059775352,0.05316614
31,0.05347452,0.04968239
32,0.0602498,0.061121978
33,0.08755949,0.08768985
34,0.067516424,0.066024795
35,0.06487395,0.06387952
36,0.05030081,0.04787564
37,0.05531979,0.05789312
38,0.059176587,0.05710465
39,0.055715963,0.05704235
40,0.06949933,0.07475532
41,0.0986484,0.102982156
42,0.058961235,0.05464467
43,0.059219547,0.056845024
44,0.06421317,0.05768082
45,0.052921627,0.04506489
46,0.055439223,0.04955161
47,0.07440835,0.07757697
48,0.0860188,0.08995125
49,0.06991077,0.07038347
50,0.058436826,0.05288252
51,0.05956155,0.059511043
52,0.060044285,0.05473319
53,0.06406148,0.06462325
54,0.0669133,0.07064395
55,0.06400344,0.06904345
56,0.059178516,0.05903101
57,0.06532765,0.06853023
58,0.089299984,0.10001147
59,0.0536528,0.04544384
60,0.056004368,0.051054046
61,0.07648891,0.08166348
62,0.067833275,0.07262441
63,0.049631912,0.04701874
64,0.04860959,0.0438239
65,0.049129035,0.047505055
66,0.05417651,0.05606351
67,0.05235966,0.05319285
68,0.046779826,0.04183093
69,0.05602666,0.055692315
70,0.11539785,0.12673682
71,0.112439804,0.11534615
72,0.06613754,0.0555153
73,0.063483156,0.059925593
74,0.062759526,0.06421223
75,0.07932604,0.08000075
76,0.07301079,0.078540586
77,0.071844935,0.07169015
78,0.051546536,0.04132664
79,0.07273017,0.07526874
80,0.090812325,0.090254016
81,0.07946479,0.0821735
82,0.07708614,0.078535646
83,0.05316501,0.046523973
84,0.06265661,0.06487842
85,0.11980987,0.10600968
86,0.07483306,0.0783186
87,0.068147086,0.071104996
88,0.07596298,0.08001704
89,0.06576207,0.0574293
90,0.06359148,0.060800098
91,0.06802494,0.06975129
92,0.054606546,0.045140225
93,0.17080629,0.17891575
94,0.06465896,0.06350532
95,0.06673747,0.0664941
96,0.08139633,0.087796025
97,0.117675126,0.13312015
98,0.12569703,0.13827647
99,0.16301383,0.18787198
100,0.14722392,0.17232323
101,0.16542703,0.20849043
102,0.19253583,0.21117377
103,0.21088238,0.23419027
104,0.17353025,0.17034997
105,0.16779764,0.18553294
106,0.15370238,0.1842348
107,0.090295635,0.09302738
108,0.11551473,0.13152863
109,0.11237359,0.11489425
110,0.1028103,0.10453698
111,0.06710437,0.055516433
112,0.08836749,0.090187766
113,0.06342604,0.048880614
114,0.05482741,0.04407321
115,0.07926649,0.08098764
116,0.09042843,0.09663708
117,0.07237907,0.06894744
118,0.078379445,0.07935667
119,0.08554174,0.08929033
120,0.08186594,0.08272801
121,0.0762436,0.07691392
122,0.08308168,0.083114214
123,0.089919284,0.0975118
124,0.08190556,0.08348206
125,0.08128611,0.080627374
126,0.07783171,0.084088914
127,0.076422475,0.081286795
128,0.069374636,0.06917566
129,0.082948305,0.09113485
130,0.07418245,0.079009816
131,0.13053375,0.15013449
