0.50106394,0.31470883,0.20798543,0.63187766
0.08941282,0.06449916,0.07403384,0.24507408
0.17050475,0.16546907,0.090434596,0.17691371
0.15134697,0.1543178,0.14657447,0.10180736
0.1526647,0.01729953,0.03888593,0.20640048
0.13662802,0.13642536,0.19869664,0.35835606
0.040807173,0.03117273,0.02167142,0.032200146
0.07133958,0.044371758,0.04600707,0.10374373
0.21461725,0.08507664,0.06813984,0.24662086
0.17429355,0.07010281,0.0850769,0.18166295
0.07065479,0.014292336,0.06409804,0.10545762
0.064616665,0.06517754,0.093874514,0.046227902
0.18166359,0.097375914,0.089211725,0.24895641
0.021618465,0.03318071,0.029085616,0.02684195
0.20433724,0.2169478,0.2197314,0.29401538
0.042835396,0.060899176,0.019230325,0.13550772
0.6046305,0.2810345,0.18698728,0.43922117
0.17568941,0.2079726,0.13132535,0.14469332
0.28439578,0.21444209,0.18367694,0.3563815
0.25196466,0.22372292,0.24361676,0.24239707
0.11262284,0.04067243,0.099395484,0.22101681
0.025665676,0.011377419,0.034607958,0.11121871
0.1202914,0.04035439,0.07447084,0.16025832
0.060855962,0.04471945,0.18042314,0.20497724
0.35338828,0.13815545,0.27576363,0.27902153
0.26270154,0.14193621,0.16961627,0.44733015
0.27824083,0.1683102,0.11238521,0.31440482
0.17301692,0.05537172,0.06422134,0.119846314
0.060943834,0.03553773,0.101434305,0.19724038
0.16725355,0.14751361,0.037772015,0.11238897
0.011622655,0.098219484,0.029256508,0.012430126
0.36394435,0.09623995,0.13096921,0.57508045
