0.30173716,0.3290906,0.34958804,0.36932158
0.050745666,0.084554546,0.07532359,0.06718188
0.048390355,0.06242905,0.048634715,0.051122792
0.05347766,0.07437463,0.059299823,0.06742674
0.0486016,0.08063873,0.05699048,0.05376913
0.094674796,0.11295835,0.058066934,0.055014238
0.07578592,0.09735734,0.047294546,0.042463034
0.13383102,0.119895406,0.05135145,0.040885158
0.099155545,0.075122334,0.0469907,0.038409553
0.19565298,0.10815906,0.06004786,0.103308074
0.121742524,0.08126984,0.06880328,0.08173389
0.15407428,0.10853501,0.044514213,0.083410546
0.26979086,0.17161775,0.049479175,0.19226107
0.116644435,0.084211074,0.0610525,0.10931911
0.18918662,0.15572299,0.0760751,0.23703401
0.3490741,0.25818518,0.09383944,0.4740184
0.3101828,0.2087706,0.08375863,0.41965327
0.14795868,0.1176747,0.087836854,0.17198642
0.13157526,0.18666297,0.12589715,0.20162813
0.13381384,0.120669775,0.062173277,0.19126724
0.15342215,0.17889765,0.09180442,0.18671417
0.08589881,0.08559467,0.05546462,0.1062532
0.13172024,0.113899186,0.05062177,0.1277301
0.09072929,0.052405942,0.046393286,0.08201623
0.055113867,0.060309086,0.045282245,0.13171263
0.10434497,0.07046988,0.08048753,0.12979355
0.09924212,0.06250741,0.07082606,0.11139778
0.08524933,0.06964576,0.07102758,0.11924871
0.1748635,0.109903045,0.110895626,0.2212366
0.1513154,0.06863646,0.08858439,0.13046473
0.18556106,0.08403935,0.1194548,0.17409547
0.21126461,0.08656047,0.1069863,0.17556404
