0.23153228,0.2124288,0.1947731,0.21871118
0.07126204,0.11155095,0.10075138,0.081748754
0.046887618,0.06338152,0.054004576,0.04688927
0.07276806,0.0867754,0.06678881,0.067396626
0.044863142,0.079964444,0.06418481,0.05508972
0.10940987,0.095938675,0.042958163,0.052420728
0.079119675,0.09427722,0.03804499,0.043759048
0.13606858,0.10626953,0.053787757,0.03964631
0.09608913,0.06715278,0.03104403,0.038393795
0.17857361,0.14121352,0.052433856,0.13240352
0.123554625,0.07360496,0.051733676,0.061465595
0.13503769,0.097493686,0.04071872,0.07391814
0.27565488,0.18263501,0.03669,0.20279655
0.11297561,0.060318697,0.050955415,0.09189381
0.19476457,0.12966242,0.04600433,0.19650503
0.29655862,0.18121684,0.103919476,0.32732928
0.23166613,0.15823701,0.07110563,0.27244252
0.17215355,0.11218046,0.062401272,0.21207263
0.15809213,0.16844113,0.10374877,0.20811068
0.13119464,0.124674484,0.05768003,0.19004004
0.17101377,0.17965092,0.076312035,0.1650995
0.07176954,0.080484904,0.04887725,0.12014622
0.11150155,0.09654193,0.04005695,0.13054803
0.08269347,0.06245022,0.037417203,0.07279568
0.043002803,0.061638396,0.03146186,0.10952685
0.095911816,0.0971925,0.06476486,0.14096849
0.08459223,0.058950417,0.052677575,0.09764398
0.0935321,0.06848479,0.06703595,0.12219416
0.13483928,0.07983081,0.06992741,0.14729354
0.11689533,0.073524594,0.07774976,0.10100327
0.12945393,0.07801426,0.076536216,0.11929987
0.14598848,0.09369936,0.06433051,0.105770834
