0.29854667,0.1206046,0.0029238902,0.022770949,0.1955936,0.1183354,0.04893584,0.05169298,0.08978728,0.13778381,0.04848126,0.034325592,0.092999466,0.036930013,0.027367046,0.017418634,0.029205153,0.02659304,0.013127719,0.008941912,0.052712616,0.036983617,0.03190912,0.017810123,0.047009908,0.12428169,0.02666253,0.050614346,0.049571913,0.021398725,0.01727953,0.017484348,0.0043857335,0.01650625,0.049925316,0.037411276
0.32488218,0.30261597,0.0945976,0.08119737,0.3491239,0.14065984,0.177627,0.11890761,0.3301526,0.32473812,0.2552415,0.26996672,0.25469154,0.27361628,0.35718098,0.28312877,0.18423022,0.30911282,0.32454258,0.083275914,0.268151,0.27981013,0.20279676,0.13535966,0.15374996,0.2531525,0.08712235,0.152663,0.20172921,0.10316044,0.17487276,0.14849582,0.06726018,0.33290502,0.17481554,0.16282587
0.21648724,0.42098433,0.019393118,0.057751916,0.44904557,0.13683653,0.07971234,0.045701034,0.2231741,0.111040056,0.04465179,0.12488127,0.14141797,0.06764044,0.04544172,0.04136522,0.05619762,0.03265239,0.14000864,0.03372033,0.089731164,0.012665523,0.028403731,0.021940403,0.08414063,0.074426584,0.035886474,0.0722859,0.073612295,0.08297206,0.141988,0.047460157,0.011130599,0.029362788,0.033682358,0.045629065
0.12663633,0.2657683,0.2890933,0.03333967,0.119023554,0.31623235,0.34735966,0.14503841,0.053091604,0.15173236,0.17132667,0.139382,0.14086652,0.12343749,0.11620977,0.1352847,0.04924644,0.052788936,0.08802967,0.014945734,0.13300611,0.06176678,0.12782736,0.04692745,0.058703985,0.0786822,0.124227814,0.12277731,0.05730174,0.14680977,0.18201542,0.12644076,0.012018177,0.12367835,0.02901575,0.08876204
0.08419633,0.11728548,0.035680663,0.04310086,0.118412994,0.09742299,0.099201515,0.07454063,0.04286037,0.060006753,0.033516977,0.043757446,0.03879681,0.0503751,0.063775904,0.027076049,0.015911471,0.028986037,0.05471226,0.05348202,0.063287675,0.05777573,0.027785866,0.03536932,0.028818851,0.039532255,0.06869668,0.03005245,0.058298703,0.05428641,0.08120511,0.055374347,0.02719817,0.07049892,0.041615125,0.024578681
0.15082645,0.12077963,0.119305104,0.10981311,0.094683446,0.12196834,0.11559792,0.10377371,0.12451552,0.08882024,0.052441265,0.05596273,0.116181016,0.07583341,0.083209924,0.059246257,0.039934315,0.064021684,0.049575448,0.035510708,0.089965336,0.15432933,0.06696398,0.06783662,0.08110637,0.0388698,0.036717284,0.04711569,0.063283674,0.025426595,0.04267028,0.040334757,0.027362261,0.04315637,0.027584972,0.030118307
0.062265113,0.0969632,0.090835504,0.1772341,0.09560822,0.1689957,0.060273208,0.11692158,0.076560445,0.11457703,0.039200224,0.039124094,0.26329455,0.033736236,0.035588764,0.04814251,0.032916434,0.036976665,0.17346686,0.046966817,0.026218336,0.026557393,0.018364474,0.011383397,0.015918246,0.08918315,0.022693064,0.04436094,0.024908394,0.025492253,0.03203684,0.028083153,0.062338505,0.041165266,0.015248847,0.024442809
0.05788734,0.07681522,0.01757539,0.036459748,0.043956883,0.041727595,0.07411256,0.07536051,0.069373436,0.022852397,0.019995835,0.048916828,0.052907996,0.027881792,0.012858445,0.018353749,0.020000346,0.010364432,0.030383185,0.024472224,0.046324264,0.0410705,0.021956556,0.017873833,0.029213533,0.02272739,0.026952175,0.017485008,0.038011875,0.01582249,0.06899475,0.026708502,0.039757285,0.043624118,0.016735563,0.01631963
0.28522366,0.3194158,0.0418476,0.06847077,0.07724034,0.05715242,0.018245462,0.02780083,0.082471415,0.14569981,0.165322,0.20260969,0.08828853,0.13494961,0.091176644,0.021103924,0.048821423,0.034627493,0.07134475,0.09709849,0.16806841,0.2139828,0.14341813,0.19020924,0.17037502,0.19359088,0.23629768,0.09779918,0.344457,0.13643059,0.12962542,0.15273811,0.020325473,0.10659916,0.09106951,0.103716746
0.23376738,0.23989953,0.0017957354,0.0969354,0.2504956,0.23285443,0.26616982,0.09540514,0.02960042,0.17144018,0.17098525,0.11998026,0.17163242,0.08707898,0.03219799,0.028053008,0.024150128,0.020063043,0.04560541,0.13757145,0.15420379,0.14607461,0.05805892,0.12558942,0.10004792,0.18765216,0.102308385,0.10976846,0.11830019,0.17093614,0.047108106,0.07203553,0.027231887,0.07230145,0.061328944,0.082754746
0.0882698,0.04863697,0.035631295,0.19956852,0.046256017,0.05564381,0.11796266,0.10541832,0.04407902,0.18610494,0.08622146,0.022244858,0.09820717,0.018755712,0.0542286,0.023222018,0.014199439,0.025460595,0.015763156,0.009078372,0.056054976,0.07527413,0.03516666,0.048853353,0.03974333,0.03213147,0.024765817,0.05043539,0.06637709,0.0574808,0.023227194,0.035409644,0.015361634,0.04476859,0.018974395,0.05737678
0.29764825,0.31951556,0.020757968,0.10134125,0.15426016,0.05856633,0.07324874,0.06958202,0.048050303,0.14802085,0.16132295,0.21551019,0.096996106,0.10308156,0.04684777,0.019820984,0.00918257,0.14844093,0.07354615,0.040524077,0.08329016,0.14666283,0.050726216,0.14454836,0.100807,0.1338984,0.082112916,0.07563365,0.08668825,0.05772575,0.09454075,0.036983363,0.029051565,0.07906967,0.058420718,0.16544528
0.07703546,0.07395444,0.012970673,0.022295596,0.03521067,0.03632622,0.025658792,0.01769065,0.015362594,0.02178308,0.019880095,0.026224941,0.046464123,0.025527716,0.013880094,0.0039189043,0.0033792772,0.009401918,0.014438003,0.0019245282,0.009649343,0.010308816,0.0049328096,0.0054070554,0.0027162964,0.004592686,0.025066294,0.027582003,0.025882086,0.006118308,0.016855558,0.006915805,0.003921439,0.011017065,0.0033775233,0.0065745306
0.22139812,0.29152668,0.0414699,0.032524556,0.36400622,0.08918521,0.09715589,0.10824798,0.0742969,0.09463076,0.042439066,0.15114127,0.15261373,0.24358295,0.19319518,0.04719918,0.05357422,0.10801263,0.08643369,0.023455432,0.07681202,0.04221735,0.028217167,0.026308678,0.02718747,0.04672214,0.048836578,0.08181483,0.09154727,0.060289044,0.050455254,0.065714054,0.018740129,0.20537129,0.08264366,0.027449923
0.5636711,0.53559816,0.06450125,0.18348476,0.59674346,0.15048681,0.10792882,0.18379943,0.10387241,0.25169185,0.09342838,0.4267487,0.3001818,0.5621741,0.16181931,0.10637093,0.19312441,0.15276867,0.2900017,0.09780423,0.23940872,0.11410569,0.20846026,0.107700236,0.21123163,0.15583737,0.19489066,0.41964504,0.28029233,0.23300424,0.37556013,0.39532736,0.23684877,0.6586902,0.19728172,0.079109095
0.05679855,0.0657123,0.03394752,0.03254817,0.07691492,0.051297814,0.044073924,0.022514079,0.022476714,0.0266353,0.018999752,0.018136086,0.09089695,0.03178137,0.058861673,0.05068102,0.03443554,0.056013566,0.026008103,0.021542128,0.044318642,0.07264983,0.04950714,0.038677473,0.047563676,0.017256567,0.032069232,0.07150435,0.02749637,0.031006895,0.04873494,0.033283457,0.013137329,0.02980461,0.021211373,0.0105373375
0.21961904,0.18514018,0.0579462,0.047101054,0.2231707,0.12956074,0.088441715,0.04372534,0.15596318,0.0479768,0.044648316,0.10355033,0.21334977,0.13446292,0.07517686,0.06030625,0.021857489,0.09567196,0.088245034,0.017926993,0.048044022,0.017397273,0.01557475,0.010511257,0.029002758,0.07918425,0.018859519,0.047158502,0.041284494,0.049474075,0.058842845,0.049604513,0.014501168,0.097106025,0.04690185,0.010033584
0.13594705,0.28385222,0.06737792,0.17425367,0.5169244,0.34034508,0.23475824,0.15028544,0.39035624,0.21455713,0.024016233,0.098392256,0.26099026,0.117529266,0.039737877,0.0733184,0.08296218,0.059795093,0.15702866,0.007560214,0.052489914,0.027062487,0.04909782,0.015727585,0.09959683,0.1119357,0.018308137,0.03593621,0.028346274,0.025851876,0.01760716,0.013958076,0.004946383,0.047162507,0.06843,0.047458377
0.9575817,0.8865201,0.120186776,0.12606159,0.61257285,0.6628228,0.8097891,0.42521727,0.7025492,0.48956713,0.7471463,0.4420419,0.44708434,0.20731562,0.097528085,0.12795725,0.06568784,0.06483746,0.10624884,0.018424151,0.04856207,0.10261205,0.14139758,0.018374657,0.15281755,0.34775338,0.10339539,0.35719398,0.20270148,0.18827452,0.10948377,0.049353085,0.1375619,0.17989452,0.2143971,0.07177526
0.38407165,0.34821293,0.11857753,0.20493147,0.36263144,0.30012715,0.27695978,0.14737232,0.06406935,0.104939,0.08810044,0.08958418,0.4530347,0.08244031,0.10782609,0.040985815,0.024750177,0.07669824,0.13273044,0.030860856,0.21184246,0.18255237,0.061628822,0.04467014,0.040415153,0.084662996,0.14675616,0.1488136,0.061829645,0.04835562,0.073519945,0.054809663,0.05270375,0.1214725,0.02583063,0.06554661
