k,cum_mean_std_all,cum_mean_std_mid
1,0.11575634,0.12373516
2,0.088677004,0.09075773
3,0.0809067,0.08162898
4,0.07516575,0.074563816
5,0.071400814,0.06922923
6,0.08243943,0.07946246
7,0.07583414,0.072027124
8,0.07301134,0.06937446
9,0.07341107,0.07055967
10,0.07396668,0.071257666
11,0.072236545,0.06942542
12,0.071473174,0.06831699
13,0.07009651,0.067053564
14,0.06882404,0.065550126
15,0.0674593,0.06420985
16,0.06645052,0.06308299
17,0.06495827,0.061300628
18,0.06425789,0.060945492
19,0.06372716,0.060276277
20,0.06379877,0.06001501
21,0.06383072,0.060390573
22,0.06594204,0.06302372
