0.15063262,0.25403666,0.16987899,0.13640419,0.06940669,0.13960266,0.043145187,0.15720986,0.25243497,0.12938492,0.09194643,0.11828439,0.053753525,0.10541049,0.11988509,0.05643724,0.06889875,0.057084005,0.10170262,0.043321982,0.019040652,0.094533116
0.027422521,0.03146112,0.046212222,0.028283918,0.024479466,0.018874869,0.022185951,0.04770816,0.042568393,0.07895468,0.11720658,0.022918759,0.021988053,0.035317294,0.02750067,0.035316557,0.06952328,0.02890761,0.023906693,0.014981988,0.020180723,0.036139794
0.13913222,0.21052255,0.14068468,0.19264345,0.17774622,0.14751467,0.1194192,0.17116508,0.09486743,0.13340919,0.14396882,0.13700691,0.06289521,0.08734059,0.12702413,0.15664016,0.14123707,0.15175502,0.16228865,0.0788322,0.07013875,0.12291045
0.24584743,0.32584894,0.19939576,0.13850753,0.09354835,0.17337723,0.09807816,0.10473459,0.23004635,0.26064378,0.1801088,0.08338373,0.055674113,0.043994524,0.1508748,0.18952142,0.13534714,0.13161534,0.17973332,0.17404468,0.08296101,0.100344755
0.16910495,0.10234528,0.0889714,0.050453354,0.044069126,0.091129966,0.08321443,0.09486827,0.17591973,0.11590031,0.07551528,0.11978398,0.06221389,0.12289922,0.33333644,0.14128394,0.0533798,0.05965734,0.06078052,0.122047335,0.048462104,0.16363631
0.03296892,0.018556174,0.020411715,0.01942669,0.026897447,0.022920836,0.03277072,0.026674664,0.02076611,0.016211223,0.024854632,0.019961737,0.015662374,0.0111210495,0.0942857,0.01301885,0.01685915,0.011764117,0.008208199,0.026807725,0.011174695,0.01047357
0.18896371,0.12022908,0.14234506,0.071446784,0.031227384,0.049317554,0.036132563,0.07604456,0.2586033,0.15808003,0.15039091,0.06982638,0.018432062,0.052999247,0.39836672,0.17516659,0.09568336,0.05845536,0.047568567,0.13362296,0.013027129,0.1400817
0.031237628,0.020543285,0.025497207,0.03239095,0.038719006,0.03792911,0.037447814,0.054694567,0.047794323,0.023758955,0.03715745,0.05969226,0.04419561,0.057992205,0.030398194,0.027223784,0.026233269,0.034051616,0.025353888,0.046272155,0.0246086,0.062886834
0.1131081,0.045236275,0.037278526,0.087637104,0.08040674,0.09585948,0.07788133,0.095586024,0.071442485,0.07795939,0.1350943,0.100485265,0.07598907,0.081329234,0.104975834,0.08869987,0.10834791,0.12632412,0.12632935,0.07683798,0.08564394,0.19248727
0.025734767,0.026300916,0.044091087,0.02326994,0.010667835,0.015021908,0.008083634,0.018995915,0.041564144,0.03930107,0.050263118,0.029672321,0.008343252,0.012583129,0.04072089,0.026808834,0.06204732,0.022352906,0.049814664,0.024148662,0.008844301,0.04044302
0.1569917,0.038812693,0.03814813,0.015756149,0.014316609,0.03464409,0.027791874,0.035771165,0.24690007,0.033898845,0.054129686,0.017052228,0.029274663,0.016968455,0.2843742,0.057543967,0.056361336,0.016626017,0.017595353,0.04858315,0.042175528,0.09991979
0.013559942,0.011148926,0.009250898,0.019549277,0.0039616167,0.003857631,0.005313815,0.008114597,0.010936546,0.019980049,0.0136649385,0.0074248402,0.002406793,0.002141465,0.02041353,0.049717754,0.011415316,0.004434707,0.023003988,0.007763855,0.00757632,0.020156927
0.12677634,0.06607003,0.04383441,0.035742916,0.023891991,0.026535904,0.029355817,0.04299674,0.090374775,0.04334161,0.031958096,0.018209612,0.012424635,0.018101124,0.118375994,0.054134987,0.028401349,0.021345159,0.016702408,0.07201016,0.013558332,0.04804163
0.075906105,0.035169043,0.03119776,0.02525507,0.021047458,0.036290746,0.014387693,0.023918657,0.06611517,0.06559405,0.02647039,0.015071801,0.012270876,0.009347011,0.15448341,0.12405758,0.036150493,0.020353612,0.029140854,0.079317085,0.009351003,0.036490917
0.18798277,0.023841748,0.021674545,0.014879181,0.010969071,0.012295405,0.016902536,0.030022345,0.10553755,0.024038628,0.034867585,0.015030074,0.0045748632,0.011059256,0.21887796,0.05802533,0.06564736,0.0069485134,0.009342429,0.024944829,0.009890282,0.03214856
