step,token_id,decoded
1,28741,A
2,3339,fire
3,885,fig
4,28716,h
5,360,ter
6,28742,'
7,28713,s
8,2389,job
9,349,is
10,298,to
11,439,ex
12,1157,ting
13,28718,u
14,789,ish
15,21600,fires
16,28725,","
17,16011,rescue
18,905,people
19,304,and
20,8222,animals
21,477,from
22,13136,burning
23,9702,buildings
24,28725,","
25,304,and
26,3084,provide
27,11843,emergency
28,5714,medical
29,3345,services
30,28723,.
31,1306,They
32,771,work
33,297,in
34,1486,high
35,28733,-
36,28712,r
37,2606,isk
38,11846,situations
39,304,and
40,1580,must
41,347,be
42,6416,highly
43,10898,trained
44,297,in
45,4118,various
46,11843,emergency
47,2899,response
48,6266,skills
49,28723,.
50,2,</s>
