0.221896,0.22825812,0.2150561,0.19917317,0.17502964,0.23444164,0.19801031,0.21956699,0.2229574,0.20875163,0.1642835,0.23705374,0.2122551,0.21753398,0.23174487,0.20719506,0.22653426,0.20634861,0.20212029,0.23546498,0.21437857
0.07392311,0.126688,0.11854367,0.10564994,0.072135754,0.08552541,0.066823326,0.07902249,0.052304424,0.06225462,0.07322288,0.10032048,0.07853923,0.057735577,0.0846805,0.0439392,0.07193202,0.04326987,0.06842272,0.0909936,0.051288467
0.045973975,0.072874226,0.062106527,0.059791494,0.052032255,0.087227575,0.083884984,0.07057328,0.067368,0.03907087,0.06742015,0.06055098,0.07521295,0.03667427,0.03862113,0.036426023,0.030400982,0.036762614,0.06325045,0.0384142,0.04004712
0.07954431,0.07433966,0.08213609,0.096168585,0.08242771,0.068576045,0.067345485,0.022772823,0.05979371,0.07801775,0.0764,0.0703234,0.038654104,0.08243548,0.05614412,0.046322823,0.052899245,0.041949183,0.07141699,0.034829713,0.06612627
0.04763077,0.109632716,0.1010452,0.1029415,0.120705746,0.10079202,0.08484236,0.075139865,0.11233824,0.104588516,0.07496961,0.0553301,0.045841813,0.06462941,0.06999729,0.051896464,0.050788794,0.04379982,0.062442023,0.058366194,0.05829969
0.11000531,0.081682615,0.122212306,0.11275342,0.09601486,0.10235947,0.09490379,0.027434712,0.048026755,0.11046691,0.08062771,0.023175027,0.020677282,0.07353978,0.056234196,0.10853347,0.050050743,0.11222628,0.14077905,0.035569746,0.13678634
0.08010302,0.13010582,0.052823342,0.06081921,0.0710521,0.07715136,0.06946448,0.0470382,0.05673931,0.046266768,0.060770873,0.035077583,0.035985403,0.05309363,0.05610995,0.05071306,0.032071944,0.06463251,0.070120715,0.039955325,0.062113065
0.12923357,0.09473661,0.0725233,0.08941412,0.068951875,0.102940865,0.05163382,0.038574386,0.03360284,0.05159467,0.051626556,0.019664835,0.021743592,0.048081018,0.035694566,0.044928685,0.024137236,0.0729023,0.044657767,0.032473024,0.11002805
0.103734866,0.06951082,0.07327323,0.053576984,0.05323099,0.07021557,0.037192404,0.051707942,0.04558201,0.06669005,0.03886967,0.021210153,0.018201128,0.049430467,0.029493,0.06427572,0.024777632,0.07344548,0.056616005,0.03420449,0.0945193
0.19389424,0.15905356,0.12061588,0.079553306,0.051335134,0.07182593,0.03461289,0.043456618,0.044336297,0.10502624,0.045302257,0.031714283,0.023052063,0.10143358,0.0314259,0.06884537,0.028249515,0.079812154,0.049055774,0.045875672,0.15658656
0.12885194,0.06611863,0.07275163,0.08875162,0.07182801,0.06749479,0.07575608,0.07827809,0.07276206,0.07450256,0.056534916,0.05239962,0.04052763,0.05585714,0.05808791,0.073176086,0.04861672,0.07422635,0.051634207,0.07263953,0.10852671
0.12541644,0.07541029,0.06092353,0.06949615,0.057744402,0.08568077,0.033855364,0.0441734,0.030508047,0.06748184,0.038905274,0.046907432,0.033418093,0.057342663,0.035048354,0.09078875,0.03619658,0.06608859,0.043442074,0.0537544,0.10346574
0.29166242,0.12784502,0.12582384,0.08991428,0.0458851,0.08700476,0.024065714,0.04129465,0.03212842,0.039872568,0.04851447,0.068902515,0.050953295,0.11286326,0.06029969,0.14633718,0.02494059,0.056359325,0.039750822,0.035415858,0.16396643
0.11423379,0.0739132,0.103625484,0.096589506,0.056204528,0.084493846,0.04640491,0.03868457,0.044475287,0.045633655,0.041900095,0.046230208,0.043061048,0.08222394,0.039821748,0.059514742,0.03215267,0.048684176,0.03862921,0.038471572,0.08889963
0.2025942,0.108088724,0.10377422,0.06690074,0.06420398,0.120850906,0.042234268,0.05744569,0.08017577,0.07938265,0.070744336,0.046042226,0.044820525,0.097181626,0.05483112,0.06802129,0.041091036,0.06396875,0.049101252,0.061195552,0.12830815
0.29554436,0.1588395,0.16513412,0.09566329,0.050405037,0.14122513,0.0235217,0.026982283,0.048735525,0.11002651,0.09577255,0.058297344,0.046004172,0.1403152,0.10983629,0.13900146,0.043149095,0.09364478,0.1183794,0.074728556,0.16944858
