0.044164237,0.032753423,0.019787094,0.01411205,0.024085015,0.014997474,0.0068106125,0.007749096,0.029876271,0.037568644,0.034550883,0.036477085,0.02822725,0.045259256,0.03384984,0.03149783,0.026307823,0.01511246,0.018539015,0.025232721,0.029119242,0.049384948,0.015959468,0.0297107,0.015858304,0.04167731,0.013111926
0.030675607,0.021198314,0.0038755725,0.0017998945,0.014799315,0.005436935,0.0027893637,0.0020722847,0.04306682,0.08208788,0.04304201,0.3174624,0.0393742,0.49300572,0.1835499,0.1566333,0.084248945,0.1038927,0.19606571,0.097860865,0.11841677,0.21613123,0.053268693,0.019734971,0.06891495,0.05493771,0.2039376
0.001306327,0.004376045,0.008452542,0.0038750959,0.009462682,0.00839773,0.011322853,0.009612369,0.026621938,0.013616573,0.017258957,0.017750634,0.027122997,0.017708443,0.023111302,0.01631663,0.021651503,0.016779343,0.027092261,0.055765502,0.026171118,0.025717892,0.0132893,0.033682402,0.08280905,0.029434884,0.012027928
0.012191448,0.0058915745,0.0017305182,0.0015038206,0.00357684,0.0029404361,0.0030693405,0.00345726,0.010318685,0.021644494,0.014067595,0.028154265,0.010565313,0.022555487,0.031310722,0.031253695,0.023315703,0.012849606,0.010424903,0.021960732,0.021594437,0.027806997,0.023136841,0.016566189,0.02744943,0.03392492,0.03421857
0.24030268,0.07787809,0.052061267,0.030509874,0.052298322,0.05413163,0.06890747,0.0323508,0.08399678,0.09697676,0.15363757,0.16591819,0.06582779,0.10534958,0.1402904,0.21144672,0.14179355,0.11320637,0.18529764,0.20805207,0.22813286,0.20014465,0.35487878,0.25860864,0.3008519,0.5006309,0.29490677
0.14390187,0.042023294,0.022982,0.011929053,0.025946373,0.024850857,0.04201729,0.019403739,0.07647418,0.22846562,0.09755615,0.17226855,0.049255762,0.20022708,0.12860358,0.15717584,0.18093227,0.11228933,0.10994151,0.1820558,0.13833907,0.18552224,0.08643631,0.21853797,0.4605372,0.12841591,0.38209778
0.04715676,0.028924799,0.013698235,0.015225189,0.009850118,0.016954452,0.023313005,0.01757586,0.021782093,0.03743486,0.02360452,0.030225053,0.01506891,0.05421043,0.03640898,0.0399312,0.03575301,0.026890192,0.023271078,0.046101168,0.046000604,0.040484205,0.050020736,0.12863584,0.1875281,0.12793124,0.08521464
0.33254683,0.122619756,0.08263706,0.039193384,0.072469115,0.06884657,0.074570484,0.03630262,0.19338125,0.111998945,0.089365795,0.12003077,0.09098258,0.14770037,0.15275432,0.14982796,0.12538841,0.088122115,0.09219362,0.14999914,0.18136753,0.1799966,0.16686542,0.17401232,0.06177933,0.10984941,0.11601277
0.019680496,0.012021357,0.013218897,0.007834962,0.01105171,0.02774983,0.024817856,0.019060597,0.013196438,0.016441949,0.013838278,0.02618409,0.028306132,0.032576054,0.042621445,0.022808334,0.01512072,0.018032309,0.01623719,0.045050632,0.058059752,0.03004617,0.04635162,0.23881441,0.09412085,0.15618926,0.033021152
0.014070817,0.01068579,0.016989812,0.015968954,0.013146123,0.0149221495,0.01973465,0.030506708,0.017565167,0.012513699,0.0094126295,0.012706088,0.031191913,0.048214663,0.026549872,0.0121607585,0.012842464,0.016015133,0.0122109605,0.02930459,0.038423702,0.034699928,0.03308013,0.07224294,0.07890602,0.09235577,0.032030933
0.13381056,0.1281177,0.07494135,0.041485477,0.14677784,0.07795979,0.17051831,0.059878606,0.24178274,0.30891618,0.15126476,0.23785655,0.15783545,0.25145772,0.2431709,0.28360468,0.25787398,0.12667057,0.12664206,0.24177425,0.23196429,0.36367604,0.19070466,0.4117953,0.37966144,0.43451467,0.66462636
0.03497041,0.026516953,0.03581882,0.028317649,0.020022381,0.018951371,0.020732535,0.026990812,0.029471602,0.033714112,0.021068415,0.027727375,0.020131528,0.031036953,0.037422705,0.04734211,0.033300724,0.020492991,0.015884392,0.030049453,0.046015944,0.027345236,0.039724886,0.1620878,0.096811816,0.10987307,0.11764888
0.22627956,0.06611846,0.034162864,0.024300106,0.05100571,0.06289211,0.042219583,0.022767305,0.10354983,0.06883335,0.05303208,0.11645337,0.04178201,0.11643853,0.08355398,0.040387787,0.056223102,0.10699422,0.06623602,0.07228917,0.10217062,0.05400534,0.08499691,0.071658194,0.08144374,0.045054678,0.054203406
0.16119252,0.017612845,0.0034438563,0.0011905417,0.004525403,0.008453675,0.003851121,0.001773274,0.035184454,0.12054531,0.07997269,0.10878271,0.09112853,0.09940009,0.13714811,0.08544552,0.16321342,0.07349045,0.13797201,0.21432212,0.3183941,0.1755701,0.18493074,0.8838376,0.8173555,0.72068727,0.4366307
0.16195413,0.112513706,0.09785456,0.048569296,0.09526712,0.08681402,0.17147118,0.03542126,0.117553435,0.13466008,0.07289718,0.07808707,0.10774293,0.12771764,0.14848378,0.13347846,0.11557797,0.12804969,0.1259534,0.15167093,0.15076539,0.094788656,0.11130025,0.21333769,0.1399715,0.14167099,0.3564151
0.117663175,0.0702086,0.08370386,0.047568668,0.04244262,0.07083913,0.08007751,0.03588886,0.10214987,0.049081743,0.058127098,0.09868151,0.05989344,0.11179825,0.1317088,0.090194985,0.0904017,0.07895973,0.060788866,0.06948125,0.10501174,0.08859978,0.14948465,0.08363547,0.12162661,0.1486057,0.09038995
0.10119577,0.054813597,0.047085054,0.036262017,0.03313628,0.03408652,0.030491758,0.039663337,0.07080927,0.083335824,0.05030454,0.062281545,0.08789298,0.19535604,0.075369395,0.10174112,0.07846516,0.09309999,0.049058836,0.08262241,0.06866266,0.046662334,0.057060886,0.083414614,0.066982105,0.041906644,0.06426332
