step,head_agreement
0,
1,0.27944925
2,0.38647637
3,0.3435818
4,0.4574369
5,0.338125
6,0.4991187
7,0.39955944
8,0.27037203
9,0.44958526
10,0.46931168
11,0.35474268
12,0.44428724
13,0.48031765
14,0.2856329
15,0.5345223
16,0.415829
17,0.2973176
18,0.32187074
19,0.60039175
20,0.48774016
21,0.49115232
22,0.5503585
23,0.4669762
24,0.562601
25,0.5145744
26,0.40195015
27,0.4671453
28,0.45591828
29,0.5263391
30,0.5107035
31,0.5320789
32,0.4805727
33,0.38427928
34,0.4514344
35,0.3914193
36,0.4379582
37,0.43858057
38,0.54767823
39,0.6281187
40,0.4292027
41,0.3655981
42,0.6451945
43,0.5130769
44,0.4956283
45,0.47694686
46,0.46700358
47,0.48584998
48,0.4821011
49,0.52198225
50,0.5035907
51,0.44188234
52,0.522343
53,0.45583892
54,0.5002687
55,0.44672707
56,0.3840326
57,0.36481443
58,0.32155982
59,0.5110509
60,0.5371623
61,0.422288
62,0.4096836
63,0.6444938
64,0.4903099
65,0.41147113
66,0.45708114
67,0.48435482
68,0.4069022
69,0.4858379
70,0.43223014
71,0.51309496
72,0.6686166
73,0.3841411
74,0.48685372
75,0.39313298
76,0.51819026
77,0.4743096
78,0.36204228
79,0.44465145
80,0.6025617
81,0.5707366
82,0.42688355
83,0.44277036
84,0.52714497
85,0.50161105
86,0.53567106
87,0.42170072
88,0.35166588
89,0.37739834
90,0.38848397
91,0.4305363
92,0.32758215
