step,token_id,decoded
1,3514,Le
2,3410,aves
3,2268,change
4,3181,color
5,297,in
6,272,the
7,2949,fall
8,2940,due
9,298,to
10,264,a
11,1759,process
12,1987,called
13,8886,photos
14,28724,y
15,448,nt
16,21537,hesis
17,28723,.
18,1136,As
19,272,the
20,2202,days
21,625,get
22,19367,shorter
23,304,and
24,5106,cool
25,263,er
26,28725,","
27,7099,trees
28,2839,begin
29,298,to
30,10221,prepare
31,354,for
32,8539,winter
33,28723,.
34,1306,They
35,2115,stop
36,15345,producing
37,484,ch
38,5638,lor
39,3126,oph
40,19530,yll
41,28725,","
42,272,the
43,12160,mole
44,27969,cule
45,369,that
46,5976,allows
47,8049,leaves
48,298,to
49,28311,absorb
50,22950,sunlight
51,304,and
52,1527,turn
53,378,it
54,778,into
55,3408,energy
56,28723,.
57,11528,Without
58,484,ch
59,5638,lor
60,3126,oph
61,19530,yll
62,28725,","
63,272,the
64,8049,leaves
65,28742,'
66,1132,true
67,9304,colors
68,28821,—
69,6974,which
70,460,are
71,2590,actually
72,272,the
73,1204,result
74,302,of
75,799,other
76,18958,pig
77,1339,ments
78,737,like
79,1253,car
80,322,ot
81,269,en
82,17653,oids
83,304,and
84,20019,anth
85,402,oc
86,8455,yan
87,1126,ins
88,28821,—
89,12328,bec
90,525,ome
91,9141,visible
92,28723,.
93,2,</s>
