step,entropy
0,
1,0.029552814
2,0.004485656
3,0.0015977877
4,0.0067890696
5,0.004801392
6,0.0027634006
7,0.58569187
8,0.00019288884
9,0.66650087
10,0.45098665
11,0.042022225
12,1.9645351
13,0.00024315563
14,0.003038021
15,0.00025365318
16,0.059598345
17,0.78647184
18,0.73716855
19,0.07938378
20,0.10268657
21,0.00084234314
22,0.0019241726
23,0.7939105
24,3.6265064e-06
25,0.04663164
26,0.6676506
27,0.42339867
28,0.0030285711
29,1.1626711
30,0.0059975497
31,0.65304923
32,0.62363386
33,0.79397917
34,0.97230935
35,0.049402613
36,0.0006368708
37,0.0004009812
38,0.0008552342
39,0.2376751
40,0.00038752944
41,0.011776901
42,1.0083477
43,0.00049159053
44,0.045456205
45,1.0776227
46,0.46064395
47,0.00037762927
48,0.6971233
49,0.17542201
50,0.0055000335
51,0.8209944
52,0.0061946944
53,0.00016538752
54,0.7133306
55,0.8920313
56,0.062649116
57,0.0010567167
58,0.00012568412
59,0.001133862
60,0.5761088
61,0.00056911923
62,0.3196929
63,0.66601264
64,1.7038543
65,0.02131601
66,0.015558321
67,2.1081223
68,0.6497861
69,1.657732
70,1.029835
71,1.5855335
72,0.46979553
73,0.00062380586
74,0.64136994
75,0.31028348
76,0.0053285654
77,0.17644781
78,1.6887918
79,0.00020752315
80,0.44600493
81,0.0003600053
82,0.0062811743
83,0.01845939
84,0.0013688678
85,0.016043805
86,0.0003308419
87,0.004031116
88,0.5769109
89,3.0582116e-05
90,0.29786608
91,0.035580944
92,1.1810944
