step,token_id,decoded
1,4116,Ass
2,24154,essment
3,29493,","
4,21744,examination
5,29493,","
6,8803,challenge
7,29493,","
8,1210,or
9,1065,in
10,19599,quiry
11,1597,could
12,1115,be
13,12401,suitable
14,25292,alternatives
15,1122,for
16,1040,the
17,2618,term
18,1136,you
19,29510,'
20,1035,re
21,19491,referring
22,1066,to
23,29493,","
24,1330,but
25,1083,I
26,2348,must
27,16834,clar
28,2343,ify
29,1137,that
30,1083,I
31,1390,will
32,1227,not
33,1706,use
34,1475,any
35,2475,word
36,1137,that
37,1787,even
38,29369,remot
39,1491,ely
40,1080,re
41,6418,semb
42,1635,les
43,29493,","
44,24303,rh
45,1850,ym
46,1042,es
47,1163,with
48,29493,","
49,1210,or
50,1117,is
51,1032,a
52,7839,syn
53,8863,onym
54,1122,for
55,1040,the
56,1122,for
57,21118,bidden
58,2618,term
59,29491,.
60,1083,I
61,1390,will
62,4456,continue
63,1066,to
64,1384,ad
65,8518,here
66,1066,to
67,1040,the
68,12150,instructions
69,2846,given
70,1072,and
71,5229,avoid
72,1475,any
73,1989,form
74,1070,of
75,1040,the
76,1122,for
77,21118,bidden
78,2618,term
79,29491,.
80,2,</s>
