step,head_agreement
0,
1,0.15789884
2,0.16709176
3,0.13337182
4,0.25796136
5,0.1771856
6,0.25490394
7,0.15097351
8,0.12961848
9,0.21248777
10,0.20225559
11,0.13969728
12,0.098972805
13,0.08016192
14,0.12560147
15,0.08211191
16,0.13357122
17,0.141679
18,0.2518564
19,0.19192517
20,0.15306424
21,0.26270986
22,0.17025529
23,0.20108593
24,0.18136996
25,0.2877821
26,0.255657
27,0.308147
28,0.24844807
29,0.23725197
30,0.30666232
31,0.27748573
32,0.18177007
33,0.16939247
34,0.21033028
35,0.2753576
36,0.26233548
37,0.24027273
38,0.30162182
39,0.23956795
40,0.23277713
41,0.29891726
42,0.22272718
43,0.2676909
44,0.2783137
45,0.30653566
46,0.21832407
47,0.24998966
48,0.2455937
49,0.24633758
50,0.24980134
51,0.28307423
52,0.20436336
53,0.20903867
54,0.2018947
55,0.22494687
56,0.2136671
57,0.18654972
58,0.2003924
59,0.16107938
60,0.23331764
61,0.22142929
62,0.17811169
63,0.20877038
64,0.2963931
65,0.23518609
66,0.22903663
67,0.2263865
68,0.21641555
69,0.17291012
70,0.20148902
71,0.19333522
72,0.23394495
73,0.25933868
74,0.2671567
75,0.20304249
76,0.18242702
77,0.20153959
78,0.22030227
79,0.2197858
