step,per_step_all,per_step_mid
0,0.12772419,0.13862154
1,0.096368074,0.092838794
2,0.07395195,0.067117766
3,0.08133132,0.076285966
4,0.073689274,0.07250695
5,0.07451119,0.06771734
6,0.07939198,0.07661784
7,0.08067849,0.07799976
8,0.08157005,0.08354655
9,0.06962345,0.069894426
10,0.07583408,0.072543584
11,0.0773964,0.07501905
12,0.10536382,0.09517321
13,0.08394295,0.08363371
14,0.08280987,0.08311791
15,0.081098564,0.08234605
16,0.07492561,0.068637185
17,0.14688963,0.14551367
18,0.076776266,0.07312921
19,0.08746338,0.08825578
20,0.085091636,0.08441633
21,0.09066209,0.094865896
22,0.09238115,0.094116874
23,0.096649125,0.09932231
24,0.08810575,0.08734581
25,0.085121594,0.085589714
26,0.090196304,0.08999423
27,0.08946722,0.08576649
28,0.07829836,0.069181085
29,0.06719347,0.05997245
30,0.06692665,0.059451856
31,0.06060482,0.05394516
32,0.06117556,0.055540465
33,0.063452445,0.055309426
34,0.06413299,0.05950087
35,0.06744167,0.06586311
36,0.072576374,0.06954389
37,0.0657136,0.063083164
38,0.06739997,0.06325192
39,0.065709576,0.0642505
40,0.07132107,0.06592785
41,0.07289314,0.066321604
42,0.074627645,0.07186619
43,0.07974571,0.07336731
44,0.076437466,0.0715951
45,0.08941891,0.08919148
46,0.085384265,0.08370281
47,0.0775062,0.07626252
48,0.083076596,0.07806365
49,0.08390627,0.084244855
50,0.08691276,0.087256774
51,0.10786772,0.10914686
52,0.07009202,0.057435926
53,0.06948051,0.06920854
54,0.08016379,0.075171426
55,0.07211333,0.0686485
56,0.07746943,0.075162
57,0.06664389,0.06438812
58,0.06627431,0.061779525
59,0.068547554,0.061724123
60,0.064561985,0.06313335
61,0.05996791,0.055863164
62,0.17108953,0.18528758
63,0.06829389,0.068645805
64,0.07231161,0.06964978
65,0.06466197,0.058337882
66,0.06556055,0.061143234
67,0.06351791,0.057848275
68,0.062285192,0.056659605
69,0.0639922,0.06044749
70,0.06435388,0.059364844
71,0.066277705,0.06183231
72,0.061052352,0.056438293
73,0.05793236,0.05291145
74,0.062375374,0.05767909
75,0.097375825,0.10517015
76,0.13666643,0.15721513
77,0.10061383,0.10613286
78,0.083106704,0.085026786
79,0.06531798,0.059507247
80,0.08044422,0.08059505
81,0.07181795,0.066218585
82,0.06945556,0.06848707
83,0.08262686,0.07667247
84,0.062301587,0.05646884
85,0.08582415,0.08735147
86,0.093841575,0.09422298
87,0.08232799,0.08260713
88,0.09226468,0.09557541
89,0.09802216,0.10273647
90,0.09735547,0.09950769
91,0.08900623,0.09443902
92,0.09089901,0.09282405
93,0.07063644,0.069174744
94,0.0753443,0.075521916
95,0.0840643,0.08890266
96,0.08072927,0.08035781
97,0.06713016,0.06029643
98,0.0790617,0.074633084
99,0.073118314,0.06717017
100,0.07584296,0.07320561
101,0.07435291,0.073847264
102,0.06783079,0.060898684
103,0.067981675,0.06536067
104,0.11227761,0.12501155
105,0.12386254,0.13073269
106,0.096259914,0.0803978
107,0.119938076,0.13132282
108,0.11095142,0.11722209
109,0.12088246,0.13817872
110,0.1182989,0.13012409
111,0.10618296,0.10990114
112,0.0953692,0.09760001
113,0.08458849,0.08630978
114,0.08997227,0.09489947
115,0.09919249,0.104598194
116,0.13864365,0.16039908
117,0.17804195,0.21647659
118,0.16761462,0.20001596
119,0.18088207,0.19174892
120,0.20096101,0.22157802
121,0.16986293,0.16736794
122,0.14683007,0.16011645
123,0.13762023,0.15499316
124,0.1458583,0.1682381
125,0.13403012,0.14920129
126,0.10381076,0.10308125
127,0.09287438,0.09371721
128,0.09701589,0.09832597
129,0.08428534,0.07990534
130,0.08742681,0.08055395
131,0.089441285,0.09304633
132,0.1114995,0.11975091
