step,head_agreement
0,
1,0.27500233
2,0.21230496
3,0.20430586
4,0.14687452
5,0.20713829
6,0.1988332
7,0.16684876
8,0.1753019
9,0.14083631
10,0.21129198
11,0.12583967
12,0.24152885
13,0.12867728
14,0.2740627
15,0.11369584
16,0.10892989
17,0.20726362
18,0.13961138
19,0.19936761
20,0.26179844
21,0.18199837
22,0.21368325
23,0.17653397
24,0.14429452
25,0.16579096
26,0.25963616
27,0.13193542
28,0.12186138
29,0.20306526
30,0.11676935
31,0.08541788
32,0.1319094
33,0.15437183
34,0.14655448
35,0.17064281
36,0.07467447
37,0.11556499
38,0.10885777
39,0.18284824
40,0.11617611
41,0.14450832
42,0.2033701
43,0.1509873
44,0.19917133
45,0.18000953
46,0.22292218
47,0.18453473
48,0.24229746
49,0.22452635
50,0.17696361
51,0.24808471
52,0.22191675
53,0.12425163
54,0.16969958
55,0.2367504
56,0.28675348
57,0.27745768
58,0.32446525
59,0.25655383
60,0.23601022
61,0.17880014
62,0.28083062
63,0.06758627
64,0.19833523
65,0.2340508
66,0.23193613
67,0.14872564
68,0.22657548
69,0.19861132
70,0.2678209
71,0.36211234
72,0.31884113
73,0.23080908
74,0.16511565
75,0.20237643
76,0.07407788
77,0.2072267
78,0.20912726
79,0.19265738
80,0.31035632
81,0.2731901
82,0.1858692
83,0.19310792
84,0.2992637
85,0.2869905
86,0.2993425
87,0.19182
88,0.17285341
89,0.107544295
90,0.07417926
91,0.21001701
92,0.14019167
93,0.16366437
94,0.16555867
95,0.21739566
96,0.15552412
97,0.13334131
98,0.14010386
99,0.11216218
100,0.13401696
101,0.1163136
102,0.061350185
103,0.18946376
104,0.17618279
105,0.15859431
106,0.12132223
107,0.1553969
108,0.21965279
109,0.16366856
110,0.20088689
111,0.13866508
112,0.16133985
113,0.26508656
114,0.077087834
115,0.19592477
116,0.3206447
117,0.28435224
118,0.2924369
119,0.12347963
120,0.1437868
121,0.17967477
122,0.18644187
123,0.1930069
124,0.17674045
125,0.1720294
126,0.088390455
127,0.07238874
128,0.22849275
129,0.15513217
130,0.30221692
131,0.23124273
132,0.18355392
133,0.18780544
134,0.17387113
135,0.18016827
136,0.12391515
137,0.098539375
138,0.21135929
139,0.22514054
140,0.16785315
141,0.15507334
142,0.16456789
143,0.22768803
144,0.2973104
145,0.27990106
146,0.20848605
147,0.21299951
148,0.3000396
149,0.16791174
150,0.16668603
151,0.19672735
152,0.09916911
153,0.18282239
154,0.1640002
155,0.30358022
156,0.2816479
157,0.31179187
158,0.26579082
159,0.2940615
